Date	Location	Team	OppTeam	TeamId	GameId	PercentBet_ML	Open_Line_ML	Pinnacle_ML	5dimes_ML	Heritage_ML	Bovada_ML	Betonline_ML	Average_Line_ML	Best_Line_ML	Worst_Line_ML	PercentBet_Spread	Open_Line_Spread	Open_Odds_Spread	Pinnacle_Line_Spread	Pinnacle_Odds_Spread	5dimes_Line_Spread	5dimes_Odds_Spread	Heritage_Line_Spread	Heritage_Odds_Spread	Bovada_Line_Spread	Bovada_Odds_Spread	Betonline_Line_Spread	Betonline_Odds_Spread	Average_Line_Spread	Average_Odds_Spread	Best_Line_Spread	Worst_Line_Spread	Best_Odds_Spread	Worst_Odds_Spread	PercentBet_OU	Open_Line_OU	Open_Odds_OU	Pinnacle_Line_OU	Pinnacle_Odds_OU	5dimes_Line_OU	5dimes_Odds_OU	Heritage_Line_OU	Heritage_Odds_OU	Bovada_Line_OU	Bovada_Odds_OU	Betonline_Line_OU	Betonline_Odds_OU	Average_Line_OU	Average_Odds_OU	Best_Line_OU	Worst_Line_OU	Best_Odds_OU	Worst_Odds_OU	Pts	Spread	Result	Total
12/2/18	away	Phoenix	L.A. Lakers	1610612756	21800337	40.8	614	578	600	585	550	560	574.6	600	550	52.3	11	-110	11.5	-103	11.5	-102	11.5	-105	11.5	-105	11.5	-108	11.42	-105.5	11.5	11	-102	-110	47.4	224.5	-110	222	-103	221.5	-106	220.5	-105	221	-110	221.5	-110	221.83	-107.33	224.5	220.5	-103	-110	96	-24	L	216
12/2/18	home	L.A. Lakers	Phoenix	1610612747	21800337	59.2	-900	-712	-750	-785	-900	-725	-774.4	-712	-900	47.7	-11	-110	-11.5	-107	-11.5	-108	-11.5	-105	-11.5	-115	-11.5	-112	-11.42	-109.5	-11	-11.5	-105	-115	52.6	224.5	-110	222	-107	221.5	-104	220.5	-105	221	-110	221.5	-110	221.83	-107.67	224.5	220.5	-104	-110	120	24	W	216
12/2/18	away	New Orleans	Charlotte	1610612740	21800338	56.4	120	134	135	130	125	127	130.2	135	125	44.2	2.5	-110	3	-106	3	-104	3	-105	3	-105	3	-116	2.92	-107.67	3	2.5	-104	-116	42.2	235	-110	232.5	-105	232.5	-105	232	-105	232	-110	232.5	-110	232.75	-107.5	235	232	-105	-110	119	10	W	228
12/2/18	home	Charlotte	New Orleans	1610612766	21800338	43.6	-140	-148	-145	-150	-145	-147	-147	-145	-150	55.8	-2.5	-110	-3	-104	-3	-106	-3	-105	-3	-115	-3	-104	-2.92	-107.33	-2.5	-3	-104	-115	57.8	235	-110	232.5	-105	232.5	-105	232	-105	232	-110	232.5	-110	232.75	-107.5	235	232	-105	-110	109	-10	L	228
12/2/18	away	Utah	Miami	1610612762	21800339	44.9	-155	-169	-170	-170	-175		-171	-169	-175	54.1	-3.5	-110	-4	-102	-4	-105	-4	-105	-4	-115	-4	-105	-3.92	-107	-3.5	-4	-102	-115	46.7	210.5	-110	208	-108	208.5	-103	208	-105	208	-115	208.5	-115	208.58	-109.33	210.5	208	-103	-115	100	-2	L	202
12/2/18	home	Miami	Utah	1610612748	21800339	55.1	135	152	160	150	155		154.25	160	150	45.9	3.5	-110	4	-108	4	-105	4	-105	4	-105	4	-115	3.92	-108	4	3.5	-105	-115	53.3	210.5	-110	208	-102	208.5	-107	208	-105	208	-105	208.5	-105	208.58	-105.67	210.5	208	-102	-110	102	2	W	202
12/2/18	away	Memphis	Philadelphia	1610612763	21800340	53.4		211	215	215		200	210.25	215	200	49.2	5.5	-110	6.5	-110	6.5	-105	6.5	-105	6.5	-110	6.5	-117	6.33	-109.5	6.5	5.5	-105	-117	55.3	212.5	-110	211.5	-107	212	-101	212	-105	213	-105	211.5	-106	212.08	-105.67	213	211.5	-101	-110	95	-8	L	198
12/2/18	home	Philadelphia	Memphis	1610612755	21800340	46.6		-237	-235	-265		-240	-244.25	-235	-265	50.8	-5.5	-110	-6.5	-100	-6.5	-105	-6.5	-105	-6.5	-110	-6.5	-103	-6.33	-105.5	-5.5	-6.5	-100	-110	44.7	212.5	-110	211.5	-103	212	-109	212	-105	213	-115	211.5	-114	212.08	-109.33	213	211.5	-103	-115	103	8	W	198
12/2/18	away	L.A. Clippers	Dallas	1610612746	21800341	41	-125	-151	-160	-155	-160	-151	-155.4	-151	-160	49.2	-1	-110	-3	-103	-3.5	-105	-3	-105	-3.5	-110	-3	-110	-2.83	-107.17	-1	-3.5	-103	-110	57.6			224	-106	223.5	-107	224	-105	224	-115	224	-110	223.9	-108.6	224	223.5	-105	-115	110	-4	L	224
12/2/18	home	Dallas	L.A. Clippers	1610612742	21800341	59	105	136	150	135	140	131	138.4	150	131	50.8	1	-110	3	-107	3.5	-105	3	-105	3.5	-110	3	-110	2.83	-107.83	3.5	1	-105	-110	42.4			224	-104	223.5	-103	224	-105	224	-105	224	-110	223.9	-105.4	224	223.5	-103	-110	114	4	W	224
12/2/18	away	Portland	San Antonio	1610612757	21800342	47.8	-105	-110	-105	-110		-113	-109.5	-105	-113	55.5	1	-110	-1	-105	1	-112	-1	-100	0	-110	-1	-107	-0.17	-107.33	1	-1	-100	-112	62.6			218	-106	217.5	-105	217.5	-105	217	-115	217.5	-110	217.5	-108.2	218	217	-105	-115	118	-13	L	249
12/2/18	home	San Antonio	Portland	1610612759	21800342	52.2	-115	-100	-105	-110		-107	-105.5	-100	-110	44.5	-1	-110	1	-105	-1	-102	1	-110	0	-110	1	-113	0.17	-108.33	1	-1	-102	-113	37.4			218	-104	217.5	-105	217.5	-105	217	-105	217.5	-110	217.5	-105.8	218	217	-104	-110	131	13	W	249
12/3/18	away	Oklahoma City	Detroit	1610612760	21800343	55.5	-120	-135	-130	-135	-135	-138	-134.6	-130	-138	55.7	-1.5	-110	-2.5	-101	-2	-105	-2.5	-105	-2.5	-105	-2.5	-105	-2.25	-105.17	-1.5	-2.5	-101	-110	46.1	220	-110	217.5	-107	218	-105	218	-105	218	-110	218	-107	218.25	-107.33	220	217.5	-105	-110	110	27	W	193
12/3/18	home	Detroit	Oklahoma City	1610612765	21800343	44.5	100	122	120	115	115	118	118	122	115	44.3	1.5	-110	2.5	-111	2	-105	2.5	-105	2.5	-115	2.5	-115	2.25	-110.17	2.5	1.5	-105	-115	53.9	220	-110	217.5	-103	218	-105	218	-105	218	-110	218	-113	218.25	-107.67	220	217.5	-103	-113	83	-27	L	193
12/3/18	away	Golden State	Atlanta	1610612744	21800344	52.8	-700	-614	-705	-715	-700	-650	-676.8	-614	-715	62.3	-10.5	-110	-10.5	-107	-10.5	-105	-11	-105	-11.5	-105	-10.5	-117	-10.75	-108.17	-10.5	-11.5	-105	-117	62			235.5	-104	235.5	-107			236	-110	235.5	-104	235.62	-106.25	236	235.5	-104	-110	128	17	W	239
12/3/18	home	Atlanta	Golden State	1610612737	21800344	47.2	506	508	570	540	450	500	513.6	570	450	37.7	10.5	-110	10.5	-103	10.5	-105	11	-105	11.5	-115	10.5	-103	10.75	-106.83	11.5	10.5	-103	-115	38			235.5	-106	235.5	-103			236	-110	235.5	-116	235.62	-108.75	236	235.5	-103	-116	111	-17	L	239
12/3/18	away	Cleveland	Brooklyn	1610612739	21800345	50	230	212	210	205	200	205	206.4	212	200	52	6	-110	6	-107	5.5	-102	5.5	-105	6	-110	6	-111	5.83	-107.5	6	5.5	-102	-111	52.2	212	-110	210.5	-106	210.5	-103	210.5	-105	211	-115			210.9	-107.8	212	210.5	-103	-115	99	2	W	196
12/3/18	home	Brooklyn	Cleveland	1610612751	21800345	50	-280	-237	-230	-245	-240	-245	-239.4	-230	-245	48	-6	-110	-6	-103	-5.5	-108	-5.5	-105	-6	-110	-6	-109	-5.83	-107.5	-5.5	-6	-103	-110	47.8	212	-110	210.5	-104	210.5	-107	210.5	-105	211	-105			210.9	-106.2	212	210.5	-104	-110	97	-2	L	196
12/3/18	away	Washington	New York	1610612764	21800346	52.4	-115	-129	-130	-140	-135	-135	-133.8	-129	-140	51.2	-1	-110	-2	-108	-2	-108	-2.5	-105	-2.5	-110	-2	-113	-2	-109	-1	-2.5	-105	-113	60.6	227.5	-110	228.5	-105			229	-105	229	-115	229	-110	228.6	-109	229	227.5	-105	-115	110	3	W	217
12/3/18	home	New York	Washington	1610612752	21800346	47.6	-105	117	120	120	115	115	117.4	120	115	48.8	1	-110	2	-102	2	-102	2.5	-105	2.5	-110	2	-107	2	-106	2.5	1	-102	-110	39.4	227.5	-110	228.5	-105			229	-105	229	-105	229	-110	228.6	-107	229	227.5	-105	-110	107	-3	L	217
12/3/18	away	Denver	Toronto	1610612743	21800347	31.2	199	250	248	245	230	240	242.6	250	230	46.8	6	-110	7	-106	7	-106	7	-105	7	-110	6.5	-102	6.75	-106.5	7	6	-102	-110	44.4	218	-110	219	-105	219	-105	219	-105			219	-112	218.8	-107.4	219	218	-105	-112	106	3	W	209
12/3/18	home	Toronto	Denver	1610612761	21800347	68.8	-240	-283	-270	-305	-280	-285	-284.6	-270	-305	53.2	-6	-110	-7	-104	-7	-104	-7	-105	-7	-110	-6.5	-118	-6.75	-108.5	-6	-7	-104	-118	55.6	218	-110	219	-105	219	-105	219	-105			219	-108	218.8	-106.6	219	218	-105	-110	103	-3	L	209
12/3/18	away	Houston	Minnesota	1610612745	21800348	56.9	-120	-138	-135	-150	-145	-144	-142.4	-135	-150	55.9	-1.5	-110	-2.5	-105	-2.5	-108	-3	-105	-2.5	-115	-2.5	-110	-2.42	-108.83	-1.5	-3	-105	-115	62.2	221.5	-110	223	-102	223	-105	223	-105			223	-112	222.7	-106.8	223	221.5	-102	-112	91	-12	L	194
12/3/18	home	Minnesota	Houston	1610612750	21800348	43.1	100	125	125	130	125	124	125.8	130	124	44.1	1.5	-110	2.5	-105	2.5	-102	3	-105	2.5	-105	2.5	-110	2.42	-106.17	3	1.5	-102	-110	37.8	221.5	-110	223	-113	223	-105	223	-105			223	-108	222.7	-108.2	223	221.5	-105	-113	103	12	W	194
12/3/18	away	L.A. Clippers	New Orleans	1610612746	21800349	50.2	120	114	115	110	105	107	110.2	115	105	46.7	3	-110	1.5	-105	2	-105	2	-105	1.5	-110	2	-114	2	-108.17	3	1.5	-105	-114	40.7	238.5	-110	234.5	-109	234.5	-105	234	-105	234	-115	234.5	-112	235	-109.33	238.5	234	-105	-115	129	3	W	255
12/3/18	home	New Orleans	L.A. Clippers	1610612740	21800349	49.8	-140	-126	-125	-130	-125	-127	-126.6	-125	-130	53.3	-3	-110	-1.5	-116	-2	-105	-2	-105	-1.5	-110	-2	-106	-2	-108.67	-1.5	-3	-105	-116	59.3	238.5	-110	234.5	-101	234.5	-105	234	-105	234	-105	234.5	-108	235	-105.67	238.5	234	-101	-110	126	-3	L	255
12/4/18	away	Chicago	Indiana	1610612741	21800350	43.9	317	314	310	300	275	315	302.8	315	275	57.9	9	-110	8	-103	8	-105	8	-105	8	-110	8	-109	8.17	-107	9	8	-103	-110	55.2	208.5	-110	210.5	-105	211	-108	211	-105	211	-110	210.5	-112	210.42	-108.33	211	208.5	-105	-112	90	-6	L	186
12/4/18	home	Indiana	Chicago	1610612754	21800350	56.1	-400	-361	-340	-370	-350	-375	-359.2	-340	-375	42.1	-9	-110	-8	-107	-8	-105	-8	-105	-8	-110	-8	-111	-8.17	-108	-8	-9	-105	-111	44.8	208.5	-110	210.5	-105	211	-102	211	-105	211	-110	210.5	-108	210.42	-106.67	211	208.5	-102	-110	96	6	W	186
12/4/18	away	Orlando	Miami	1610612753	21800351	49.2	115	131	130	125	125	130	128.2	131	125	54.7			2.5	-102	2.5	-101	2.5	-105	2.5	-110	2.5	-103	2.5	-104.2	2.5	2.5	-101	-110	56	207.5	-110	208	-108	208	-105	208	-105	208	-115			207.9	-108.6	208	207.5	-105	-115	105	15	W	195
12/4/18	home	Miami	Orlando	1610612748	21800351	50.8	-135	-145	-140	-145	-145	-150	-145	-140	-150	45.3			-2.5	-113	-2.5	-109	-2.5	-105	-2.5	-110	-2.5	-117	-2.5	-110.8	-2.5	-2.5	-105	-117	44	207.5	-110	208	-102	208	-105	208	-105	208	-105			207.9	-105.4	208	207.5	-102	-110	90	-15	L	195
12/4/18	away	Portland	Dallas	1610612757	21800352	52.1	100		107	-105	100	100	50.5	107	-105	49.5	0	-110	1.5	-106	1.5	-108	1	-105	1.5	-110	1.5	-109	1.17	-108	1.5	0	-105	-110	62	219	-110	217.5	-105			217.5	-105	217	-115	216.5	-125	217.5	-112	219	216.5	-105	-125	102	-9	L	213
12/4/18	home	Dallas	Portland	1610612742	21800352	47.9	-120		-117	-115	-120	-120	-118	-115	-120	50.5	0	-110	-1.5	-104	-1.5	-102	-1	-105	-1.5	-110	-1.5	-111	-1.17	-107	0	-1.5	-102	-111	38	219	-110	217.5	-105			217.5	-105	217	-105	216.5	-105	217.5	-106	219	216.5	-105	-110	111	9	W	213
12/4/18	away	Sacramento	Phoenix	1610612758	21800353	58.1	-240	-208	-210	-220	-235		-218.25	-208	-235	58.1	-6	-110	-5.5	-102	-5.5	-108	-5.5	-105	-6	-110	-5.5	-110	-5.67	-107.5	-5.5	-6	-102	-110	50.1	226	-110	223.5	-103	223	-108	223	-105	223	-105			223.7	-106.2	226	223	-103	-110	122	17	W	227
12/4/18	home	Phoenix	Sacramento	1610612756	21800353	41.9	199	187	190	185	195		189.25	195	185	41.9	6	-110	5.5	-108	5.5	-102	5.5	-105	6	-110	5.5	-110	5.67	-107.5	6	5.5	-102	-110	49.9	226	-110	223.5	-107	223	-102	223	-105	223	-115			223.7	-107.8	226	223	-102	-115	105	-17	L	227
12/4/18	away	San Antonio	Utah	1610612759	21800354	58.6	207	265	285	295		260	276.25	295	260	51.5	5.5	-110	8	-110	8	-105	8	-105	7.5	-110	8	-118	7.5	-109.67	8	5.5	-105	-118	57.6	214.5	-110	215.5	-103			216	-105	216	-115			215.5	-108.25	216	214.5	-103	-115	105	-34	L	244
12/4/18	home	Utah	San Antonio	1610612762	21800354	41.4	-250	-301	-315	-365		-310	-322.75	-301	-365	48.5	-5.5	-110	-8	-100	-8	-105	-8	-105	-7.5	-110	-8	-102	-7.5	-105.33	-5.5	-8	-100	-110	42.4	214.5	-110	215.5	-107			216	-105	216	-105			215.5	-106.75	216	214.5	-105	-110	139	34	W	244
12/5/18	away	Golden State	Cleveland	1610612744	21800355	58.4	-800	-708	-750	-795	-900	-850	-800.6	-708	-900	63.7	-11	-110	-11	-103	-11	-106	-11	-105			-11	-115	-11	-107.8	-11	-11	-103	-115	50.3	222.5	-110	219	-107	219.5	-103	219.5	-105	219	-115	219	-110	219.75	-108.33	222.5	219	-103	-115	129	24	W	234
12/5/18	home	Cleveland	Golden State	1610612739	21800355	41.6	562	575	600	595	550	635	591	635	550	36.3	11	-110	11	-107	11	-104	11	-105			11	-105	11	-106.2	11	11	-104	-110	49.7	222.5	-110	219	-103	219.5	-107	219.5	-105	219	-105	219	-110	219.75	-106.67	222.5	219	-103	-110	105	-24	L	234
12/5/18	away	Denver	Orlando	1610612743	21800356	55.6	-205	-177	-178	-190	-190	-181	-183.2	-177	-190	53.7	-4.5	-110	-4.5	-100	-4.5	-105	-4.5	-105	-5	-115			-4.6	-107	-4.5	-5	-100	-115	47.7	208.5	-110	207	-102	206.5	-102	206	-105	207	-105	207	-110	207	-105.67	208.5	206	-102	-110	124	6	W	242
12/5/18	home	Orlando	Denver	1610612753	21800356	44.4	172	159	167	165	165	161	163.4	167	159	46.3	4.5	-110	4.5	-110	4.5	-105	4.5	-105	5	-105			4.6	-107	5	4.5	-105	-110	52.3	208.5	-110	207	-108	206.5	-108	206	-105	207	-115	207	-110	207	-109.33	208.5	206	-105	-115	118	-6	L	242
12/5/18	away	Washington	Atlanta	1610612764	21800357	50.8	-225	-150	-155	-155	-165	-155	-156	-150	-165	48.2	-5.5	-110	-3.5	-103	-3.5	-108	-3	-105	-4	-110	-3.5	-105	-3.83	-106.83	-3	-5.5	-103	-110	42.9	231.5	-110			228.5	-103	228.5	-105			228.5	-110	229.25	-107	231.5	228.5	-103	-110	131	14	W	248
12/5/18	home	Atlanta	Washington	1610612737	21800357	49.2	188	136	145	135	145	135	139.2	145	135	51.8	5.5	-110	3.5	-114	3.5	-102	3	-105	4	-110	3.5	-115	3.83	-109.33	5.5	3	-102	-115	57.1	231.5	-110			228.5	-107	228.5	-105			228.5	-110	229.25	-108	231.5	228.5	-105	-110	117	-14	L	248
12/5/18	away	Oklahoma City	Brooklyn	1610612760	21800358	56.7	-305	-255	-245	-275	-260	-265	-260	-245	-275	55	-7	-110			-6	-103	-6	-105	-6.5	-110	-6.5	-100	-6.4	-105.6	-6	-7	-100	-110	56.7	216.5	-110	221	-107	221	-108	221.5	-105	221	-115	221	-110	220.33	-109.17	221.5	216.5	-105	-115	114	2	W	226
12/5/18	home	Brooklyn	Oklahoma City	1610612751	21800358	43.3	249	227	225	225	215	225	223.4	227	215	45	7	-110			6	-107	6	-105	6.5	-110	6.5	-120	6.4	-110.4	7	6	-105	-120	43.3	216.5	-110	221	-103	221	-102	221.5	-105	221	-105	221	-110	220.33	-105.83	221.5	216.5	-102	-110	112	-2	L	226
12/5/18	away	Philadelphia	Toronto	1610612755	21800359	53.8	199	230	245	240	220	220	231	245	220	54.1	6	-110	6.5	-105	6.5	-102	7	-105			6.5	-111	6.5	-106.6	7	6	-102	-111	54.2	229	-110	229	-103	229.5	-105	228.5	-105	229	-115	229	-112	229	-108.33	229.5	228.5	-103	-115	102	-11	L	215
12/5/18	home	Toronto	Philadelphia	1610612761	21800359	46.2	-240	-259	-265	-290	-270	-260	-268.8	-259	-290	45.9	-6	-110	-6.5	-105	-6.5	-108	-7	-105			-6.5	-109	-6.5	-107.4	-6	-7	-105	-110	45.8	229	-110	229	-107	229.5	-105	228.5	-105	229	-105	229	-108	229	-106.67	229.5	228.5	-105	-110	113	11	W	215
12/5/18	away	L.A. Clippers	Memphis	1610612746	21800360	42.3	-110	118	115	115	110	114	114.4	118	110	40.2	0	-110	2	-101	2	-105	2.5	-105	2.5	-110	2	-104	1.83	-105.83	2.5	0	-101	-110	56.1	212.5	-110	210	-102	209.5	-106	209.5	-105	210	-105	209.5	-110	210.17	-106.33	212.5	209.5	-102	-110	86	-10	L	182
12/5/18	home	Memphis	L.A. Clippers	1610612763	21800360	57.7	-110	-130	-125	-135	-130	-134	-130.8	-125	-135	59.8	0	-110	-2	-109	-2	-105	-2.5	-105	-2.5	-110	-2	-116	-1.83	-109.17	0	-2.5	-105	-116	43.9	212.5	-110	210	-108	209.5	-104	209.5	-105	210	-115	209.5	-110	210.17	-108.67	212.5	209.5	-104	-115	96	10	W	182
12/5/18	away	Detroit	Milwaukee	1610612765	21800361	49.6	292	255	260	260	250	245	254	260	245	49.8	8	-110	7.5	-110			7	-105	7.5	-115	7.5	-117	7.5	-111.4	8	7	-105	-117	45	228	-110	226	-102	225.5	-103	225	-105	225	-110	225.5	-108	225.83	-106.33	228	225	-102	-110	92	-23	L	207
12/5/18	home	Milwaukee	Detroit	1610612749	21800361	50.4	-365	-288	-290	-320	-300	-290	-297.6	-288	-320	50.2	-8	-110	-7.5	-100			-7	-105	-7.5	-105	-7.5	-103	-7.5	-104.6	-7	-8	-100	-110	55	228	-110	226	-108	225.5	-107	225	-105	225	-110	225.5	-112	225.83	-108.67	228	225	-105	-112	115	23	W	207
12/5/18	away	Charlotte	Minnesota	1610612766	21800362	40.6	163	169	170	170	170	170	169.8	170	169	50.4			4.5	-104	4.5	-105	4.5	-105	4.5	-110	4.5	-109	4.5	-106.6	4.5	4.5	-104	-110	59.7	218.5	-110	222.5	-105			223	-105	222	-115	221.5	-125	221.5	-112	223	218.5	-105	-125	104	-17	L	225
12/5/18	home	Minnesota	Charlotte	1610612750	21800362	59.4	-190	-188	-185	-195	-200	-195	-192.6	-185	-200	49.6			-4.5	-106	-4.5	-105	-4.5	-105	-4.5	-110	-4.5	-111	-4.5	-107.4	-4.5	-4.5	-105	-111	40.3	218.5	-110	222.5	-105			223	-105	222	-105	221.5	-105	221.5	-106	223	218.5	-105	-110	121	17	W	225
12/5/18	away	Dallas	New Orleans	1610612742	21800363	45.7	203	188	190	190	175	185	185.6	190	175	44	6	-110	5.5	-105	5.5	-105	5.5	-105	6	-115	5.5	-106	5.67	-107.67	6	5.5	-105	-115	55.2	228.5	-110	226.5	-102	226.5	-105	226	-105	226	-115	226.5	-110	226.67	-107.83	228.5	226	-102	-115	106	-26	L	238
12/5/18	home	New Orleans	Dallas	1610612740	21800363	54.3	-245	-210	-210	-225	-210	-215	-214	-210	-225	56	-6	-110	-5.5	-105	-5.5	-105	-5.5	-105	-6	-105	-5.5	-114	-5.67	-107.33	-5.5	-6	-105	-114	44.8	228.5	-110	226.5	-108	226.5	-105	226	-105	226	-105	226.5	-110	226.67	-107.17	228.5	226	-105	-110	132	26	W	238
12/5/18	away	San Antonio	L.A. Lakers	1610612759	21800364	48.7	278	308	305	290	280	295	295.6	308	280	50.1	7	-110	7.5	-107	7.5	-103	7.5	-105	8	-105	8	-116	7.58	-107.67	8	7	-103	-116	53.2	221	-110	225	-106	225	-105			226	-105	225.5	-110	224.5	-107.2	226	221	-105	-110	113	-8	L	234
12/5/18	home	L.A. Lakers	San Antonio	1610612747	21800364	51.3	-345	-353	-335	-360	-360	-355	-352.6	-335	-360	49.9	-7	-110	-7.5	-103	-7.5	-107	-7.5	-105	-8	-115	-8	-104	-7.58	-107.33	-7	-8	-103	-115	46.8	221	-110	225	-104	225	-105			226	-115	225.5	-110	224.5	-108.8	226	221	-104	-115	121	8	W	234
12/6/18	away	New York	Boston	1610612752	21800365	55.6	664	851	850	875	775	775	825.2	875	775	61.4	12.5	-110	13.5	-108	13.5	-108	13.5	-105	13.5	-105	13.5	-116	13.33	-108.67	13.5	12.5	-105	-116	49.4	218.5	-110	218.5	-107	218.5	-102	218	-105	218	-115	218.5	-110	218.33	-108.17	218.5	218	-102	-115	100	-28	L	228
12/6/18	home	Boston	New York	1610612738	21800365	44.4	-1000	-1139	-1050	-1225	-1500	-1100	-1202.8	-1050	-1500	38.6	-12.5	-110	-13.5	-102	-13.5	-102	-13.5	-105	-13.5	-115	-13.5	-104	-13.33	-106.33	-12.5	-13.5	-102	-115	50.6	218.5	-110	218.5	-103	218.5	-108	218	-105	218	-105	218.5	-110	218.33	-106.83	218.5	218	-103	-110	128	28	W	228
12/6/18	away	Phoenix	Portland	1610612756	21800366	52.4	980	666	750	780	700	725	724.2	780	666	41.1	14	-110	12.5	-113	12.5	-105	12.5	-105	13	-110	12.5	-105	12.83	-108	14	12.5	-105	-113	52.8	215	-110	210.5	-104	211	-105	210	-105	211	-115	210.5	-110	211.33	-108.17	215	210	-104	-115	86	-22	L	194
12/6/18	home	Portland	Phoenix	1610612757	21800366	47.6	-1800	-842	-950	-1080	-1200	-1000	-1014.4	-842	-1200	58.9	-14	-110	-12.5	-102	-12.5	-105	-12.5	-105	-13	-110	-12.5	-115	-12.83	-107.83	-12.5	-14	-102	-115	47.2	215	-110	210.5	-106	211	-105	210	-105	211	-105	210.5	-110	211.33	-106.83	215	210	-105	-110	108	22	W	194
12/6/18	away	Houston	Utah	1610612745	21800367	55.9	110	-102	102	-105	100		-1.25	102	-105	50.1	1.5	-110	1	-108	1	-108	1	-105	1.5	-110	1.5	-110	1.25	-108.5	1.5	1	-105	-110	58.7	218	-110	215.5	-108			216	-105	216	-115	215.5	-112	216.2	-110	218	215.5	-105	-115	91	-27	L	209
12/6/18	home	Utah	Houston	1610612762	21800367	44.1	-130	-108	-112	-115	-120		-113.75	-108	-120	49.9	-1.5	-110	-1	-102	-1	-102	-1	-105	-1.5	-110	-1.5	-110	-1.25	-106.5	-1	-1.5	-102	-110	41.3	218	-110	215.5	-102			216	-105	216	-105	215.5	-108	216.2	-106	218	215.5	-102	-110	118	27	W	209
12/7/18	away	Denver	Charlotte	1610612743	21800368	51.7	-110	106	107	100	100	102	103	107	100	49.4	-1.5	-105	1.5	-102	1.5	-105	1.5	-105	0	-110	1	-103	0.67	-105	1.5	-1.5	-102	-110	63.6	218	-110	218.5	-103	218	-106	218	-105	219	-110	218	-110	218.25	-107.33	219	218	-103	-110	107	-6	L	220
12/7/18	home	Charlotte	Denver	1610612766	21800368	48.3	-110	-117	-117	-120	-120	-122	-119.2	-117	-122	50.6	1.5	-115	-1.5	-108	-1.5	-105	-1.5	-105	0	-110	-1	-117	-0.67	-110	1.5	-1.5	-105	-117	36.4	218	-110	218.5	-107	218	-104	218	-105	219	-110	218	-110	218.25	-107.67	219	218	-104	-110	113	6	W	220
12/7/18	away	Philadelphia	Detroit	1610612755	21800369	47.7	-130	123	120	120	110	114	117.4	123	110	47.1	-1.5	-110	2.5	-108	2	-103	2.5	-105	2	-105	2.5	-114	1.67	-107.5	2.5	-1.5	-103	-114	58	219.5	-114	221	-103	221	-107	221	-105	220	-115	221	-114	220.58	-109.67	221	219.5	-103	-115	117	6	W	228
12/7/18	home	Detroit	Philadelphia	1610612765	21800369	52.3	110	-136	-130	-140	-130	-134	-134	-130	-140	52.9	1.5	-110	-2.5	-102	-2	-107	-2.5	-105	-2	-115	-2.5	-106	-1.67	-107.5	1.5	-2.5	-102	-115	42	219.5	-106	221	-107	221	-103	221	-105	220	-105	221	-106	220.58	-105.33	221	219.5	-103	-107	111	-6	L	228
12/7/18	away	Indiana	Orlando	1610612754	21800370	40.5	-105	146	160	150	150	153	151.8	160	146	41.3	1.5	-115	3.5	-101	4	-105	4	-105	4	-105	4	-109	3.5	-106.67	4	1.5	-101	-115	51	206	-114	206	-106	206.5	-107	207	-105	207	-110	206	-110	206.42	-108.67	207	206	-105	-114	112	22	W	202
12/7/18	home	Orlando	Indiana	1610612753	21800370	59.5	-115	-162	-170	-170	-170	-173	-169	-162	-173	58.7	-1.5	-105	-3.5	-111	-4	-105	-4	-105	-4	-115	-4	-111	-3.5	-108.67	-1.5	-4	-105	-115	49	206	-106	206	-104	206.5	-103	207	-105	207	-110	206	-110	206.42	-106.33	207	206	-103	-110	90	-22	L	202
12/7/18	away	Toronto	Brooklyn	1610612761	21800371	56.5	-460	-360	-400	-435	-450	-400	-409	-360	-450	52.3	-9.5	-110	-8.5	-102	-8.5	-105	-8.5	-105	-9	-110	-8.5	-104	-8.75	-106	-8.5	-9.5	-102	-110	53.8	223	-110	221	-106	221	-105	221	-105	222	-110	221.5	-107	221.58	-107.17	223	221	-105	-110	105	-1	L	211
12/7/18	home	Brooklyn	Toronto	1610612751	21800371	43.5	358	314	355	345	325	330	333.8	355	314	47.7	9.5	-110	8.5	-113	8.5	-105	8.5	-105	9	-110	8.5	-116	8.75	-109.83	9.5	8.5	-105	-116	46.2	223	-110	221	-104	221	-105	221	-105	222	-110	221.5	-113	221.58	-107.83	223	221	-104	-113	106	1	W	211
12/7/18	away	Sacramento	Cleveland	1610612758	21800372	64.4	-140	-140	-145	-150	-155	-150	-148	-140	-155	62.4	-3.5	-110	-2.5	-107	-3	-101	-3	-105	-3.5	-110	-3	-110	-3.08	-107.17	-2.5	-3.5	-101	-110	62.6	221.5	-110	222.5	-107	222.5	-105	223	-105	223	-105	222.5	-112	222.5	-107.33	223	221.5	-105	-112	129	19	W	239
12/7/18	home	Cleveland	Sacramento	1610612739	21800372	35.6	120	127	135	130	135	130	131.4	135	127	37.6	3.5	-110	2.5	-103	3	-109	3	-105	3.5	-110	3	-110	3.08	-107.83	3.5	2.5	-103	-110	37.4	221.5	-110	222.5	-104	222.5	-105	223	-105	223	-115	222.5	-108	222.5	-107.83	223	221.5	-104	-115	110	-19	L	239
