Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Austin Rivers,LAC,74,43,31,27.8,2.2,0.4,19.9,6.5,33.3,0.6,36.7,9.1
Avery Bradley,BOS,55,34,21,33.4,6.1,1.4,23.4,12.8,47.4,0.9,50.9,6.4
Axel Toupane,NOP,4,2,2,11.9,0.3,0,0,1.5,16.7,0,16.7,14.6
Ben Bentil,DAL,3,2,1,3.3,0.7,0.3,50,1,66.7,0,66.7,6.9
Ben McLemore,SAC,61,27,34,19.3,2.1,0.4,20.9,5.3,39.6,0.5,43.9,6.9
Beno Udrih,DET,39,18,21,14.4,1.5,0.2,14,3.3,44.2,0.2,47.1,10.2
Bismack Biyombo,ORL,81,29,52,22.1,7,2.9,41.4,13,54,0.8,57.5,4.9
Blake Griffin,LAC,61,40,21,34,8.1,3,37.4,14.3,57,0.7,60.1,5.7
Boban Marjanovic,DET,35,16,19,8.4,3.7,1.8,49.2,5.7,65,0.3,68.4,4.4
Bobby Brown,HOU,25,18,7,4.9,0.2,0,16.7,0.8,28.6,0.1,33.3,12.3
Bobby Portis,CHI,64,30,34,15.6,4.6,1.8,38.2,8,57.7,0.5,61.3,5.6
Bojan Bogdanovic,WAS,80,23,57,25.8,3.5,0.8,23.1,7.7,45,0.5,48.2,7
Boris Diaw,UTA,73,45,28,17.6,2.2,0.8,37.3,5.2,41.4,0.5,45.4,6.3
Bradley Beal,WAS,77,48,29,34.9,3.1,0.8,24.2,7.9,39.6,0.5,42.3,10.6
Brandan Wright,MEM,28,14,14,16,2.8,1.3,47.4,5.8,47.9,0.3,50,5.5
Brandon Bass,LAC,52,29,23,11.1,2.5,1.1,45.7,4.7,52.7,0.1,54,5.5
Brandon Ingram,LAL,79,26,53,28.9,4,1.1,26.9,7.9,50.3,0.5,53.7,7
Brandon Jennings,WAS,81,37,44,22.2,2.4,0.3,11.7,5.3,45.4,0.4,49.5,10.1
Brandon Knight,PHX,53,16,37,21.2,2.2,0.5,22.2,5.8,37.9,0.5,41.2,8.6
Brandon Rush,MIN,47,15,32,21.9,2.1,0.5,22.2,4.9,42.7,0.4,46.5,8.4
Brian Roberts,CHA,41,16,25,10.2,1,0.2,17.9,2.1,44.3,0.1,47.6,9.6
Briante Weber,CHA,20,12,8,10.2,1.3,0.2,11.5,2.9,45.6,0.1,47.3,6.9
Brice Johnson,LAC,3,1,2,3.1,1,0.7,66.7,2,50,0,50,2.8
Brook Lopez,BKN,75,20,55,29.6,5.4,2.8,51.9,11.2,48,0.7,51.2,6.5
Bruno Caboclo,TOR,8,7,1,4.8,1.1,0.6,55.6,1.5,75,0.1,81.8,3.4
Bryn Forbes,SAS,35,24,11,8,0.6,0.1,13.6,1.7,37.9,0.2,43.1,10.8
Buddy Hield,SAC,82,31,51,23,3.3,0.5,14.5,7,46.7,0.5,50.1,8.3
C.J. Watson,ORL,62,20,42,16.3,1.4,0.2,13.5,3.4,42.2,0.4,47.1,10.5
C.J. Wilcox,ORL,22,8,14,4.9,0.5,0,8.3,1.4,40,0.2,46.2,12.2
CJ McCollum,POR,80,40,40,34.9,3.6,0.7,18.3,9.1,39.6,0.6,42.1,10.3
CJ Miles,IND,75,39,36,23.4,3,0.7,24.4,5.4,55.4,0.3,58.9,8.8
Cameron Payne,CHI,31,16,15,14.9,1.5,0.1,6.3,3.8,40.3,0.2,42.1,8.4
Caris LeVert,BKN,56,15,41,21.8,3.3,0.6,17.1,6.1,54.5,0.4,57.9,7.8
Carmelo Anthony,NYK,74,29,45,34.3,5.9,1.8,30.4,11.6,51,0.5,53.4,6.5
Chandler Parsons,MEM,34,18,16,19.8,2.5,0.6,22.6,4.8,51.9,0.3,55.3,7.8
Channing Frye,CLE,74,44,30,18.9,3.9,1.6,41.4,7.6,51.4,0.6,55.7,5.6
Chasson Randle,NYK,26,8,18,11.5,1.2,0.3,25,2.8,43.8,0.3,48.5,11.3
Cheick Diallo,NOP,17,9,8,11.7,4.3,1.6,37,6.8,62.9,0.2,65.2,5.4
Chinanu Onuaku,HOU,5,2,3,10.3,2,0.8,40,5,40,0,40,5.7
Chris Andersen,CLE,12,8,4,9.5,2.6,1.2,45.2,6.4,40.3,0.4,43.1,5.1
Chris McCullough,WAS,16,1,15,5,1.2,0.3,26.3,2.5,47.5,0.1,50,5.7
Chris Paul,LAC,61,43,18,31.5,5,0.8,16.1,10.4,47.9,0.6,50.8,9.1
Christian Wood,CHA,13,5,8,8.2,2.2,1.1,48.3,4.6,48.3,0.4,52.7,4.6
Clint Capela,HOU,65,44,21,23.9,8.1,4,49.2,15.1,53.5,0.7,56.1,5.2
Cody Zeller,CHA,62,33,29,27.8,6.5,3.1,47.2,14.4,45.3,0.9,48.3,5.7
Cole Aldrich,MIN,62,23,39,8.6,2.5,1.2,45.6,4.5,56.2,0.2,59,5.5
Corey Brewer,LAL,82,47,35,15.6,2,0.4,21.1,4.6,43.8,0.3,46.5,8.6
Cory Joseph,TOR,79,48,31,25,2.9,0.9,31.1,7.9,36.6,0.7,40,8.5
Courtney Lee,NYK,77,29,48,31.9,3.4,0.4,13.1,7,47.8,0.5,51.6,10.7
Cristiano Felicio,CHI,66,31,35,15.8,4.7,2.1,45.3,10.4,45.3,0.6,48.3,4.6
D'Angelo Russell,LAL,63,21,42,28.7,3.5,0.5,14,8.2,42.8,0.5,45.4,9.4
D.J. Augustin,ORL,78,29,49,19.7,1.5,0.1,9.4,3.7,40.5,0.2,42.5,11.7
Dahntay Jones,CLE,1,0,1,12,2,1,50,4,50,0,50,4.3
Damian Jones,GSW,10,7,3,8.5,2.3,0.8,34.8,4.6,50,0.2,52.3,5.7
Damian Lillard,POR,75,38,37,35.9,4.9,1,20.7,11.1,44.3,0.9,48,8.9
Damjan Rudez,ORL,45,12,33,7,0.6,0.1,20,1.2,48.1,0.1,53.2,8.9
Daniel Ochefu,WAS,19,12,7,3.9,1.2,0.5,40.9,2.3,51.2,0.1,52.4,4.6
Danilo Gallinari,DEN,62,30,32,33.9,5.2,1.3,24.1,10,51.9,0.7,55.8,7.9
Danny Green,SAS,67,51,16,26.5,3.3,0.9,27.5,7.5,44,0.6,47.6,7.1
Dante Cunningham,NOP,66,28,38,25,4.2,1.2,27.4,7.8,53.7,0.5,57.2,6
Dante Exum,UTA,66,40,26,18.6,2,0.4,18.9,4.3,46,0.2,48.2,10.1
Danuel House Jr.,WAS,1,0,1,0.8,1,0,0,1,100,0,100,5
Dario Saric,PHI,81,28,53,26.3,6.3,2.3,36.6,12.3,51.5,0.8,54.9,5.3
Darrell Arthur,DEN,41,20,21,15.6,2.7,1,38.4,5.5,49.6,0.5,54.1,7.1
Darren Collison,SAC,68,26,42,30.3,2.2,0.3,12.5,5.7,39,0.4,42,12.1
Darrun Hilliard,DET,39,19,20,9.8,0.8,0.2,21.2,2,42.9,0.2,47.8,9.4
David Lee,SAS,78,58,20,18.8,5.6,2.5,44.3,10.6,53,0.6,56.4,5.2
David Nwaba,LAL,20,5,15,19.9,3.2,1,30.2,7.4,42.6,0.7,46.7,7.3
David West,GSW,68,56,12,12.6,3,1.5,51.2,6,49.6,0.5,53.7,5.1
Davis Bertans,SAS,66,51,15,12.2,1.5,0.6,40.8,3.7,40,0.3,43.9,7.1
DeAndre Jordan,LAC,81,51,30,31.7,13.8,5.7,41.4,21,65.5,0.8,68.2,4.6
DeAndre Liggins,DAL,62,40,22,12.5,1.7,0.3,19.4,3.5,49.8,0.2,52.7,8.8
DeAndre' Bembry,ATL,38,20,18,9.8,1.6,0.5,32.2,3.6,43.4,0.4,48.4,7.7
DeMar DeRozan,TOR,73,46,27,35.5,5.3,1.3,24.9,10.3,51.3,0.5,53.8,8.5
DeMarcus Cousins,NOP,72,30,42,34.2,11,4.2,38.4,18.4,60.1,0.8,63,4.7
DeMarre Carroll,TOR,71,43,28,26.2,3.8,1.2,30.9,8.7,43.9,0.7,47.7,7.4
Dejounte Murray,SAS,38,29,9,8.5,1.1,0.3,28.6,2.9,37.8,0.3,42,7.8
Delon Wright,TOR,27,19,8,16.5,1.8,0.5,29.2,4.5,39.7,0.3,42.1,9.1
Demetrius Jackson,BOS,5,1,4,3.4,0.8,0.2,25,1.6,50,0,50,15.9
Dennis Schroder,ATL,79,42,37,31.5,3.1,0.5,16.5,8.3,37.6,0.7,41.3,11.4
Denzel Valentine,CHI,57,28,29,17.1,2.6,0.6,22.5,5.4,48.9,0.4,53.2,7.8
Deron Williams,CLE,63,24,39,25.8,2.3,0.3,13.1,5.6,41.4,0.4,44.8,11
Derrick Favors,UTA,50,33,17,23.7,6.1,2.8,46.6,11.9,51.4,0.9,55.7,4.9
Derrick Jones Jr.,PHX,32,7,25,17,2.5,1.1,45.6,4.9,50.6,0.2,52.7,7.1
Derrick Rose,NYK,64,26,38,32.5,3.8,0.8,21.1,9.3,41.3,0.7,44.9,10.6
Derrick Williams,CLE,50,16,34,16.1,2.6,0.7,26.2,4.5,57.5,0.3,62.2,5.6
Devin Booker,PHX,76,23,53,35,3.2,0.7,21.1,8.5,38,0.6,40.7,9.6
Devin Harris,DAL,64,28,36,16.7,2,0.3,17.5,4.4,45.2,0.4,49.8,8.5
Dewayne Dedmon,SAS,75,55,20,17.5,6.6,2.8,42.4,10.8,60.9,0.4,63.4,4.9
Deyonta Davis,MEM,36,23,13,6.6,1.7,0.8,48.3,3.5,48,0.1,50,5.6
Diamond Stone,LAC,7,6,1,3.5,0.9,0.1,16.7,3,28.6,0.1,30,6.2
Dion Waiters,MIA,46,27,19,30.1,3.3,0.7,21.6,8.7,38.2,0.7,41.2,9.2
Dirk Nowitzki,DAL,53,22,31,26.3,6.5,2.5,37.8,10.2,64,0.8,69.1,4.8
Domantas Sabonis,OKC,81,46,35,20.1,3.6,1.4,39.6,7.5,47.2,0.5,50.4,5.8
Donatas Motiejunas,NOP,34,16,18,14.1,3,1.3,43.6,6.1,49,0.3,51.5,5.3
Dorian Finney-Smith,DAL,80,32,48,20.4,2.8,1,36.7,5.9,47.2,0.3,49.7,6.9
Doug McDermott,OKC,66,35,31,22.8,2.7,0.9,33,6.1,44.4,0.8,50.7,6.3
Dragan Bender,PHX,41,12,29,13.3,2.3,0.8,33.3,4.4,52.7,0.2,55.2,6.2
Draymond Green,GSW,76,62,14,32.5,7.9,3.1,38.7,14.2,55.4,1,59.7,4.9
Dwight Howard,ATL,74,37,37,29.7,12.7,5.9,46.2,22.3,56.9,0.9,59.3,4
Dwight Powell,DAL,76,29,47,17.3,4,1.4,35.9,8,49.8,0.6,53.7,5.4
Dwyane Wade,CHI,60,29,31,29.9,4.5,1.2,26.7,9.2,49,0.5,52,6.7
E'Twaun Moore,NOP,73,32,41,24.9,2.1,0.5,23.7,4.8,43.7,0.4,47.4,10.4
Ed Davis,POR,46,19,27,17.2,5.3,2.7,50.4,11.5,46.2,0.8,49.5,4.9
Edy Tavares,CLE,2,1,1,13.8,5.5,4,72.7,10,55,0,55,6.1
Elfrid Payton,ORL,82,29,53,29.4,4.7,0.9,19.6,10.1,46.7,0.8,50.5,8.9
Elijah Millsap,PHX,2,1,1,11.6,3,0.5,16.7,7.5,40,1,46.2,8.2
Emmanuel Mudiay,DEN,54,24,30,25.6,3.3,0.5,14.8,7.5,43.2,0.6,46.7,9.3
Enes Kanter,OKC,72,43,29,21.3,6.7,3.3,50,13.9,48.2,0.9,51.4,4.4
Eric Bledsoe,PHX,64,21,43,33,4.8,1.1,22.1,10.5,45.8,0.8,49.4,8.8
Eric Gordon,HOU,75,50,25,31,2.7,0.5,19.9,7.8,34.5,0.5,36.7,10.4
Ersan Ilyasova,ATL,82,35,47,26.1,5.9,2.4,41.2,11.4,51.3,0.7,54.5,5.7
Evan Fournier,ORL,68,23,45,32.8,3.1,0.8,26.8,8.1,38.1,0.7,41.7,9.1
Evan Turner,POR,65,34,31,25.5,3.8,0.9,24.3,8.5,44.5,0.7,48.3,7.1
Frank Kaminsky,CHA,75,31,44,26.1,4.5,1.6,34.8,9.4,47.5,0.8,51.8,6.3
Fred VanVleet,TOR,36,24,12,8.1,1.2,0.1,11.9,2.4,49.4,0.1,51.2,9.6
Garrett Temple,SAC,65,25,40,26.6,2.8,0.9,30.4,6.6,43,0.3,45.3,9.7
Gary Harris,DEN,56,28,28,31.2,3.1,0.8,26.6,7,44.4,0.5,48.1,9.3
Gary Neal,ATL,2,1,1,9.2,0.5,0,0,1,50,0,50,9.8
Gary Payton II,MIL,6,2,4,16.5,2,0.2,8.3,4.8,41.4,0.5,46.2,8
George Hill,UTA,49,33,16,31.5,3.4,0.9,25.7,7.7,44.3,0.6,48.3,8.4
Georges Niang,IND,22,11,11,4.1,0.8,0.1,17.6,1.9,41.5,0.3,48.6,7.9
Georgios Papagiannis,SAC,22,7,15,16.1,3.9,1.5,39.5,6.5,59.7,0.5,64.7,4.5
Gerald Green,BOS,47,32,15,11.4,1.8,0.4,20.2,3.7,48.6,0.3,53.2,8.5
Gerald Henderson,PHI,72,24,48,23.2,2.6,0.6,22.2,5.6,46.3,0.2,48.2,9.7
Giannis Antetokounmpo,MIL,80,42,38,35.6,8.8,3,34,15.5,56.5,0.9,59.9,6.4
Glenn Robinson III,IND,68,35,33,20.6,3.6,0.9,24,7.4,47.9,0.5,51.6,7.7
Goran Dragic,MIA,73,40,33,33.7,3.8,0.7,18.6,10.3,37.2,0.7,39.7,9.6
Gordon Hayward,UTA,73,46,27,34.5,5.4,1.1,20.8,9.9,54.6,0.6,58.2,7.8
Gorgui Dieng,MIN,82,31,51,32.4,7.9,3,38.2,15.1,52.1,1,55.9,5.6
Greg Monroe,MIL,81,42,39,22.5,6.6,3.3,50.4,12.4,52.8,0.8,56.3,4.9
Greivis Vasquez,BKN,3,1,2,12.9,0.7,0,0,2.3,28.6,0.3,33.3,6.5
Harrison Barnes,DAL,78,31,47,35.5,5,1.7,34.6,10.6,47,0.8,51,7
Hassan Whiteside,MIA,77,39,38,32.6,14.1,6.8,48.3,24,58.8,1.2,61.9,3.8
Henry Ellenson,DET,19,8,11,7.7,2.2,0.5,24.4,3.4,64.1,0.2,68.3,4.6
Hollis Thompson,NOP,40,12,28,18.8,2.8,0.7,23.2,5.3,53.1,0.3,56.6,7.8
Ian Clark,GSW,77,63,14,14.8,1.6,0.2,13.2,3.6,44,0.3,48.6,10.3
Ian Mahinmi,WAS,31,19,12,17.9,4.8,1.9,38.7,9.6,50.5,0.8,55.4,5.6
Iman Shumpert,CLE,76,48,28,25.5,2.9,0.6,21.6,5.9,48.2,0.4,51.8,8.8
Isaiah Canaan,CHI,39,19,20,15.2,1.3,0.2,14,3.1,41.7,0.3,45.5,8.8
Isaiah Taylor,HOU,4,3,1,13,0.8,0.3,33.3,1.8,42.9,0,42.9,13.8
Isaiah Thomas,BOS,76,51,25,33.8,2.7,0.5,18.1,8,33.6,0.4,35.4,12.1
Isaiah Whitehead,BKN,73,17,56,22.5,2.5,0.7,28.8,6.2,40.7,0.5,44.7,8.9
Ish Smith,DET,81,37,44,24.1,2.9,0.4,14,7.1,40.7,0.9,46.4,9.1
Ivica Zubac,LAL,38,8,30,16,4.2,2.1,50.9,8.9,47.2,0.6,50.3,4.8
J.J. Barea,DAL,34,10,24,22.1,2.4,0.2,8.4,5.6,43.9,0.4,47.7,9.9
JJ Redick,LAC,78,50,28,28.2,2.2,0.3,11.7,5,44.2,0.5,49.6,9.5
JR Smith,CLE,41,25,16,29,2.8,0.6,22.1,5.1,53.8,0.4,58.2,10.7
JaMychal Green,MEM,77,40,37,27.3,7.1,3,42.5,12,58.8,0.6,62.1,5.3
JaVale McGee,GSW,77,62,15,9.6,3.2,1.7,52.9,6,52.9,0.5,57.3,4.7
Jabari Parker,MIL,51,22,29,33.9,6.2,2.1,33.8,12.7,48.5,0.8,51.7,6.7
Jae Crowder,BOS,72,48,24,32.4,5.8,1.3,22.2,10.5,55,0.5,58,7.4
Jahlil Okafor,PHI,50,15,35,22.7,4.8,2.4,50.4,11.5,41.8,0.9,45.2,5.2
Jake Layman,POR,35,16,19,7.1,0.7,0.3,41.7,1.6,42.9,0.1,46.2,7.4
Jakob Poeltl,TOR,53,37,16,11.7,3.1,1.7,54.6,6.6,46.8,0.5,50.9,4.6
Jamal Crawford,LAC,82,51,31,26.3,1.6,0.3,17.8,3.6,43.3,0.2,45.9,11.9
Jamal Murray,DEN,81,39,42,21.6,2.6,0.6,21.6,5.4,48.3,0.4,52.3,9.8
Jameer Nelson,DEN,74,33,41,27.3,2.6,0.5,18.8,5.6,46.5,0.4,50.5,10.6
James Ennis III,MEM,64,32,32,23.4,4,1.4,34,7.8,52.2,0.5,55.5,6.9
James Harden,HOU,81,54,27,36.4,8.1,2.1,25.5,13.7,59.2,0.8,62.8,6.9
James Johnson,MIA,76,40,36,27.4,4.9,1.4,27.7,9.8,50.5,0.7,54.3,6.4
James Jones,CLE,48,28,20,7.9,0.8,0.3,35.1,2.2,34.6,0.2,38.5,6.8
James Michael McAdoo,GSW,52,43,9,8.8,1.8,0.7,41.8,4.5,38.7,0.4,42.1,7
James Young,BOS,29,16,13,7.6,0.9,0.4,42.3,1.9,47.3,0.1,50,6.5
Jared Dudley,PHX,64,17,47,21.3,3.5,1,27.6,9.1,38.5,0.8,42.1,7.4
Jared Sullinger,TOR,11,2,9,10.7,2.5,0.6,25.9,6.5,38,0.6,42.2,6.1
Jarell Eddie,PHX,5,0,5,12.5,1.4,0.4,28.6,3.8,36.8,0,36.8,10.3
Jarell Martin,MEM,42,23,19,13.3,3.9,1.5,40.1,7.5,51.1,0.7,56.1,5.1
Jarnell Stokes,DEN,2,0,2,3.3,1,0,0,3,33.3,0.5,40,4.9
Jarrett Jack,NOP,2,1,1,16.5,0,0,0,2,0,0.5,0,0
Jarrod Uthoff,DAL,9,2,7,12.7,2.4,0.7,27.3,6,40.7,0.6,44.9,8.1
Jason Smith,WAS,74,45,29,14.4,3.5,1.4,39.1,6.8,51.1,0.4,54.1,6.3
Jason Terry,MIL,74,37,37,18.4,1.4,0.2,11.3,2.9,49.5,0.1,52.2,12.1
Jaylen Brown,BOS,78,50,28,17.2,2.8,0.9,31.8,5.7,49.9,0.4,53.3,6
Jeff Green,ORL,69,26,43,22.2,3.1,1,31.3,6.6,47,0.3,49.5,7.7
Jeff Teague,IND,81,42,39,32.5,4,0.6,14.7,8.2,49,0.4,51.3,9.6
Jeff Withey,UTA,51,33,18,8.5,2.4,1.2,50.4,5.5,43.1,0.5,46.9,4.1
Jerami Grant,OKC,80,43,37,19.1,2.6,1,39.5,5.8,44.1,0.4,47,7.2
Jeremy Lamb,CHA,62,27,35,18.4,4.3,1,23.5,7.1,59.9,0.3,62.1,5.2
Jeremy Lin,BKN,35,13,22,24.5,3.8,0.6,15.8,9.1,41.6,0.6,44.5,8.4
Jerian Grant,CHI,63,29,34,16.3,1.8,0.3,17.1,4.5,39.1,0.4,42.5,9.1
Jerryd Bayless,PHI,3,1,2,23.8,4,1,25,7.7,52.2,0.7,57.1,10.7
Jimmy Butler,CHI,76,40,36,37,6.2,1.7,27.9,12.3,50.4,0.6,53,8.4
Joakim Noah,NYK,46,17,29,22.1,8.8,4.1,46.4,16.9,51.9,0.9,54.9,4.6
Jodie Meeks,ORL,36,14,22,20.5,2.1,0.5,24.7,4.4,48.7,0.4,53.5,8.3
Joe Harris,BKN,51,10,41,21.9,2.8,0.5,19.1,6.5,42.2,0.6,46.8,8
Joe Ingles,UTA,82,51,31,24.1,3.2,0.6,18.8,5.6,57,0.2,59.6,9
Joe Johnson,UTA,78,47,31,23.6,3.1,0.8,24.3,5.8,54.1,0.4,57.9,7.7
Joe Young,IND,32,18,14,4.1,0.5,0,0,1.2,43.6,0.1,45.9,9.6
Joel Anthony,SAS,19,15,4,6.4,1.6,0.8,51.6,3.4,47.7,0.2,50.8,5.3
Joel Bolomboy,UTA,12,8,4,4.4,1.4,0.5,35.3,2.7,53.1,0.2,56.7,4.6
Joel Embiid,PHI,31,13,18,25.4,7.8,3.6,46.1,15.2,51.5,1,55.2,4.8
Joffrey Lauvergne,CHI,70,41,29,14,3.6,1.5,42.6,6.9,52.3,0.4,55.8,4.9
John Henson,MIL,58,26,32,19.4,5.1,2.4,47.1,9.3,54.5,0.4,56.8,5.5
John Jenkins,PHX,4,0,4,3.2,0.3,0,0,0.8,33.3,0.3,50,10.1
John Lucas III,MIN,5,3,2,2.1,0,0,0,0,0,0,0,0
John Wall,WAS,78,48,30,36.4,4.2,0.7,16.9,10.1,41.3,0.7,44.2,11.5
Johnny O'Bryant III,CHA,11,4,7,7.3,1.7,0.9,52.6,2.9,59.4,0.3,65.5,6.8
Jon Leuer,DET,75,34,41,25.9,5.4,2.1,38.3,10.1,52.9,0.9,57.8,5
Jonas Jerebko,BOS,78,51,27,15.8,3.5,1,29.4,7,50,0.4,52.8,5.5
Jonas Valanciunas,TOR,79,49,30,25.9,9.4,4.9,52.3,17.3,54.5,0.9,57.6,3.7
Jonathan Gibson,DAL,17,4,13,13.6,1.3,0.2,13.6,2.9,44.9,0.1,46.8,10
Jonathon Simmons,SAS,77,60,17,17.9,2,0.5,24.2,4.6,43.9,0.3,46.9,8.2
Jordan Clarkson,LAL,82,26,56,29.2,3,0.4,14.6,7.5,39.8,0.4,41.8,10.5
Jordan Crawford,NOP,19,9,10,23.3,1.8,0.3,14.7,3.8,47.2,0.2,49.3,8.8
Jordan Farmar,SAC,2,1,1,17.7,1.5,0,0,4,37.5,0.5,42.9,13.2
Jordan Hill,MIN,7,2,5,6.7,2,0.9,42.9,3.9,51.9,0.4,58.3,5.2
Jordan McRae,CLE,37,26,11,10.4,1.1,0.3,24.4,2.6,41.8,0.1,43.6,9.1
Jordan Mickey,BOS,25,9,16,5.6,1.4,0.7,50,3.4,40.5,0.2,43.6,4.4
Jose Calderon,ATL,41,15,26,13.1,1.8,0.4,20.3,3.7,48.7,0.1,50.7,10.4
Josh Huestis,OKC,2,0,2,15.4,4.5,0.5,11.1,7.5,60,0.5,64.3,10.6
Josh McRoberts,MIA,22,6,16,17.3,3.4,1.5,43.2,7,47.7,0.4,50.7,6.2
Josh Richardson,MIA,53,23,30,30.5,3.2,0.7,22.6,7.9,40,0.7,44.1,10.2
Jrue Holiday,NOP,67,32,35,32.7,3.9,1,26.5,8.8,44.7,0.6,48.2,8.8
Juancho Hernangomez,DEN,61,29,32,13.7,3.1,1.2,40.1,5.9,52.1,0.4,56,5.2
Julius Randle,LAL,74,24,50,28.8,8.6,3.4,39.3,15.1,57.1,1.1,61.4,5.3
Justin Anderson,PHI,74,23,51,16.6,3.3,0.9,28.3,6,55,0.4,58.4,6.5
Justin Hamilton,BKN,63,14,49,18.3,4,1.8,45.4,8.2,48.6,0.6,52.4,5.3
Justin Harper,PHI,3,1,2,10.4,1.7,0.7,40,4,41.7,0.3,45.5,7.5
Justin Holiday,NYK,82,31,51,20,2.7,0.6,22.7,5.1,53.3,0.4,57.8,8.4
Justise Winslow,MIA,18,4,14,34.7,5.2,2,38.3,13.6,38.5,1.1,41.8,6.5
Jusuf Nurkic,POR,64,33,31,21.6,7.3,3.6,49.2,14.7,49.4,0.9,52.6,4.4
KJ McDaniels,BKN,49,28,21,10.3,1.7,0.6,35.4,3.6,46.1,0.2,49.1,6.5
Karl-Anthony Towns,MIN,82,31,51,37,12.3,5.9,48.4,20.8,59.1,1,62,4.9
Kawhi Leonard,SAS,73,54,19,33.5,5.8,2,33.6,10.7,54.5,0.6,57.6,7.5
Kay Felder,CLE,42,25,17,9.2,1,0.3,26.8,2.3,41.8,0.2,46.1,8.3
Kelly Olynyk,BOS,75,49,26,20.5,4.8,1.5,32.1,9.5,50.5,0.6,54,5.6
Kelly Oubre Jr.,WAS,79,47,32,20.3,3.3,1.1,32.2,6.7,49.4,0.4,52.8,6.7
Kemba Walker,CHA,79,36,43,34.7,3.9,0.7,16.9,10,39.1,0.9,43.1,8.8
