Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Kenneth Faried,DEN,60,28,32,21.3,7.6,4,53,13.2,57.1,0.6,59.8,5.1
Kent Bazemore,ATL,73,39,34,26.9,3.2,0.7,20.8,8,39.6,0.6,42.9,7.8
Kentavious Caldwell-Pope,DET,76,33,43,33.3,3.3,0.7,22.2,6.2,52.4,0.3,55.5,9.4
Kevin Durant,GSW,62,51,11,33.4,8.3,2.3,27.9,12.9,64,0.6,67.1,6.5
Kevin Love,CLE,60,40,20,31.4,11.1,4.3,38.6,18.1,61.5,1,65,4.9
Kevin Seraphin,IND,48,23,25,11.2,2.9,0.8,28.5,5.4,52.5,0.4,56.1,5.5
Kevon Looney,GSW,53,44,9,8.4,2.3,1,43.5,4.8,49,0.3,52.1,6.1
Khris Middleton,MIL,29,19,10,30.7,4.2,0.9,21.1,8.1,52.3,0.6,56.7,7.6
Klay Thompson,GSW,78,66,12,34,3.7,0.9,26,8.5,43.1,0.6,46,8.9
Kosta Koufos,SAC,71,27,44,20,5.7,2.3,40,10.3,55.1,0.6,58.2,4.9
Kris Dunn,MIN,78,30,48,17.1,2.1,0.6,27.7,5.2,41.2,0.5,45.7,7.2
Kris Humphries,ATL,56,31,25,12.3,3.7,1.6,43.2,7.6,48.4,0.5,51.6,4.8
Kristaps Porzingis,NYK,66,26,40,32.8,7.2,3.2,44.4,13.5,53.1,0.9,56.9,6
Kyle Anderson,SAS,71,53,18,14.2,2.9,0.9,31.7,5.2,56.5,0.2,59.3,6.4
Kyle Korver,CLE,67,33,34,26.2,2.8,0.6,21.5,6.7,41.2,0.6,45.1,8
Kyle Lowry,TOR,59,35,24,37.5,4.8,1.2,24.1,12.7,37.7,0.9,40.4,8.8
Kyle O'Quinn,NYK,79,29,50,15.6,5.6,2.7,49.2,10.3,54.2,0.6,57.4,4.8
Kyle Singler,OKC,32,15,17,12,1.5,0.5,33.3,3.3,44.9,0.2,48,8
Kyle Wiltjer,HOU,14,12,2,3.1,0.7,0.2,30,1.2,58.8,0.1,66.7,7.5
Kyrie Irving,CLE,72,47,25,35.1,3.2,0.7,21.3,8.6,37.3,0.6,40.2,9.6
LaMarcus Aldridge,SAS,71,52,19,32.4,7.3,3.1,42.8,13.3,54.9,0.6,57.6,5.9
Lamar Patterson,ATL,5,1,4,8.1,1.4,0.4,28.6,2.6,53.8,0,53.8,8.7
Lance Stephenson,IND,18,8,10,20.1,2.9,0.4,13.5,5.7,50.5,0.4,54.2,6.8
Lance Thomas,NYK,46,15,31,21,3.1,0.8,27.5,7,44.2,0.3,46.4,7.5
Langston Galloway,SAC,74,29,45,20.2,2.1,0.3,14.1,4.3,48.8,0.4,53.6,9.2
Larry Nance Jr.,LAL,63,21,42,22.9,5.9,2.3,40.1,11,53.2,0.7,56.9,5.6
Larry Sanders,CLE,5,2,3,2.5,0.8,0.6,75,1.2,66.7,0,66.7,4.6
Lavoy Allen,IND,60,31,29,14.5,3.7,1.9,51.1,7.4,49.4,0.4,52.5,5.2
LeBron James,CLE,74,51,23,37.8,8.6,2.4,28.3,14.3,60.2,0.8,63.6,6.7
Leandro Barbosa,PHX,65,19,46,14.5,1.6,0.2,12.9,3.5,44.1,0.3,48.3,8.9
Lou Williams,HOU,81,34,47,24.6,2.5,0.5,19.3,6,41.4,0.4,44,10
Luc Mbah a Moute,LAC,80,49,31,22.3,2.1,0.8,35.3,5.4,39.1,0.5,42.9,8.8
Lucas Nogueira,TOR,56,33,23,19,4.3,1.9,43.7,8.4,50.9,0.6,55,5.4
Luis Scola,BKN,35,7,28,12.7,3.8,1.6,41,7.2,53.2,0.7,58.8,5.1
Luke Babbitt,MIA,68,35,33,15.7,2.1,0.4,19.9,5.2,39.7,0.5,44.2,7.4
Luol Deng,LAL,56,18,38,26.5,5.3,1.7,32.9,10.1,51.9,0.8,56.2,6.5
Malachi Richardson,SAC,22,9,13,9,1,0.1,8.7,2.1,50,0.1,53.5,8.5
Malcolm Brogdon,MIL,75,38,37,26.4,2.8,0.9,30.5,7,40.8,0.4,43.5,9.2
Malcolm Delaney,ATL,73,37,36,17.1,1.7,0.2,14.6,4.2,40.6,0.4,44.7,8.9
Malik Beasley,DEN,21,11,10,7.7,0.8,0.2,31.3,2.2,34.8,0.2,38.1,4.8
Manny Harris,DAL,4,1,3,6.2,2.3,0.8,33.3,4.8,47.4,0.3,50,4.7
Manu Ginobili,SAS,68,51,17,18.6,2.3,0.5,23.9,5.2,43.8,0.3,46.8,8.6
Marc Gasol,MEM,74,40,34,34.2,6.3,2.6,41.4,11.8,53.3,1.1,59,5.7
Marcelo Huertas,LAL,23,5,18,10.3,1,0.1,12.5,2.2,47.1,0,48,9.3
Marcin Gortat,WAS,82,49,33,31.2,10.4,4.1,39.3,19.2,53.9,1.2,57.5,5
Marco Belinelli,CHA,74,34,40,24,2.4,0.3,11.8,5,48.2,0.4,51.9,8.6
Marcus Georges-Hunt,ORL,5,2,3,9.5,1.8,0.4,22.2,2.8,64.3,0.2,69.2,5.9
Marcus Morris Sr.,DET,79,36,43,32.5,4.6,1.4,30.9,9.7,47.7,0.5,50.5,7.1
Marcus Smart,BOS,79,51,28,30.4,3.9,1.6,41.6,8.6,44.9,0.4,47.1,7.7
Marcus Thornton,WAS,33,15,18,17.4,2.3,0.6,27.6,4.8,47.8,0.2,50,7.3
Mario Hezonja,ORL,65,20,45,14.8,2.2,0.7,30.1,4.6,48.8,0.4,52.9,6.3
Markieff Morris,WAS,76,45,31,31.2,6.5,2.5,38.7,11.4,56.7,0.8,61.2,5.4
Marquese Chriss,PHX,80,23,57,21.3,4.3,1.6,38.2,8.5,49.9,0.5,53.2,5.5
Marreese Speights,LAC,82,51,31,15.7,4.5,2.2,47.5,8.6,53.1,0.5,56.5,4.2
Marshall Plumlee,NYK,21,6,15,8.1,2.4,0.9,35.3,5.2,46.4,0.3,49,5.8
Marvin Williams,CHA,76,32,44,30.2,6.6,1.9,29.6,11.8,55.9,0.9,60.8,6.3
Mason Plumlee,DEN,81,38,43,26.5,7.5,3,40.3,15.3,48.9,1.1,52.6,4.9
Matt Barnes,GSW,74,38,36,24,5.2,1.7,32.8,9.5,54.6,0.5,57.7,5.9
Matthew Dellavedova,MIL,76,39,37,26.1,1.9,0.4,22.4,5.7,33.9,0.4,36.1,11.5
Maurice Harkless,POR,77,38,39,28.9,4.4,1.9,43.1,9.9,44.8,0.6,47.7,7
Maurice Ndour,NYK,32,10,22,10.4,2,0.7,35.9,4.5,44.4,0.3,47.1,6.6
Metta World Peace,LAL,25,8,17,6.4,0.8,0.1,15,1.8,44.4,0.1,46.5,9.1
Meyers Leonard,POR,74,37,37,16.5,3.2,1.1,34.6,6.6,48.6,0.5,52.2,5.1
Michael Beasley,MIL,56,23,33,16.7,3.4,1.5,44.6,6.2,55.5,0.3,58.5,5.1
Michael Carter-Williams,CHI,45,25,20,18.8,3.4,0.8,24.8,7,48.6,0.3,51,7.5
Michael Gbinije,DET,9,7,2,3.5,0.3,0.1,33.3,0.8,42.9,0,42.9,5.2
Michael Kidd-Gilchrist,CHA,81,36,45,29,7,2.6,37.7,13,53.6,0.9,57.6,6.1
Mike Conley,MEM,69,35,34,33.2,3.5,0.6,15.8,7.8,44.9,0.4,47.6,10.6
Mike Dunleavy,ATL,53,34,19,15.9,2.2,0.5,25.2,5.4,40.5,0.3,42.6,7.6
Mike Miller,DEN,19,8,11,7.8,1.9,0.3,13.5,3.2,61.7,0.1,63.8,6
Mike Muscala,ATL,70,36,34,17.7,3.4,1.7,48.8,8.2,41.7,0.6,45,6.3
Mike Scott,ATL,18,7,11,10.8,2.1,0.5,24.3,4.6,44.6,0.2,46.8,7.3
Mike Tobey,CHA,2,0,2,12.6,1.5,1,66.7,4,37.5,0.5,42.9,4.7
Miles Plumlee,CHA,45,19,26,10.8,2.1,1,48.4,5.8,36.5,0.5,39.7,5.5
Mindaugas Kuzminskas,NYK,68,24,44,14.9,1.9,0.8,40.5,4.6,40.4,0.2,42.4,7.3
Mirza Teletovic,MIL,70,36,34,16.2,2.3,0.8,33.3,4.8,48.6,0.3,51.4,6
Monta Ellis,IND,73,39,34,27,2.8,0.5,17.8,6.1,45.6,0.2,47.4,9.6
Montrezl Harrell,HOU,58,39,19,18.3,3.8,1.7,43.8,8.1,46.6,0.5,49.5,5.8
Myles Turner,IND,80,42,38,31.5,7.3,3.5,48.4,15.4,47.3,1.5,52.2,4.7
Nemanja Bjelica,MIN,65,28,37,18.3,3.8,1.6,42.6,7.1,52.9,0.4,55.8,6.1
Nene,HOU,67,47,20,17.9,4.2,2.1,49.6,9.4,45,0.6,48.2,5.6
Nerlens Noel,DAL,51,24,27,20.5,5.8,2.6,45.9,11.1,51.9,1,56.9,4.8
Nick Collison,OKC,20,10,10,6.4,1.6,0.7,41.9,3.6,43.7,0.1,44.9,5.5
Nick Young,LAL,60,19,41,25.9,2.3,0.5,21.7,5.4,42.7,0.5,46.6,10
Nicolas Batum,CHA,77,35,42,34,6.2,1.6,25.8,11.4,54.8,0.6,57.8,6.2
Nicolas Brussino,DAL,54,18,36,9.7,1.8,0.5,29.5,3.1,55.9,0.1,57.6,8.7
Nicolas Laprovittola,SAS,18,15,3,9.7,0.6,0.1,10,2.1,26.3,0.2,28.6,11
Nik Stauskas,PHI,80,27,53,27.3,2.8,0.4,13.3,6.1,46.2,0.3,48.9,8.9
Nikola Jokic,DEN,72,36,36,27.9,9.8,4.7,47.6,17,57.7,1.1,61.9,4.6
Nikola Mirotic,CHI,70,37,33,24,5.5,1.9,34.9,10,54.7,0.6,58.3,5.5
Nikola Vucevic,ORL,75,27,48,28.8,10.4,4.8,45.8,16.3,63.5,0.9,67.3,4.7
Noah Vonleh,POR,74,38,36,17.1,5.2,2.7,51.2,10.6,49.3,0.8,53.2,4.3
Norman Powell,TOR,75,46,29,17.9,2.2,0.5,24.1,5.2,42.7,0.3,45.5,8.2
Norris Cole,OKC,13,5,8,9.6,0.8,0.2,18.2,2.4,35.5,0.2,39.3,10.8
Okaro White,MIA,35,26,9,13.5,2.3,0.9,40.2,5.4,43.6,0.5,48.5,6
Omer Asik,NOP,31,12,19,15.6,5.3,2.3,44.2,9.5,55.3,0.6,59.1,3.9
Omri Casspi,MIN,36,12,24,17.8,3.1,0.9,27.7,7.4,42.1,0.7,46.5,5.7
Otto Porter Jr.,WAS,80,48,32,32.6,6.4,1.8,28,12.7,50.7,0.8,53.9,6.4
P.J. Tucker,TOR,79,34,45,27.6,5.8,2,33.8,11.4,50.9,0.9,55.3,6.4
Pascal Siakam,TOR,54,34,20,15.4,3.4,1.4,42.9,6.7,50.3,0.5,54.5,6
Pat Connaughton,POR,39,18,21,8.1,1.3,0.4,26.9,2.3,58.4,0.2,64.2,6.8
Patricio Garino,ORL,5,2,3,8.6,1.4,0.2,14.3,2.8,50,0.2,53.8,7.2
Patrick Beverley,HOU,67,46,21,30.7,5.9,1.5,25.7,12.4,47.2,0.9,51,8.1
Patrick McCaw,GSW,71,57,14,15.1,1.4,0.4,25,3.2,44.4,0.3,48.5,9.5
Patrick Patterson,TOR,65,42,23,24.6,4.5,1.6,35.5,8.3,54.1,0.5,57.5,6.6
Patty Mills,SAS,80,60,20,21.9,1.8,0.2,9.2,4.3,41.5,0.3,44.2,13.3
Pau Gasol,SAS,63,47,16,25.4,7.8,3.3,42,13.3,58.7,0.7,62.2,4.9
Paul George,IND,74,39,35,35.9,6.6,1.6,24.8,12.3,53.5,0.8,57.4,6.4
Paul Millsap,ATL,69,40,29,34,7.7,3.1,39.8,15.7,49.1,1,52.4,5.5
Paul Pierce,LAC,25,16,9,11.1,1.9,0.6,33.3,3.2,59.3,0.4,66.7,5.6
Paul Zipser,CHI,44,21,23,19.2,2.8,0.5,19.2,6,47,0.6,51.9,7
Pierre Jackson,DAL,9,4,5,9.4,1,0.1,11.1,2.9,34.6,0.2,37.5,12.6
Quincy Acy,BKN,38,11,27,14.7,3,1,33,6.2,48.9,0.5,53,4.4
Quinn Cook,NOP,14,9,5,13.4,0.5,0,0,1.9,26.9,0.1,29.2,16.9
RJ Hunter,CHI,3,2,1,3,0.3,0,0,0.3,100,0,100,12.7
Rajon Rondo,CHI,69,34,35,26.7,5.1,0.7,14.1,9.9,51.8,0.4,54,8.4
Rakeem Christmas,IND,29,14,15,7.6,1.9,0.8,39.3,4.2,45.5,0.1,47.1,6.1
Ramon Sessions,CHA,50,23,27,16.2,1.5,0.3,20.5,3.2,46.2,0.3,50.7,11.2
Randy Foye,BKN,68,17,51,18.8,2.3,0.3,13,5.5,41.3,0.4,44.4,9.1
Rashad Vaughn,MIL,41,18,23,11.2,1.2,0.2,16.3,2.6,45.4,0.2,50,7.7
Raul Neto,UTA,40,24,16,8.6,0.8,0.1,10,2.1,35.7,0.2,40,12.1
Raymond Felton,LAC,80,50,30,21.2,2.7,0.7,25.7,5.7,47.8,0.3,50.8,9.6
Reggie Bullock,DET,31,13,18,15.1,2.1,0.5,26.6,3.7,55.7,0.3,61,8
Reggie Jackson,DET,52,23,29,27.4,2.2,0.5,23.7,6.1,36,0.8,41.5,9.1
Reggie Williams,NOP,6,1,5,13.2,1,0.3,33.3,2.5,40,0.2,42.9,8.6
Richard Jefferson,CLE,79,50,29,20.4,2.6,0.7,25.6,6.7,38.1,0.5,40.9,7.7
Richaun Holmes,PHI,57,16,41,20.9,5.5,2.7,49.2,11.1,49.4,0.8,53.3,4.8
Ricky Rubio,MIN,75,28,47,32.9,4.1,0.7,18,8.5,48,0.6,51.5,10.6
Robert Covington,PHI,67,27,40,31.6,6.5,2.3,35.8,13,50.2,1.1,55.1,6.1
Robin Lopez,CHI,81,40,41,28,6.4,3.9,61.3,15,42.8,1,45.7,4.8
Rodney Hood,UTA,59,40,19,27,3.4,0.8,22.8,6.5,52.9,0.5,56.9,8
Rodney McGruder,MIA,78,40,38,25.2,3.3,1,30.1,7.7,42.4,0.6,46,8.9
Rodney Stuckey,IND,39,17,22,17.9,2.2,0.4,19,4.6,46.7,0.3,49.4,9.2
Ron Baker,NYK,52,14,38,16.5,1.9,0.5,25.5,4.1,46.4,0.2,48.5,8.8
Rondae Hollis-Jefferson,BKN,77,19,58,22.6,5.8,2,35.2,11.7,49.6,0.7,52.9,5.8
Ronnie Price,PHX,14,4,10,9.6,0.8,0,0,2.1,36.7,0.3,42.3,14.2
Roy Hibbert,DEN,48,24,24,14.2,3.2,1.5,46.7,7.4,42.8,0.7,47.1,4.7
Rudy Gay,SAC,30,11,19,33.8,6.3,2,32.1,11.8,53.5,0.7,56.7,6.3
Rudy Gobert,UTA,81,51,30,33.9,12.8,5.9,46.1,23.5,54.4,1.3,57.5,4.4
Russell Westbrook,OKC,81,46,35,34.6,10.7,2.4,22.2,17.1,62.3,0.5,64.2,6.6
Ryan Anderson,HOU,72,50,22,29.4,4.6,2.1,46.1,9.7,47.1,0.7,50.8,6.4
Ryan Kelly,ATL,16,6,10,6.9,1.1,0.4,38.9,2.5,45,0.4,54.5,4.4
Salah Mejri,DAL,72,28,44,12.3,4.2,1.9,45.5,7.3,57.6,0.4,60.6,5.5
Sam Dekker,HOU,77,52,25,18.4,3.7,1.4,37.3,7.5,49,0.5,52.3,7
Sasha Vujacic,NYK,42,14,28,9.7,1.4,0.3,20.3,3,46.8,0.4,53.2,10.1
Sean Kilpatrick,BKN,69,14,55,25.1,4,0.5,12.5,8.3,48.5,0.6,52.4,6.9
Semaj Christon,OKC,64,36,28,15.2,1.4,0.2,16.1,3.9,35.2,0.3,38,10.5
Serge Ibaka,TOR,79,37,42,30.7,6.8,2.8,41.3,12.9,52.8,0.9,56.9,5.1
Sergio Rodriguez,PHI,68,24,44,22.3,2.3,0.3,11.5,5,46.3,0.1,47.4,12.2
Seth Curry,DAL,69,29,40,29.1,2.5,0.4,16.6,5.9,43.2,0.5,46.9,10.8
Shabazz Muhammad,MIN,78,29,49,19.4,2.8,1.1,38.6,6.2,45.5,0.3,47.8,6.6
Shabazz Napier,POR,53,26,27,9.7,1.2,0.2,18,2.6,44.9,0.2,48.8,8.9
Shaun Livingston,GSW,76,63,13,17.7,2,0.4,22.5,4.6,42.8,0.3,45.9,9.5
Shawn Long,PHI,18,5,13,13,4.7,2.6,54.1,8.9,52.8,0.4,55.6,5
Sheldon Mac,WAS,30,17,13,9.6,1.1,0.1,11.8,2.5,44.7,0.2,49.3,8.7
Shelvin Mack,UTA,55,34,21,21.9,2.3,0.3,15.2,5.6,40.7,0.4,43.9,9.6
Skal Labissiere,SAC,33,9,24,18.5,4.9,1.9,38.9,9.5,51.4,0.7,55.7,5.5
Solomon Hill,NOP,80,34,46,29.7,3.8,1.2,30.9,7.9,48.4,0.6,52.4,7.7
Spencer Dinwiddie,BKN,58,13,45,22.6,2.8,0.5,18.8,5.9,46.8,0.4,50,8.4
Spencer Hawes,MIL,54,27,27,14.8,3.5,1.2,34.6,7,50.3,0.6,55.2,5.4
Stanley Johnson,DET,77,35,42,17.8,2.5,0.6,22.8,5.2,47.3,0.3,50.4,6.9
Stephen Curry,GSW,79,65,14,33.4,4.5,1,21.5,11.2,39.9,0.7,42.4,9.8
Stephen Zimmerman,ORL,19,8,11,5.7,1.8,0.8,45.7,3.5,52.2,0.1,53,6.4
Steve Novak,MIL,8,6,2,2.7,0.4,0,0,0.3,150,0,150,7
Steven Adams,OKC,80,47,33,29.9,7.7,4.1,53.5,15.8,48.5,0.8,51.3,5.4
T.J. McConnell,PHI,81,27,54,26.3,3.1,0.4,12.4,7.2,43.1,0.4,45.5,10.2
T.J. Warren,PHX,64,19,45,31.2,5.3,2.1,40.2,9.8,53.3,0.5,56.1,8.1
Taj Gibson,OKC,78,41,37,25.5,6.2,2.7,43.9,12.7,48.9,0.6,51.4,5.5
Tarik Black,LAL,67,24,43,16.3,5.1,2.7,52.2,10.5,48.9,0.6,51.9,4.9
Taurean Prince,ATL,59,28,31,16.6,2.7,0.8,31.8,5.3,49.8,0.3,52.9,6.6
Terrence Jones,MIL,54,20,34,23.5,5.7,2.2,39.5,11.1,51.1,0.5,53.6,5.3
Terrence Ross,ORL,77,38,39,25.1,2.6,0.6,23.3,5.2,50.8,0.5,55.6,7.6
Terry Rozier,BOS,74,47,27,17.1,3.1,0.7,22.5,6.2,49.8,0.4,53.4,7.8
Thabo Sefolosha,ATL,62,32,30,25.7,4.4,1.3,30.7,9.2,47.3,0.6,50.6,6.4
Thaddeus Young,IND,73,40,33,30.3,6.1,2.5,40.5,12.1,50.5,0.8,54,6.7
Thomas Robinson,LAL,48,15,33,11.7,4.6,2,42.2,8.2,56.7,0.3,59.2,5.2
Thon Maker,MIL,57,31,26,9.9,2,0.9,47.4,4.7,42.9,0.4,47.1,6.2
Tiago Splitter,PHI,8,1,7,9.5,2.8,1.3,45.5,5.1,53.7,0.8,62.9,4.8
Tim Frazier,NOP,65,26,39,23.5,2.7,0.6,22,7.6,35,0.8,38.9,8.3
Tim Hardaway Jr.,ATL,79,42,37,27.3,2.8,0.7,23.7,6.4,44.2,0.4,46.8,8.8
Tim Quarterman,POR,16,6,10,5,0.9,0.3,35.7,1.7,51.9,0.1,53.8,8.3
Timofey Mozgov,LAL,54,16,38,20.4,4.9,2.3,46.6,10.8,45.2,1,49.6,5.5
Timothe Luwawu-Cabarrot,PHI,69,23,46,17.2,2.2,0.6,26.8,5.7,37.8,0.4,40.8,7
Tobias Harris,DET,82,37,45,31.3,5.1,1.4,28.4,9.9,51.3,0.8,55.8,6.3
Tomas Satoransky,WAS,57,33,24,12.6,1.5,0.4,28.9,3.7,39.2,0.2,41.7,8.5
Toney Douglas,MEM,24,15,9,16.4,2.5,0.4,16.4,4.7,54,0.4,59.2,9.1
Tony Allen,MEM,71,36,35,27,5.5,2.4,43.2,11,50.1,0.5,52.7,6.9
Tony Parker,SAS,62,46,16,25.1,1.8,0.2,8.9,6.1,29.6,0.4,31.8,11.1
Tony Snell,MIL,80,42,38,29.2,3.1,0.5,17.3,6.2,49.9,0.5,54,9.1
Treveon Graham,CHA,27,10,17,7,0.8,0.2,27.3,2,41.5,0.1,44.9,7.5
Trevor Ariza,HOU,80,53,27,34.7,5.7,1.7,29,10.7,53.4,0.7,57,7.1
Trevor Booker,BKN,70,18,52,24.8,8.1,3,36.7,14.7,54.8,0.8,57.9,5.4
Trey Burke,WAS,57,35,22,12.3,0.8,0.1,14.9,2.5,32.6,0.3,36.4,10.9
Trey Lyles,UTA,71,43,28,16.3,3.3,1,31.1,7,47.2,0.5,51.1,5.9
Tristan Thompson,CLE,78,50,28,30,9.2,4.2,45.5,18.9,48.5,1,51.3,5.3
Troy Daniels,MEM,67,33,34,17.7,1.5,0.4,29,3.6,41.2,0.4,45.7,8
Troy Williams,HOU,30,19,11,18.6,2.3,0.6,24.6,5.5,41.8,0.4,45.1,6.5
Ty Lawson,SAC,69,25,44,25.1,2.6,0.4,14,5.8,45,0.3,47.4,10.9
Tyler Ennis,LAL,53,28,25,11.1,0.8,0.2,22.2,2.7,31.5,0.3,35.4,10.4
Tyler Johnson,MIA,73,35,38,29.8,4,1,24.6,10,40.1,0.8,43.6,8.1
Tyler Ulis,PHX,59,14,45,18.7,1.6,0.2,10.6,4.5,35.2,0.3,37.6,12
Tyler Zeller,BOS,51,32,19,10.3,2.4,1.3,54,5.4,45.4,0.3,48.1,6.2
Tyreke Evans,SAC,40,17,23,19.7,3.4,0.9,26.3,7.4,46.6,0.4,49.1,6.5
Tyson Chandler,PHX,45,14,31,27.3,11.2,4.6,41.4,18.8,59.8,1,63.1,4.5
Tyus Jones,MIN,60,23,37,12.9,1.1,0.1,9,2.4,47.5,0.1,48.9,12.7
Udonis Haslem,MIA,16,6,10,8.1,2.3,0.9,41.7,4.4,51.4,0.6,59,5.4
Victor Oladipo,OKC,67,39,28,33.2,4.3,0.7,16.5,9.3,46.8,0.9,51.9,8.1
Vince Carter,MEM,73,36,37,24.7,3.1,0.9,29.1,7.1,43.7,0.5,46.7,7.3
Wade Baldwin IV,MEM,33,18,15,12.3,1.4,0.3,19.6,3.5,40,0.4,44.7,8.1
Wayne Ellington,MIA,62,35,27,24.2,2.1,0.4,16.7,4.9,43.3,0.3,45.7,9.2
Wayne Selden,MEM,14,6,8,16.9,1.1,0.4,31.3,3.1,37.2,0.1,39,9.7
Wesley Johnson,LAC,68,40,28,11.9,2.7,0.7,26.5,4.6,57.5,0.3,60.9,6.9
Wesley Matthews,DAL,72,28,44,34.1,3.6,0.6,17,7.8,46.3,0.5,49.8,8.2
Will Barton,DEN,59,30,29,28.5,4.3,0.9,22.2,9.4,45.2,0.7,48.7,6.9
Willie Cauley-Stein,SAC,75,29,46,18.9,4.5,2,43.7,8.2,55.2,0.4,58.2,5.7
Willie Reed,MIA,71,39,32,14.5,4.7,2.5,53.9,8.9,52.7,0.6,56.3,4.6
Willy Hernangomez,NYK,72,27,45,18.4,7,3.2,45.4,12.7,55,0.8,58.6,4.6
Wilson Chandler,DEN,70,34,36,30.9,6.5,2.3,35.5,11.5,56.2,0.8,60.3,5.9
Yogi Ferrell,DAL,46,18,28,26,2.4,0.5,18.9,6.3,38.4,0.5,41.9,10.4
Zach LaVine,MIN,47,16,31,37.2,3.4,0.3,8.8,8.2,41.7,0.6,45.1,9.5
Zach Randolph,MEM,73,38,35,24.5,8.2,3.7,44.8,14.5,56.5,0.8,60,4.7
Zaza Pachulia,GSW,70,58,12,18.1,5.9,2.8,47.1,11.6,50.6,0.8,54.5,5.3
