Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Carmelo Anthony,OKC,76,46,30,32,5.8,1.5,25.9,10.9,52.5,0.6,55.7,6
Cedi Osman,CLE,61,35,26,11,2,0.4,18.3,3.4,57.1,0.3,61.9,6.7
Chandler Parsons,MEM,36,12,24,19.2,2.5,0.4,16.7,4.9,51.1,0.3,54.5,7.3
Channing Frye,LAL,53,28,25,13.1,2.5,0.9,34.1,4.7,54,0.5,59.7,5.2
Charles Cooke,NOP,13,8,5,2.9,0.2,0.1,50,0.2,100,0.1,200,7.2
Cheick Diallo,NOP,52,29,23,11.2,4.1,1.5,36,7.6,53.4,0.3,55.7,4.7
Chinanu Onuaku,HOU,1,0,1,21.6,4,2,50,13,30.8,1,33.3,6.1
Chris Boucher,GSW,1,1,0,1.3,1,0,0,1,100,0,100,0.9
Chris McCullough,WAS,19,11,8,4.7,1.3,0.4,28,2.4,55.6,0.3,64.1,5.7
Chris Paul,HOU,58,50,8,31.8,5.4,0.9,16.9,10.7,50.6,0.8,54.8,7.8
Clint Capela,HOU,74,62,12,27.5,10.8,4.4,40.5,18.1,59.7,0.8,62.4,5
Cody Zeller,CHA,33,14,19,19,5.4,2.8,51.4,11.4,47.2,0.4,49,5
Cole Aldrich,MIN,21,14,7,2.3,0.7,0.2,26.7,1.2,60,0.1,65.2,2.9
Corey Brewer,OKC,72,32,40,16.8,2.1,0.5,23.4,4.6,47,0.3,50.8,8.6
Cory Joseph,IND,82,48,34,27,3.2,0.6,18.6,6.6,48.6,0.5,52.5,9.2
Courtney Lee,NYK,75,26,49,30.4,2.9,0.5,16.9,5.6,52.1,0.3,55.4,10.1
Cristiano Felicio,CHI,55,13,42,17.8,4.2,2,47.6,9,47.2,0.5,50.2,5
D'Angelo Russell,BKN,48,16,32,25.7,3.9,0.6,15.3,7.2,54.5,0.4,57.4,8
D.J. Augustin,ORL,75,23,52,23.5,2.1,0.2,10.6,5.1,42.2,0.4,45.7,11.3
D.J. Wilson,MIL,22,12,10,3.2,0.5,0.1,20,0.5,83.3,0,83.3,6.4
Dakari Johnson,OKC,30,21,9,4.9,1,0.6,54.8,2.5,40.8,0.2,44.3,7.2
Damian Jones,GSW,15,7,8,5.9,0.9,0.5,57.1,2.7,35,0.3,40,5
Damian Lillard,POR,73,44,29,36.6,4.5,0.7,16.3,9.6,46.4,0.5,49.2,9.5
Damien Wilkins,IND,19,10,9,8,0.8,0.3,31.3,1.5,55.2,0.2,61.5,7.2
Damion Lee,ATL,15,4,11,27,4.7,0.7,14.1,9.3,51.1,0.4,53.4,7.6
Damyean Dotson,NYK,44,11,33,10.8,1.9,0.3,14.3,3,63.6,0.1,66.1,7.6
Daniel Hamilton,OKC,6,5,1,4.6,0.8,0,0,2.2,38.5,0.3,45.5,3.8
Daniel Theis,BOS,60,41,19,14.9,4.3,2.4,56,8.1,53.2,0.6,57,5
Danilo Gallinari,LAC,21,11,10,32,4.8,1.3,26.7,9.8,49,0.8,53.4,7
Danny Green,SAS,70,40,30,25.6,3.6,0.7,20.9,7.4,48.2,0.5,52,6.9
Dante Cunningham,BKN,73,34,39,21.4,4.1,1.4,33.6,8.2,49.6,0.4,52.3,6.3
Dante Exum,UTA,14,10,4,16.8,1.9,0.5,26.9,4.7,39.4,0.1,40,5.6
Danuel House Jr.,PHX,23,6,17,17.5,3.3,0.7,19.7,5.5,59.8,0.3,63.3,7.4
Dario Saric,PHI,77,49,28,29.6,6.7,2.3,34.3,13.6,49.1,1,52.8,5.6
Darius Miller,NOP,82,48,34,23.7,2,0.5,25,4,50.2,0.4,56.4,9.5
Darrell Arthur,DEN,19,12,7,7.4,0.8,0.5,60,1.9,41.7,0.3,48.4,5
Darren Collison,IND,69,39,30,29.3,2.6,0.2,9.6,5.3,48.2,0.3,51,12.2
Darrun Hilliard,SAS,14,8,6,6.8,0.5,0.1,28.6,1.4,35,0.1,38.9,7.5
David Nwaba,CHI,70,26,44,23.5,4.7,1.3,27.6,9.8,47.7,0.8,51.7,7.1
David Stockton,UTA,3,3,0,3.1,0,0,0,0,0,0.3,0,0
David West,GSW,73,52,21,13.7,3.3,1.5,46.2,6.2,52.9,0.6,58.2,5.7
Davis Bertans,SAS,77,43,34,14.1,2,0.7,35.9,4,50,0.3,53.5,5.5
Davon Reed,PHX,21,2,19,11.5,1.9,0.1,7.7,3.7,50,0.3,54.9,6.5
De'Aaron Fox,SAC,73,24,49,27.7,2.8,0.5,16.7,6.4,43.4,0.4,46.3,9.5
DeAndre Jordan,LAC,77,39,38,31.5,15.2,5.7,37.3,23.9,63.6,0.8,65.8,4.6
DeAndre Liggins,NOP,57,34,23,12.4,1.3,0.4,29.7,2.5,52.9,0.3,59.2,7.1
DeAndre' Bembry,ATL,25,8,17,18.2,2.9,0.7,23.6,5.6,51.1,0.4,54.5,8.1
DeMar DeRozan,TOR,80,57,23,33.9,3.9,0.7,18.4,8.1,48.8,0.5,51.9,9.2
DeMarcus Cousins,NOP,48,27,21,36.2,12.9,5.1,39.7,21,61.1,0.8,63.5,4.5
DeMarre Carroll,BKN,71,24,47,29.9,6.5,2,30.2,13,50.1,0.8,53.4,6.8
Dejounte Murray,SAS,81,47,34,21.5,5.7,1.4,24.8,10.9,51.9,0.7,55.3,6.4
Delon Wright,TOR,69,49,20,20.8,2.9,0.5,18.2,6.4,44.7,0.4,47.7,8.1
Demetrius Jackson,PHI,15,12,3,5.3,0.8,0.2,25,1.2,66.7,0.2,80,10.1
Dennis Schroder,ATL,66,21,45,30.9,3.1,0.4,12.1,7.9,39.5,0.5,42.3,10.2
Dennis Smith Jr.,DAL,69,22,47,29.7,3.8,0.8,20.8,9.8,38.4,0.7,41.5,8
Denzel Valentine,CHI,77,26,51,27.2,5.1,1,20.4,9.4,54.2,0.7,58.7,6.9
Derrick Favors,UTA,77,46,31,28,7.2,3.6,50,13.8,51.8,0.7,54.5,4.8
Derrick Jones Jr.,MIA,20,9,11,12.3,1.9,0.6,31.6,3.4,56.7,0.2,59.4,7.7
Derrick Rose,MIN,25,15,10,16.8,1.4,0.4,31.4,3.1,45.5,0.2,49.3,10.8
Derrick Walton Jr.,MIA,16,8,8,9.2,1,0.2,18.8,2.1,47.1,0.3,55.2,9.9
Derrick White,SAS,17,7,10,8.2,1.5,0.6,38.5,2.6,57.8,0.1,59.1,6.3
Derrick Williams,LAL,2,1,1,4.3,0.5,0,0,1.5,33.3,0,33.3,3.5
Devin Booker,PHX,54,16,38,34.5,4.5,0.6,13.9,9.7,46.7,0.7,50.2,8.4
Devin Harris,DEN,71,33,38,18.9,1.8,0.4,22.8,3.8,47.2,0.3,51.6,9.3
Devin Robinson,WAS,1,0,1,13.2,5,2,40,8,62.5,0,62.5,4.7
Dewayne Dedmon,ATL,61,18,43,24.9,7.9,3,37.6,13.4,58.9,0.4,60.9,4.8
Deyonta Davis,MEM,62,16,46,15.2,4,1.6,39.2,7.3,55.1,0.4,58.5,5.1
Dillon Brooks,MEM,82,22,60,28.7,3.1,0.8,26.5,6.6,47.2,0.4,49.8,7.3
Dion Waiters,MIA,29,15,14,30.8,2.6,0.2,9.2,6.4,40.6,0.4,43.7,9.9
Dirk Nowitzki,DAL,77,24,53,24.7,5.7,2.1,36.1,9.4,60.3,0.7,65.1,4.5
Domantas Sabonis,IND,74,45,29,24.5,7.7,3.4,44.4,14.8,52.3,0.7,55.1,4.7
Donovan Mitchell,UTA,79,46,33,33.4,3.7,0.8,22.6,8.8,42.5,0.5,45.1,9
Dorian Finney-Smith,DAL,21,4,17,21.3,3.6,1.2,33.3,7,51,0.7,56.4,5.7
Doug McDermott,DAL,80,29,51,21.7,2.5,0.8,32.7,5.2,48.3,0.4,52.4,6.5
Dragan Bender,PHX,82,21,61,25.2,4.4,1.2,27.4,8.8,50.1,0.7,54.8,5.2
Draymond Green,GSW,70,48,22,32.7,7.6,2.6,34.2,13.8,55.2,0.7,58.2,5.2
Dwayne Bacon,CHA,53,25,28,13.5,2.3,0.5,22.6,3.9,59.9,0.2,63.6,6.2
Dwight Buycks,DET,29,10,19,14.7,1.4,0.2,14.6,4.3,33.1,0.4,36.3,9.3
Dwight Howard,CHA,81,35,46,30.4,12.5,5.1,40.5,20.9,59.7,1,62.7,3.9
Dwight Powell,DAL,79,23,56,21.2,5.6,2.1,36.7,11,50.9,0.7,54.3,5.7
Dwyane Wade,MIA,67,37,30,22.9,3.8,1.1,29.4,7.9,47.5,0.6,51.7,6.9
E'Twaun Moore,NOP,82,48,34,31.5,2.9,0.7,24.8,6.3,46.2,0.5,50,9.8
Ed Davis,POR,78,48,30,18.9,7.4,3.1,42.4,14.1,52.1,0.8,55.4,4.4
Edmond Sumner,IND,1,0,1,2.2,1,0,0,1,100,0,100,6.5
Ekpe Udoh,UTA,63,36,27,12.9,2.4,1.1,45.3,5.4,43.7,0.4,47.5,6.4
Elfrid Payton,PHX,63,13,50,28.7,4.3,0.9,20.4,9,48.1,0.4,50.2,8.7
Emeka Okafor,NOP,26,16,10,13.6,4.6,1.8,40,9.2,50.2,0.7,54.1,5.5
Emmanuel Mudiay,NYK,64,29,35,19.4,2.4,0.5,21.7,5.2,46.1,0.3,48.7,8.4
Enes Kanter,NYK,70,26,44,25.8,11.1,5,44.9,20.5,54.1,1.1,57.2,4.2
Eric Bledsoe,MIL,74,40,34,31.4,3.8,0.9,23.2,8.6,44.9,0.6,48.1,8.9
Eric Gordon,HOU,69,55,14,31.2,2.5,0.4,15.3,5.2,47,0.3,50.1,10
Eric Moreland,DET,67,32,35,12,4.1,1.7,39.9,8.4,49.6,0.4,52.1,4.2
Erik McCree,UTA,4,4,0,1.9,0.3,0,0,0.3,100,0,100,0.8
Ersan Ilyasova,PHI,69,36,33,25.1,5.9,2.3,40,10.8,54.5,0.5,57.3,5.7
Evan Fournier,ORL,57,20,37,32.2,3.2,0.6,20.6,7.3,43.3,0.5,46.6,8.7
Evan Turner,POR,79,48,31,25.7,3.1,0.9,29.1,6.8,45.4,0.6,50.2,6.3
Frank Kaminsky,CHA,79,35,44,23.2,3.6,0.8,22.9,7.1,51.2,0.6,55.6,6.6
Frank Mason III,SAC,52,17,35,18.9,2.5,0.5,19.2,4.7,53.5,0.2,56.3,9.2
Frank Ntilikina,NYK,77,27,50,22,2.3,0.5,23.9,4.7,49,0.3,52.7,10.3
Fred VanVleet,TOR,76,55,21,20,2.4,0.4,17.4,6,40.4,0.4,42.9,10
Furkan Korkmaz,PHI,14,11,3,5.7,0.8,0,0,0.9,84.6,0,84.6,8.4
Garrett Temple,SAC,65,23,42,24.8,2.3,0.5,20.4,4.8,48.3,0.4,52.1,8.3
Gary Harris,DEN,67,37,30,34.4,2.6,0.5,19.9,5.3,49.3,0.3,51.8,9.5
Gary Payton II,LAL,23,10,13,9.6,1.9,0.6,31.8,3.8,50,0.2,52.4,4.8
George Hill,CLE,67,28,39,27,2.7,0.6,22.7,5.6,48.5,0.4,52.2,10
Georges Niang,UTA,9,9,0,3.5,1,0,0,1.1,90,0,90,10.9
Georgios Papagiannis,POR,17,3,14,7.2,2.2,1.1,51.4,3.6,59.7,0,59.7,4
Gerald Green,HOU,41,33,8,22.7,3.2,0.4,13.5,6.4,50.6,0.3,53,7.5
Gian Clavell,DAL,7,0,7,9.1,1,0.1,14.3,1.3,77.8,0.1,87.5,8.3
Giannis Antetokounmpo,MIL,74,39,35,36.7,10,3.3,32.4,17.2,58.4,0.8,61.1,5.9
Glenn Robinson III,IND,23,14,9,14.7,1.6,0.4,27,3.1,51.4,0.2,54.4,8
Goran Dragic,MIA,74,38,36,31.7,4,0.8,20.1,9.1,44.2,0.7,47.8,9.4
Gordon Hayward,BOS,1,0,1,5.3,1,0,0,4,25,0,25,21.8
Gorgui Dieng,MIN,79,45,34,16.9,4.6,1.7,38.3,7.8,58.1,0.3,60.5,6
Greg Monroe,BOS,50,21,29,20.5,6.9,3.2,47.1,12,57.5,0.6,60.7,4.2
Guerschon Yabusele,BOS,32,23,9,7.3,1.6,0.5,30.8,3.3,50,0.4,56.5,6.8
Harrison Barnes,DAL,77,24,53,34.2,6.1,1.5,24.1,11.4,53.2,0.8,57.5,6.5
Hassan Whiteside,MIA,54,30,24,25.3,11.4,5.2,45.6,19.5,58.8,0.9,61.6,3.8
Henry Ellenson,DET,38,21,17,8.7,2.1,0.6,29.6,3.9,54.7,0.2,58.3,5.5
Ian Clark,NOP,74,43,31,19.7,1.7,0.2,11,3.4,50.2,0.3,55.7,9.5
Ian Mahinmi,WAS,77,42,35,14.9,4.1,1.8,43.9,8.3,48.8,0.6,52.9,5.4
Ike Anigbogu,IND,11,5,6,2.7,0.8,0.5,55.6,1.9,42.9,0.2,47.4,6.8
Iman Shumpert,SAC,14,9,5,19.7,2.9,0.4,14.6,5.1,56.9,0.2,59.4,8.6
Isaiah Canaan,PHX,20,9,11,21.1,2.3,0.5,20,5.4,42.1,0.3,44.6,7.4
Isaiah Hicks,NYK,18,4,14,13.3,2.3,0.8,36.6,5.5,41.4,0.4,44.6,6.2
Isaiah Taylor,ATL,67,18,49,17.4,1.4,0.3,18.1,3.2,44.3,0.3,48.2,10.9
Isaiah Thomas,LAL,32,15,17,26.9,2.1,0.5,22.4,5.1,41.1,0.4,44.4,11.9
Isaiah Whitehead,BKN,15,2,13,10.9,1.4,0.5,38.1,2.5,55.3,0.1,58.3,7.4
Ish Smith,DET,82,39,43,24.9,2.7,0.5,17.4,6.8,39.9,0.6,43.5,8.9
Ivan Rabb,MEM,36,6,30,14.3,4.4,2.3,52.5,8.1,53.9,0.4,56.6,5.4
Ivica Zubac,LAL,43,19,24,9.5,2.9,1.4,48.8,5.4,53.2,0.3,56.9,4
J.J. Barea,DAL,69,23,46,23.2,2.9,0.3,10.4,6.2,47.1,0.4,50.8,9.1
JJ Redick,PHI,69,45,24,30.2,2.5,0.3,10.5,5.2,48,0.4,51.7,10.8
JR Smith,CLE,80,49,31,28.1,2.9,0.6,20,5.4,54.7,0.4,59.2,9.1
JaKarr Sampson,SAC,22,6,16,15.6,3.5,0.9,24.4,7,51,0.5,54.9,4.8
JaMychal Green,MEM,55,11,44,28,8.4,3.3,38.6,14.7,57.2,0.4,58.9,5.2
JaVale McGee,GSW,65,45,20,9.5,2.6,1.4,52.1,5,52.3,0.3,55.4,5.5
Jabari Bird,BOS,13,8,5,8.8,1.5,0.2,15.8,2.5,59.4,0.2,65.5,7
Jabari Parker,MIL,31,16,15,24,4.9,1.3,26.5,9.5,51.2,0.4,53.5,7.3
Jack Cooley,SAC,7,4,3,12.5,4.3,2,46.7,9.7,44.1,0.1,44.8,5
Jacob Pullen,PHI,3,2,1,2,0,0,0,0,0,0,0,0
Jacob Wiley,BKN,4,1,3,8.1,2.8,0.3,9.1,4.3,64.7,0.3,68.8,3.4
Jae Crowder,UTA,80,52,28,26.1,3.4,0.9,25.8,6.8,50.9,0.4,54.3,7.3
Jahlil Okafor,BKN,28,7,21,12.6,3,1.4,45.9,5.9,51.5,0.4,54.8,4.6
Jake Layman,POR,35,22,13,4.6,0.5,0.1,31.3,0.8,57.1,0.1,66.7,6.4
Jakob Poeltl,TOR,82,59,23,18.6,4.8,2.9,60.6,10.6,45.3,0.6,48.2,4.9
Jalen Jones,DAL,16,3,13,11.3,2.4,0.6,26.3,4.3,55.9,0.3,60.3,6.7
Jamal Crawford,MIN,80,45,35,20.7,1.2,0.1,8.1,2.3,54.1,0.1,57.6,12.9
Jamal Murray,DEN,81,46,35,31.7,3.7,0.9,24.6,8.2,44.7,0.5,47.7,8.6
Jameel Warney,DAL,3,1,2,9,3,1.7,55.6,6.3,47.4,0,47.4,4
Jameer Nelson,DET,50,25,25,20.3,2.1,0.3,13.5,4.1,51.2,0.4,56.2,9.2
Jamel Artis,ORL,15,4,11,18.6,2.5,0.7,28.9,5.1,50,0.4,54.3,7.1
James Ennis III,DET,72,25,47,22.3,3.1,1,32.6,6.4,48.3,0.3,50.9,7.3
James Harden,HOU,72,59,13,35.4,5.4,0.9,17.2,10.9,49.7,0.7,52.9,7.6
James Johnson,MIA,72,36,36,26.6,4.9,1.2,24.2,9.5,51.2,0.5,54.1,6.4
James Michael McAdoo,PHI,3,1,2,6,0.7,0.3,50,1,66.7,0,66.7,6.8
James Webb III,BKN,10,1,9,12,2.4,0.5,20.8,4,60,0.7,72.7,5.9
James Young,PHI,6,4,2,10.2,0.3,0,0,0.8,40,0,40,9.4
Jamil Wilson,LAC,15,6,9,18.3,2.1,0.6,28.1,5.4,39.5,0.3,42.1,7.3
Jared Dudley,PHX,48,7,41,14.3,2,0.4,22.3,4.5,43.5,0.4,47.2,7.1
Jarell Eddie,CHI,3,1,2,2.9,0.3,0.3,100,0.3,100,0,100,2.8
Jarell Martin,MEM,73,21,52,22.7,4.4,1.6,37.4,9.9,44,0.6,46.8,5.6
Jarrett Allen,BKN,70,24,46,20,5.4,2.3,42.6,10.9,49.4,0.6,52.4,5.2
Jarrett Jack,NYK,61,25,36,24.8,3,0.2,7.1,5.3,56.8,0.2,59.6,10.6
Jason Smith,WAS,33,15,18,8.6,1.6,0.7,41.5,3,53,0.2,55.8,6
Jason Terry,MIL,51,27,24,16,0.9,0.1,12.5,1.8,53.3,0.1,57.1,11.8
Jawun Evans,LAC,48,24,24,16.2,1.8,0.4,25,4.3,41,0.4,45.7,8.2
Jaylen Brown,BOS,67,44,23,30.6,4.9,1.4,28,9.7,50.8,0.5,53.5,6.7
Jaylen Morris,ATL,6,2,4,16.4,2.7,0.3,12.5,6.3,42.1,0.2,43.2,8.6
Jayson Tatum,BOS,77,50,27,30.7,5.1,1.2,22.9,9.4,53.7,0.5,56.4,6.9
Jeff Green,CLE,78,47,31,23.4,3.2,1.3,42.7,6.5,48.8,0.3,51.3,6.9
Jeff Teague,MIN,70,41,29,33,3,0.3,9.6,6.9,43.5,0.4,46.3,10.4
Jeff Withey,DAL,10,2,8,3.9,1,0.4,40,1.9,52.6,0.1,55.6,4.2
Jerami Grant,OKC,80,48,32,20.3,3.9,1.6,39.4,7.9,49.8,0.4,52.6,6.3
Jeremy Evans,ATL,1,0,1,5.4,1,0,0,1,100,0,100,5.6
Jeremy Lamb,CHA,80,36,44,24.6,4.1,0.9,21.6,7.5,53.9,0.5,58,6.9
Jeremy Lin,BKN,1,0,1,25.2,0,0,0,0,0,1,0,0
Jerian Grant,CHI,74,24,50,22.8,2.3,0.4,16.4,5.4,42.4,0.4,45.8,8.8
Jerryd Bayless,PHI,38,21,17,23.9,2.1,0.2,11.4,4.8,43.4,0.4,47.9,13.1
Jimmy Butler,MIN,59,37,22,36.7,5.3,1.6,29.6,10.7,49.9,0.8,54.2,8.3
Joakim Noah,NYK,7,1,6,5.7,2,1,50,3.6,56,0.3,60.9,3.3
Jodie Meeks,WAS,77,41,36,14.5,1.6,0.2,15.1,2.8,59.2,0.3,65.6,9.8
Joe Harris,BKN,77,26,51,25.3,3.3,0.9,27.5,7.5,44,0.5,47,8.3
Joe Ingles,UTA,82,48,34,31.4,4.2,0.6,14,7,60,0.3,63.1,8.6
Joe Johnson,HOU,55,35,20,21.9,3.1,0.6,20.3,5.5,56.8,0.3,60.1,6.7
Joe Young,IND,53,28,25,10.5,1.2,0.1,9.5,2.2,55.3,0.2,60,11.7
Joel Bolomboy,MIL,6,3,3,6.3,1.7,0.7,40,2.3,71.4,0.2,76.9,5.7
Joel Embiid,PHI,62,41,21,30.3,11,4.8,43.8,19.6,56,1.1,59.2,4.3
Joffrey Lauvergne,SAS,55,30,25,9.7,3.1,1.3,40.9,5.8,53.8,0.3,56.3,4.5
John Collins,ATL,73,21,52,24.1,7.3,3.3,44.8,15.9,46,1,49,4.7
John Henson,MIL,75,39,36,26,6.8,3.3,47.8,12.6,54,0.5,56.2,4.5
John Holland,CLE,24,17,7,7.3,1,0.3,29.2,1.9,53.3,0.1,55.8,9.7
John Wall,WAS,41,23,18,34.4,3.7,0.2,6.7,8.9,41,0.7,44.5,11.3
Johnathan Motley,DAL,11,1,10,16,4.5,1.5,34.7,8.5,52.7,0.4,55.1,5.5
Johnny O'Bryant III,CHA,36,15,21,10.5,2.6,1,39.8,5.7,45.6,0.4,48.7,5
Jon Leuer,DET,8,5,3,17.1,4,1.5,37.5,9.3,43.2,0.6,46.4,4.8
Jonas Jerebko,UTA,74,45,29,15.3,3.3,0.8,24.4,6.5,51,0.4,54.3,5.8
Jonas Valanciunas,TOR,77,56,21,22.4,8.6,3.8,44.7,15.9,53.8,0.8,56.7,3.9
Jonathan Gibson,BOS,4,2,2,10,0.8,0.3,33.3,1.8,42.9,0,42.9,8.8
Jonathan Isaac,ORL,27,11,16,19.8,3.7,1.5,41.4,7.9,46.5,0.5,49.5,4.5
