Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Kevin Garnett,MIN,38,14,24,14.6,3.9,1,26,6.7,59.3,0.3,62,5.6
Kevin Love,CLE,77,53,24,31.5,9.9,3.7,37.3,16.6,59.5,1.1,63.8,4.9
Kevin Martin,SAS,55,24,31,19.9,2,0.4,19.1,4,49.8,0.2,52.6,8.2
Kevin Seraphin,NYK,48,15,33,11,2.6,1.2,46.8,5.5,48.1,0.5,52.9,4.4
Kevon Looney,GSW,5,4,1,4.1,2,1,50,2.6,76.9,0,76.9,8.5
Khris Middleton,MIL,79,33,46,36.1,3.8,0.9,22.5,7.5,50.8,0.4,53.7,9.4
Kirk Hinrich,ATL,46,26,20,13.7,1.5,0.2,14.3,3.8,40.5,0.3,44,12.1
Klay Thompson,GSW,80,71,9,33.3,3.8,1,26.1,8.6,44.5,0.8,49,8.3
Kobe Bryant,LAL,66,13,53,28.2,3.7,0.6,15,7.2,51.8,0.4,54.9,8.4
Kosta Koufos,SAC,77,32,45,19,5.4,2.3,42.1,9.9,53.9,0.6,57.4,5.4
Kostas Papanikolaou,DEN,26,8,18,11.3,1.5,0.5,30,4.1,37.4,0.1,38.5,6.9
Kris Humphries,ATL,53,29,24,15.8,4.1,1.8,42.7,8.5,48.2,0.5,51.4,4.5
Kristaps Porzingis,NYK,72,28,44,28.4,7.3,3,41.1,12.7,57.7,0.8,61.7,5.5
Kyle Anderson,SAS,78,64,14,16,3.1,0.9,27.5,5.3,59.5,0.3,63.2,6.6
Kyle Korver,ATL,80,46,34,30,3.3,0.8,23.8,7.9,41.3,0.8,45.8,7.6
Kyle Lowry,TOR,76,53,23,36.9,4.7,1.2,26.3,11.7,40.1,0.8,43,8.5
Kyle O'Quinn,NYK,65,26,39,11.8,3.8,2.1,55.2,6.8,56.7,0.5,61.4,4.8
Kyle Singler,OKC,68,43,25,14.4,2.1,0.7,34,4.6,44.9,0.3,48,7.7
Kyrie Irving,CLE,53,37,16,31.5,3,0.6,21.7,7.3,40.5,0.6,44,9.7
LaMarcus Aldridge,SAS,74,61,13,30.6,8.5,3.6,41.9,13.5,63.3,0.7,66.7,5.2
Lamar Patterson,ATL,35,23,12,11.3,1.4,0.4,26,2.8,50.5,0.1,53.2,6.4
Lance Stephenson,MEM,69,36,33,19.9,3.2,0.8,26,6,53.6,0.3,56.9,6.7
Lance Thomas,NYK,59,25,34,22.3,2.2,0.8,35.1,5.9,37.9,0.4,40.3,8.2
Langston Galloway,NYK,82,32,50,24.8,3.5,0.6,18.4,7,50.3,0.5,54.4,9.3
Larry Nance Jr.,LAL,63,14,49,20.1,5,1.8,37.2,9.9,50.2,0.6,53.5,6.2
Lavoy Allen,IND,79,43,36,20.2,5.4,2.7,50.5,10.4,51.6,0.5,54.3,5.3
LeBron James,CLE,76,56,20,35.6,7.4,2.3,31.2,12.1,61.2,0.6,64.2,6.9
Leandro Barbosa,GSW,68,60,8,15.9,1.7,0.3,18.8,3.8,45.9,0.2,48.8,10.7
Lorenzo Brown,DET,8,1,7,7.6,0.9,0.1,14.3,2.4,36.8,0,36.8,5.6
Lou Amundson,NYK,29,11,18,7,1.7,0.9,55.1,3.9,43.4,0.2,46.2,6.7
Lou Williams,LAL,67,14,53,28.5,2.5,0.5,18.9,5.2,48.7,0.3,52,10.7
Luc Mbah a Moute,LAC,75,49,26,17,2.3,0.8,35.7,5.3,43.2,0.4,46.7,8.1
Lucas Nogueira,TOR,29,17,12,7.7,1.6,0.9,56.5,3.2,48.9,0.2,51.7,4.8
Luis Montero,POR,12,6,6,3.5,0.3,0.1,25,0.9,36.4,0,36.4,13.5
Luis Scola,TOR,75,49,26,21.6,4.8,1.9,39.4,9.4,50.9,0.5,54,5
Luke Babbitt,NOP,47,16,31,18,3.1,0.7,20.9,5.7,55.4,0.3,58.5,6
Luol Deng,MIA,74,45,29,32.4,6,2.1,35.7,11.5,52.1,0.9,56.2,7
Manu Ginobili,SAS,58,47,11,19.6,2.5,0.7,28.8,5.1,49.7,0.3,52.5,8.9
Marc Gasol,MEM,52,30,22,34.4,7,3.1,43.9,12.6,55.4,0.8,59.2,5.6
Marcelo Huertas,LAL,53,8,45,16.4,1.7,0.2,8.9,4,42.9,0.2,44.8,11.8
Marcin Gortat,WAS,75,35,40,30.1,9.9,3.8,38.9,18.2,54.3,1.3,58.7,5
Marco Belinelli,SAC,67,27,40,24.6,1.7,0.2,14,4.1,41.3,0.4,46,8.7
Marcus Morris Sr.,DET,80,42,38,35.7,5.1,1.6,30.9,10.1,49.9,0.6,52.9,7
Marcus Smart,BOS,61,36,25,27.3,4.2,1.5,36.9,8.5,48.9,0.6,52.5,7.4
Marcus Thornton,WAS,61,32,29,18.2,2.5,0.5,21.3,5.5,44.9,0.5,49.3,8.5
Mario Chalmers,MIA,61,38,23,22.5,2.6,0.5,18.5,5.5,46.4,0.3,49.4,8.6
Mario Hezonja,ORL,78,33,45,17.9,2.2,0.6,25.3,4.4,50.9,0.3,54.9,6.2
Markel Brown,BKN,62,12,50,15.8,2,0.4,20.5,4.4,44.7,0.4,48.6,7.7
Markieff Morris,WAS,64,22,42,25.5,5.5,2.2,40.3,9.2,59.9,0.6,64.1,6.2
Marreese Speights,GSW,72,64,8,11.6,3.3,1.7,51.9,6.6,50.6,0.3,53.2,4.9
Marvin Williams,CHA,81,47,34,28.9,6.4,2.3,35.1,11.3,57.1,0.6,60.3,6
Mason Plumlee,POR,82,44,38,25.4,7.7,3.4,44.6,15.3,50,0.9,53.3,5.2
Matt Barnes,MEM,76,38,38,28.8,5.5,1.5,27.1,9.8,56.6,0.5,59.7,6.3
Matt Bonner,SAS,30,25,5,6.9,0.9,0.2,25.9,1.9,47.4,0.2,52.9,6.6
Matthew Dellavedova,CLE,76,54,22,24.6,2.1,0.5,21.6,5.4,39.7,0.4,43.2,11.1
Maurice Harkless,POR,78,40,38,18.7,3.6,1.5,41.1,7,51.1,0.4,54.2,6.3
Metta World Peace,LAL,35,6,29,16.9,2.5,0.7,25.8,5.9,43.2,0.3,45.9,7.8
Meyers Leonard,POR,61,33,28,21.8,5.1,1.9,36.3,8.8,58.4,0.5,61.6,4.6
Michael Beasley,HOU,20,10,10,18.1,4.9,2.6,52,9.3,52.7,0.5,55.7,4.6
Michael Carter-Williams,MIL,54,21,33,30.5,5.1,1.7,34.1,10.6,48.3,0.8,52.1,7.2
Michael Kidd-Gilchrist,CHA,7,5,2,29.2,6.4,3,46.7,13.3,48.4,1.1,52.9,5.3
Mike Conley,MEM,56,33,23,31.4,2.9,0.5,17.1,7.1,41.2,0.6,44.7,10.1
Mike Dunleavy,CHI,31,13,18,22.7,2.7,0.7,26.5,6.7,39.9,0.8,45.1,5.9
Mike Miller,DEN,47,21,26,7.9,1.1,0.2,15.1,2.1,53,0.1,56.4,6.6
Mike Muscala,ATL,60,34,26,9.4,2,1,48.7,4.7,41.8,0.3,44.8,4.5
Mike Scott,ATL,75,46,29,15.3,2.7,1.1,38.3,5.9,46.2,0.3,48.8,6.6
Miles Plumlee,MIL,61,23,38,14.3,3.8,1.6,43.1,7.6,50.1,0.5,54,5.3
Mirza Teletovic,PHX,79,23,56,21.3,3.8,1.5,38.4,7.8,49,0.6,53,5.4
Mitch McGary,OKC,20,17,3,3.6,0.9,0.2,22.2,1.9,48.6,0.2,52.9,5.6
Mo Williams,CLE,41,27,14,18.2,1.8,0.1,6.9,4.3,41.1,0.3,44.7,11.3
Monta Ellis,IND,81,44,37,33.8,3.3,0.5,15.1,7.3,45.5,0.4,48.3,10
Montrezl Harrell,HOU,39,17,22,9.7,1.7,0.7,41.5,3.3,50.8,0.1,51.6,6.7
Myles Turner,IND,60,32,28,22.8,5.5,2.7,48.2,11.7,47.2,0.8,50.5,5
Nate Robinson,NOP,2,0,2,11.7,0,0,0,2.5,0,0.5,0,0
Nazr Mohammed,OKC,5,5,0,3.9,0.8,0.6,75,1.4,57.1,0.2,66.7,3.2
Nemanja Bjelica,MIN,60,20,40,17.9,3.5,1.5,42.9,6.9,50.5,0.5,54.4,5.5
Nene,WAS,57,28,29,19.2,4.5,1.9,42.5,8.9,51.1,0.8,56.1,5.4
Nerlens Noel,PHI,67,10,57,29.3,8.1,3.5,42.8,15.9,51,1.2,55,4.6
Nick Collison,OKC,59,39,20,11.9,2.9,1.5,50.3,5.7,50.9,0.4,54.5,5.5
Nick Young,LAL,54,13,41,19.1,1.8,0.5,26.8,4.6,38.8,0.2,40.9,8.4
Nicolas Batum,CHA,70,41,29,35,6.1,1.3,21,11,55.7,0.5,58.5,7.1
Nik Stauskas,PHI,73,8,65,24.8,2.5,0.4,15.8,5.5,45.6,0.4,48.9,8.1
Nikola Jokic,DEN,80,31,49,21.7,7,3.5,50,13.3,52.6,0.8,56.1,4.7
Nikola Mirotic,CHI,66,37,29,24.9,5.5,1.6,29.3,10.1,54.3,0.6,57.8,5.4
Nikola Pekovic,MIN,12,2,10,13,1.8,0.9,52.4,4.6,38.2,0.8,45.7,4.9
Nikola Vucevic,ORL,64,28,36,31.2,8.8,4.2,47.1,15.3,57.5,1,61.5,4.9
Noah Vonleh,POR,78,41,37,15,3.9,1.8,45.6,7.6,51.7,0.6,56.1,4.9
Norman Powell,TOR,48,31,17,15.1,2.3,0.4,19.1,4.5,51.2,0.3,55.3,9.3
Norris Cole,NOP,45,20,25,26.6,3.4,0.5,15.9,6.3,53,0.6,58.1,9.9
O.J. Mayo,MIL,41,17,24,26.6,2.6,0.4,17.1,6,42.3,0.4,45.7,9.3
Omer Asik,NOP,68,29,39,17.3,6.1,2.7,43.7,11,55.5,0.7,59.3,4.5
Omri Casspi,SAC,69,27,42,27.3,5.9,1.4,23.9,11.8,50.5,0.9,54.6,5.2
Orlando Johnson,NOP,7,1,6,14.5,2.1,0.4,20,6,35.7,0.4,38.5,7
Otto Porter Jr.,WAS,75,36,39,30.3,5.2,1.8,34.8,10.5,49.7,0.6,52.5,6
P.J. Tucker,PHX,82,23,59,31,6.2,2.3,37.5,11.1,56.1,0.7,59.9,6.6
PJ Hairston,MEM,66,31,35,19.9,2.6,0.6,21.8,5.5,47.9,0.3,50.9,7.5
Pablo Prigioni,LAC,59,37,22,13.9,1.9,0.4,21.1,4.2,46.2,0.2,48.3,10.3
Pat Connaughton,POR,34,17,17,4.2,0.9,0.3,31.3,1.7,56.1,0,57.1,6.6
Patrick Beverley,HOU,71,35,36,28.7,3.5,0.9,26.8,7.6,46.3,0.5,49.5,9.1
Patrick Patterson,TOR,78,53,25,25.4,4.3,1.7,39.4,8.1,53.1,0.4,55.7,6.7
Patty Mills,SAS,81,66,15,20.5,2,0.2,8.9,4,48.2,0.2,51.3,11.1
Pau Gasol,CHI,72,36,36,31.8,11,4.7,42.7,19,57.8,1.3,62.1,4.7
Paul George,IND,81,44,37,34.8,7,1.6,22.9,12.8,54.4,0.8,58,7
Paul Millsap,ATL,81,48,33,32.7,9,4,43.9,17.2,52.5,1.1,56,5.5
Paul Pierce,LAC,68,44,24,18.1,2.7,0.9,32.3,6,45.6,0.5,50,6.3
Phil Pressey,POR,23,3,20,12.3,1.3,0.1,6.5,3,44.9,0.2,47.7,12.2
Quincy Acy,SAC,58,21,37,15,3.2,1.2,38.5,6.6,49,0.5,53,4.9
RJ Hunter,BOS,35,20,15,8.8,1,0.2,16.7,1.7,62.1,0,63.2,8.5
Rajon Rondo,SAC,71,29,42,35.4,6.1,1,15.7,12.8,47.5,0.8,50.8,9.2
Rakeem Christmas,IND,1,1,0,6.1,1,0,0,2,50,0,50,6.5
Ramon Sessions,WAS,82,41,41,20.3,2.5,0.3,12.3,4.9,50.8,0.2,53.3,10
Randy Foye,OKC,81,37,44,20.3,1.9,0.4,20.5,4.5,42.9,0.3,45.9,10.3
Rashad Vaughn,MIL,70,30,40,14.3,1.3,0.4,28.4,3.2,39.5,0.2,41.7,6.8
Rasual Butler,SAS,46,41,5,9.4,1.2,0.3,26.8,2.5,47.9,0.3,53.3,7
Raul Neto,UTA,81,40,41,18.5,1.5,0.2,15,3.6,40.7,0.2,42.6,11.9
Ray McCallum,SAS,41,30,11,11.6,1.1,0.2,19.1,3,37.9,0.2,40.2,10.4
Raymond Felton,DAL,80,40,40,27.4,3.2,0.6,18.6,6.9,46.5,0.6,50.5,8.4
Reggie Bullock,DET,37,22,15,11.6,1.8,0.3,17.6,3.7,49.6,0.4,56.2,6.7
Reggie Jackson,DET,79,43,36,30.7,3.2,0.6,19.8,7.7,41.6,0.6,45.1,9.4
Richard Jefferson,CLE,74,51,23,17.9,1.7,0.4,24.2,4.6,37.6,0.4,41,7
Richaun Holmes,PHI,51,7,44,13.8,2.6,1.6,60,6.8,39.1,0.5,42.2,5.2
Ricky Rubio,MIN,76,28,48,30.6,4.3,0.7,16.6,8.4,50.8,0.7,55.3,10.2
Robert Covington,PHI,67,10,57,28.4,6.3,2.2,35.8,11.3,55.4,0.7,58.9,5.4
Robert Sacre,LAL,25,2,23,12.8,2.9,1.5,52.8,6.6,43.9,0.6,48.6,5.8
Robin Lopez,NYK,82,32,50,27.1,7.3,4.3,58.1,14.9,49.4,0.9,52.4,5
Rodney Hood,UTA,79,39,40,32.2,3.4,0.6,18.4,7.4,46,0.6,50.1,9.1
Rodney Stuckey,IND,58,33,25,22,2.7,0.6,23.7,5.4,50.2,0.2,52.3,9.1
Rondae Hollis-Jefferson,BKN,29,7,22,21.2,5.3,2,37,9.6,55.6,0.7,59.7,6.2
Ronnie Price,PHX,62,20,42,19.5,1.6,0.2,15.2,3.7,42.9,0.2,45.4,12.2
Roy Hibbert,LAL,81,17,64,23.2,4.9,2.2,45.5,11.1,44.4,0.8,48.1,5.1
Rudy Gay,SAC,69,29,40,34,6.5,2.3,35.9,12,54.1,0.6,56.9,6.2
Rudy Gobert,UTA,61,33,28,31.7,11,4.9,45.1,20,54.7,1.1,57.7,4.2
Russ Smith,MEM,15,6,9,4.4,0.6,0,0,1.2,50,0.1,52.9,12.4
Russell Westbrook,OKC,80,55,25,34.4,7.8,1.9,24.8,14.5,53.9,0.7,56.5,7.6
Ryan Anderson,NOP,66,24,42,30.4,6,3.1,51.3,12.1,49.7,0.7,53,5
Ryan Hollins,MEM,37,18,19,12.4,2.6,1.3,50,7,38,0.6,41.5,5.8
Ryan Kelly,LAL,36,3,33,13.1,3.4,1,29.8,5.5,60.8,0.3,64.7,5.5
Salah Mejri,DAL,34,16,18,11.7,3.6,1.7,48,6.8,53.2,0.4,56.2,5.4
Sam Dekker,HOU,3,1,2,2,0.3,0,0,0.3,100,0,100,13.8
Sasha Kaun,CLE,25,18,7,3.8,1,0.5,46.2,2.4,43.3,0.1,44.8,6.7
Sasha Vujacic,NYK,61,22,39,14.9,2.4,0.5,19.5,4.8,50.9,0.4,55.6,9.7
Sean Kilpatrick,BKN,31,7,24,19.9,1.8,0.2,12.5,4.4,41.2,0.3,43.8,8.4
Serge Ibaka,OKC,78,54,24,32.1,6.8,2.6,37.9,13.3,51.3,1,55.6,5.5
Sergey Karasev,BKN,40,9,31,10,1.5,0.5,31,3,47.9,0.2,51.8,6.9
Seth Curry,SAC,43,17,26,15.5,1.3,0.2,13.8,3.6,37.9,0.2,40,13.4
Shabazz Muhammad,MIN,82,29,53,20.5,3.3,1.4,43.1,6.7,48.5,0.3,51,6.7
Shabazz Napier,ORL,55,23,32,10.9,1,0.2,20,2,50.9,0.1,54.5,9.4
Shane Larkin,BKN,78,20,58,22.4,2.3,0.3,11.7,5.1,45,0.4,48.9,9.7
Shaun Livingston,GSW,78,69,9,19.5,2.2,0.6,29.6,5.3,40.9,0.2,42.8,9
Shayne Whittington,IND,7,4,3,5.8,1.7,1,58.3,3.6,48,0.1,50,4.5
Shelvin Mack,UTA,52,27,25,20.3,2.5,0.5,20.3,5.4,45.2,0.4,49.2,8.9
Solomon Hill,IND,59,31,28,14.7,2.8,0.9,31.9,5.8,48.7,0.4,52.5,6.3
Sonny Weems,PHX,43,6,37,11.6,1.2,0.2,18.9,2.7,46.5,0.2,50.5,7.5
Spencer Dinwiddie,CHI,12,5,7,13.3,1.4,0.3,17.6,3,47.2,0.1,48.6,8.4
Spencer Hawes,CHA,57,30,27,18.2,4.3,1.9,44.3,8.6,49.8,0.8,54.6,5
Stanley Johnson,DET,73,37,36,23.1,4.2,1.1,25.2,8.5,49.6,0.4,52.3,6.5
Stephen Curry,GSW,79,71,8,34.2,5.4,1.1,19.3,11.7,46.5,0.6,49.3,9.9
Steve Blake,DET,58,34,24,17,1.5,0.2,11.2,3.1,49.7,0.3,54.6,11.4
Steve Novak,MIL,10,8,2,4.4,0.5,0.1,20,1.2,41.7,0.1,45.5,3.8
Steven Adams,OKC,80,54,26,25.2,6.7,3.3,49,15.6,42.8,1.3,46.6,4.6
T.J. McConnell,PHI,81,10,71,19.8,3.1,0.5,16.8,5.9,52.2,0.4,55.8,9.7
T.J. Warren,PHX,47,14,33,22.8,3.1,1.1,34.7,7,45,0.4,47.9,9.4
Taj Gibson,CHI,73,37,36,26.5,6.9,3.3,48,13.6,50.7,0.9,54.4,5.7
Tarik Black,LAL,39,6,33,12.7,4,1.7,41.4,7.8,51.6,0.5,55.3,4.9
Tayshaun Prince,MIN,77,27,50,19,1.9,0.6,29.9,4.1,46.5,0.4,51.6,8.5
Terrence Jones,HOU,50,24,26,20.9,4.2,2,48.3,9,47.1,0.6,50.2,5.7
Terrence Ross,TOR,72,52,20,24,2.6,0.3,10.3,5.1,50,0.3,53.5,8
Terry Rozier,BOS,38,23,15,8.1,1.7,0.7,41.3,3.4,48.1,0.2,51.2,9
Thabo Sefolosha,ATL,75,42,33,23.4,4.5,1.2,26.6,8.6,51.9,0.6,56,7.2
Thaddeus Young,BKN,73,21,52,33,9,3.4,37.4,16.4,55.3,1.1,59.2,5.5
Thanasis Antetokounmpo,NYK,2,1,1,3.1,0.5,0,0,1,50,0,50,5.8
Thomas Robinson,BKN,71,16,55,12.9,5.1,2.6,51.5,9.1,55.6,0.5,58.8,4.2
Tiago Splitter,ATL,36,21,15,16.1,3.3,1.8,55,8.3,40.3,0.6,43.3,4.7
Tibor Pleiss,UTA,12,7,5,6.8,1.3,0.4,33.3,3,41.7,0.3,45.5,6
Tim Duncan,SAS,61,50,11,25.2,7.3,3.2,43.6,13.8,53.3,0.9,56.9,5.1
Tim Frazier,NOP,51,25,26,14.5,2.2,0.6,30,4.8,44.7,0.3,48,8.3
Tim Hardaway Jr.,ATL,51,29,22,16.9,1.7,0.4,24.4,3.7,45,0.3,48.3,7.5
Timofey Mozgov,CLE,76,52,24,17.4,4.4,2.3,50.7,9.9,44.9,0.6,47.8,5.3
Tobias Harris,DET,75,37,38,32.9,6.7,2.1,31.5,12.7,52.6,0.8,56.3,6.1
Toney Douglas,NOP,61,22,39,20.7,2.3,0.4,16.8,4.5,52.4,0.3,55.9,9.5
Tony Allen,MEM,64,34,30,25.3,4.6,1.6,35.1,9.2,50.2,0.6,53.7,7.8
Tony Parker,SAS,72,59,13,27.5,2.4,0.3,11.9,5.7,43.1,0.3,45.7,11.2
Tony Snell,CHI,64,33,31,20.3,3.1,0.6,18.6,5.5,56.1,0.5,61,8.2
Tony Wroten,NYK,8,0,8,18,2.6,0.4,14.3,6.3,42,0.3,43.8,6.8
Trevor Ariza,HOU,81,40,41,35.3,4.5,1.2,26.8,9.2,49,0.6,52.1,8.6
Trevor Booker,UTA,79,39,40,20.7,5.7,2.6,46,11.2,50.9,0.7,54.1,5.2
Trey Burke,UTA,64,31,33,21.3,1.8,0.2,13.4,4.4,39.9,0.2,41.9,12.2
Trey Lyles,UTA,80,38,42,17.3,3.7,1.2,33.1,7.3,51.2,0.6,55.7,5.5
Tristan Thompson,CLE,82,57,25,27.7,9,4.3,48,17.8,50.5,1.1,53.9,5
Troy Daniels,CHA,43,25,18,11.1,1.3,0.2,14,2.7,49.1,0.1,51.8,6.5
Ty Lawson,IND,66,31,35,21.4,1.8,0.2,13.3,4.5,40.1,0.3,42.9,11.5
Tyler Ennis,MIL,46,17,29,14.2,1.6,0.3,17.3,3.5,46.6,0.1,48.1,9.6
Tyler Hansbrough,CHA,44,28,16,7.8,2,1.1,56.2,4,50.3,0.4,55.6,5.3
Tyler Johnson,MIA,36,19,17,24,3,0.7,23.9,7.7,39.4,0.7,43.1,8.4
Tyler Zeller,BOS,59,37,22,11.8,3,1.6,53.7,6.6,44.9,0.4,47.8,4.8
Tyreke Evans,NOP,25,11,14,30.6,5.2,1,19.4,10.3,50,0.7,53.5,8.3
Tyson Chandler,PHX,66,18,48,24.5,8.7,3.5,39.9,15.4,56.7,0.9,60.2,4.7
Tyus Jones,MIN,37,13,24,15.5,1.3,0.2,12.8,2.9,43.9,0.2,47.5,9.1
Udonis Haslem,MIA,37,25,12,7,2,0.7,33.3,2.9,69.4,0.2,73.5,4.2
Victor Oladipo,ORL,71,32,39,32.9,4.8,1.3,27.4,10.4,45.9,0.8,49.8,7.2
Vince Carter,MEM,60,33,27,16.8,2.4,0.9,34.9,5.3,45.9,0.4,49.5,7
Wayne Ellington,BKN,76,18,58,21.2,2.3,0.3,14.9,4.8,48.2,0.3,51.5,8.1
Wesley Johnson,LAC,80,51,29,20.8,3.1,0.9,29,6.8,45.8,0.6,49.8,7.2
Wesley Matthews,DAL,78,40,38,33.9,3.1,0.8,25.2,6.5,47.1,0.6,52.2,8.8
Will Barton,DEN,82,33,49,28.7,5.8,1.4,24.2,10.9,53.4,0.6,56.6,5.9
Willie Cauley-Stein,SAC,65,26,39,21.4,5.3,2.5,46.7,9.5,56.1,0.8,61,5.7
Willie Reed,BKN,39,8,31,10.9,3.1,1.7,53.3,6,51.9,0.4,55.2,4.6
Xavier Munford,MEM,14,3,11,17.4,2.2,0.3,12.9,4.6,47.7,0.3,50.8,10.6
Zach LaVine,MIN,82,29,53,28,2.8,0.5,18,5.9,47.1,0.3,50,8.4
Zach Randolph,MEM,68,37,31,29.7,7.8,3.9,50.3,15.2,51.2,1.1,55,4.7
Zaza Pachulia,DAL,76,40,36,26.4,9.4,4.7,50.1,17.6,53.6,1.1,57,4.6
