Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Anthony Brown,LAL,29,4,25,20.6,2.4,0.6,24.3,5.3,45.2,0.4,49,8.6
Anthony Davis,NOP,61,24,37,35.5,10.3,4.2,41.1,15,68.4,0.6,71.3,5.3
Anthony Morrow,OKC,68,46,22,13.6,0.9,0.3,33.9,2.1,42.8,0.1,44.6,10.5
Anthony Tolliver,DET,72,36,36,18.6,3.2,0.9,28.8,6,52.6,0.6,58.1,7.1
Archie Goodwin,PHX,57,14,43,19.5,2.5,0.7,27.5,5.9,42.5,0.5,46.4,7
Aron Baynes,DET,81,43,38,15.2,4.7,2.5,52.1,9.4,50.3,0.6,53.5,5
Arron Afflalo,NYK,71,27,44,33.4,3.7,0.5,13.2,8,46.7,0.6,50.3,9.1
Austin Rivers,LAC,67,42,25,21.8,1.9,0.4,18.5,5.3,36.3,0.4,39,9.4
Avery Bradley,BOS,75,44,31,33.4,2.9,0.4,13.8,6.7,43.1,0.4,46,8.8
Axel Toupane,DEN,21,9,12,14.5,1.5,0.2,16.1,3.3,44.3,0.1,45.6,11.8
Ben McLemore,SAC,67,28,39,21.2,2.1,0.4,18.8,5.6,38.7,0.6,43.6,8.9
Beno Udrih,MEM,44,26,18,16.1,1.6,0.2,13.9,3.9,41.6,0.3,45.3,11.8
Bismack Biyombo,TOR,81,55,26,22.1,8,3.9,48.5,15,53.5,0.9,57,4.2
Blake Griffin,LAC,35,22,13,33.4,8.4,3.4,40.5,15.5,54.2,1,57.9,5.3
Boban Marjanovic,SAS,54,47,7,9.4,3.6,2,55.7,5.9,61.2,0.3,64.2,3.7
Bobby Portis,CHI,62,29,33,17.8,5.4,2.3,42.1,10.1,53.9,0.5,57,5
Bojan Bogdanovic,BKN,79,21,58,26.8,3.2,0.6,20,6.6,49.1,0.4,52.5,8.7
Boris Diaw,SAS,76,64,12,18.2,3.1,1.2,39.9,6.6,46.3,0.5,49.8,6.4
Bradley Beal,WAS,55,28,27,31.1,3.4,0.9,27.1,6.9,49.9,0.2,51.6,9
Brandan Wright,MEM,12,6,6,17.7,3.6,1.9,53.5,7.5,47.8,0.3,50,6
Branden Dawson,LAC,6,5,1,4.8,0.7,0.5,75,2.3,28.6,0.3,33.3,6.3
Brandon Bass,LAL,66,16,50,20.3,4.3,1.7,38.6,9,48.1,0.5,51.2,6.7
Brandon Jennings,ORL,48,20,28,18.1,2,0.2,11.5,4,50,0.3,53.9,10
Brandon Knight,PHX,52,16,36,36,3.9,0.7,18.8,8.6,45.1,0.5,48,9.4
Brandon Rush,GSW,72,63,9,14.6,2.5,0.8,29.8,4.6,54.5,0.4,59.5,6.9
Brian Roberts,POR,51,26,25,9.2,0.8,0,4.9,1.7,47.7,0,48.8,10.5
Briante Weber,MIA,7,3,4,24.1,3.6,0.7,20,6.4,55.6,0.6,61,11.6
Brook Lopez,BKN,73,21,52,33.7,7.8,4.3,54.6,14.5,54.1,1,58.2,5.8
Bruno Caboclo,TOR,6,6,0,7.1,0.3,0.2,50,1.3,25,0,25,3.5
Bryce Cotton,MEM,8,1,7,4.8,0,0,0,0.6,0,0,0,0
Bryce Dejean-Jones,NOP,14,8,6,19.9,3.4,1,29.2,6.2,55.2,0.6,60.8,7.3
C.J. Watson,ORL,33,14,19,19.9,2,0.3,15.2,3.8,53.2,0.3,58.4,10.7
C.J. Wilcox,LAC,23,15,8,7.3,0.5,0.1,25,1.4,37.5,0.2,42.9,11
CJ McCollum,POR,80,44,36,34.7,3.2,0.6,18.1,8.1,39.9,0.6,43.2,10.2
CJ Miles,IND,64,34,30,22.9,2.7,1.1,38.9,6.1,44.8,0.5,48.7,6.5
Cameron Bairstow,DET,18,4,14,5.7,1.6,0.5,32.1,3.6,43.1,0.2,45.2,5.7
Cameron Payne,OKC,57,44,13,12.2,1.5,0.2,10.6,3.2,46.7,0.1,48.9,7.4
Carl Landry,PHI,36,5,31,15.8,4.1,1.6,39.7,7.5,54.1,0.6,59.1,5.2
Carmelo Anthony,NYK,72,32,40,35.1,7.7,2.2,27.9,13,59.5,0.6,62.4,6.4
Caron Butler,SAC,16,2,14,10.5,1.4,0.3,22.7,3.1,44.9,0.3,48.9,9.5
Chandler Parsons,DAL,61,29,32,29.5,4.7,1.1,23.2,8.8,53.3,0.6,57.2,7.5
Channing Frye,CLE,69,35,34,17.1,3.3,1.1,33.8,6,54.9,0.4,58.6,5.2
Charlie Villanueva,DAL,62,29,33,10.7,2.5,0.7,30.3,4.3,56.9,0.2,60.3,5.6
Chase Budinger,PHX,66,29,37,14.1,2.3,0.6,27.3,4.2,53.6,0.3,57.7,7.6
Chris Andersen,MEM,27,11,16,14.9,3.6,2,56.1,6.9,52.7,0.4,56,4.4
Chris Bosh,MIA,53,29,24,33.5,7.4,2.5,34.6,12.5,58.7,0.8,62.5,5.8
Chris Copeland,MIL,24,10,14,6.5,0.4,0.1,30,2,21.3,0.2,23.3,4.6
Chris Johnson,UTA,70,38,32,12.2,1.9,0.5,26.5,3.6,52.4,0.3,56.9,8.3
Chris Kaman,POR,16,11,5,7,1.5,0.8,50,3.4,44.4,0.2,47.1,4.9
Chris McCullough,BKN,24,7,17,15.1,2.8,1,35.3,6.5,43.6,0.5,46.9,6.5
Chris Paul,LAC,74,50,24,32.7,4.2,0.9,22.3,9.4,44.5,0.6,47.5,10.1
Christian Wood,PHI,17,0,17,8.5,2.2,1.2,52.6,4.6,48.7,0.4,53.5,5.2
Chuck Hayes,LAC,2,1,1,11.9,4,2,50,7,57.1,0,57.1,3
Cleanthony Early,NYK,17,6,11,9,1.5,0.3,19.2,3.8,40,0.2,42.6,6.5
Cliff Alexander,POR,8,3,5,4.5,0.8,0.4,50,2,37.5,0.3,42.9,5.7
Clint Capela,HOU,77,39,38,19.1,6.4,3.7,58.3,12.3,52.2,0.6,54.7,4.7
Cody Zeller,CHA,73,42,31,24.3,6.2,2.9,46.4,13.4,46.5,1,50.1,5.2
Cole Aldrich,LAC,60,41,19,13.3,4.8,2.1,44.1,8.6,55.9,0.5,59.5,4.8
Corey Brewer,HOU,82,41,41,20.4,2.4,0.6,25.1,5.7,42.6,0.4,46.2,9.2
Cory Jefferson,PHX,8,2,6,6.3,2,1.4,68.8,4.3,47.1,0.4,51.6,8.9
Cory Joseph,TOR,79,53,26,25.5,2.6,0.6,24.6,7.5,35.1,0.4,37.1,8.6
Coty Clarke,BOS,3,0,3,1.9,0.3,0.3,100,0.7,50,0,50,5.9
Courtney Lee,CHA,79,49,30,29.5,2.6,0.4,17.1,4.9,52.4,0.3,55.3,10
Cristiano Felicio,CHI,31,14,17,10.3,3.3,1.4,42.2,7.4,44.3,0.4,46.6,4.8
D'Angelo Russell,LAL,80,17,63,28.2,3.4,0.6,18.2,8,42.7,0.5,45.5,9.2
D.J. Augustin,DEN,62,35,27,19,1.5,0.1,7.4,4,38.8,0.2,41.3,10.8
Dahntay Jones,CLE,1,0,1,42.4,5,0,0,19,26.3,1,27.8,8.5
Damian Lillard,POR,75,40,35,35.7,4,0.7,17.2,9.5,42.3,0.7,45.6,9.6
Damien Inglis,MIL,20,5,15,7.8,1.6,0.5,32.3,3.2,49.2,0.1,50,6.1
Damjan Rudez,MIN,33,9,24,8.4,0.6,0.2,30,1.7,36.4,0.1,37.7,9.2
Danilo Gallinari,DEN,53,22,31,34.7,5.3,1.7,31.3,10.3,51.4,0.8,55.4,6.7
Danny Green,SAS,79,65,14,26.1,3.8,1,27.1,8.3,46.1,0.6,49.8,6.6
Dante Cunningham,NOP,80,28,52,24.6,3,0.7,22.9,6.2,47.9,0.4,50.8,7.9
Darrell Arthur,DEN,70,26,44,21.7,4.2,1.6,37.5,8.3,50.4,0.7,55.2,6.3
Darren Collison,SAC,73,29,44,30,2.3,0.3,14.3,6.1,37.8,0.4,40.6,11.7
Darrun Hilliard,DET,38,17,21,10.1,1.2,0.2,17.8,2.4,50,0.1,51.7,9
David Lee,DAL,54,26,28,16.5,5.6,2.4,42.7,10.7,52.2,0.6,55.3,5
David West,SAS,78,63,15,18,4,1.7,42.7,7.9,50.2,0.6,54.3,5.7
DeAndre Jordan,LAC,77,51,26,33.7,13.8,5.4,39.3,21.5,63.9,1.1,67.3,4.9
DeJuan Blair,WAS,29,12,17,7.5,2,1.2,59.6,3.6,54.8,0.2,58.8,5
DeMar DeRozan,TOR,77,52,25,35.9,4.4,1.2,27.5,9.3,47.1,0.6,50.2,8.4
DeMarcus Cousins,SAC,64,29,35,34.7,11.6,5.3,45.9,19.9,58.1,0.9,61,4.6
DeMarre Carroll,TOR,26,16,10,30.2,4.7,1.4,30.3,10.1,46.6,0.7,50.2,8.1
Delon Wright,TOR,27,19,8,8.5,1.4,0.3,24.3,3.3,41.1,0.2,43.5,9.1
Dennis Schroder,ATL,80,47,33,20.3,2.6,0.4,15.7,6,42.6,0.4,45.4,9.1
Deron Williams,DAL,65,31,34,32.4,2.9,0.5,18.4,7.7,38.1,0.6,41.1,9.9
Derrick Favors,UTA,62,30,32,32,8.1,4.2,52.3,15.5,52.4,0.9,55.7,5.2
Derrick Rose,CHI,66,32,34,31.8,3.4,0.8,24,9.3,36.8,0.5,38.7,10.2
Derrick Williams,NYK,80,32,48,17.9,3.7,0.9,24.3,6.3,59.1,0.3,61.8,6
Devin Booker,PHX,76,20,56,27.7,2.5,0.5,20.9,6.8,36.5,0.5,39.5,8.9
Devin Harris,DAL,64,35,29,20,2.2,0.5,21,4.8,45.1,0.4,49.3,8.5
Devyn Marble,ORL,28,12,16,8.9,1.4,0.2,13.2,2.3,58.5,0.2,63.3,8
Dewayne Dedmon,ORL,58,21,37,12.2,3.9,1.8,45.2,6.6,60,0.4,63.5,5
Dion Waiters,OKC,78,53,25,27.6,2.6,0.5,18.8,5.4,47.6,0.6,53,9
Dirk Nowitzki,DAL,75,38,37,31.5,6.5,2.4,37.4,11.3,57.5,1,63.1,5.3
Donald Sloan,BKN,61,13,48,21.6,2.8,0.4,12.7,5.4,52.7,0.3,56.2,9
Donatas Motiejunas,HOU,37,19,18,14.8,2.9,1.1,38.5,6.1,48.7,0.4,51.7,6.2
Doug McDermott,CHI,81,41,40,23,2.4,0.6,25.1,5.4,44.4,0.6,49.5,8.2
Draymond Green,GSW,81,73,8,34.7,9.5,4.1,43.4,16.3,58.3,0.8,61.4,5
Drew Gooden,WAS,30,18,12,10.2,2.8,1.3,44.7,4.8,58.6,0.3,62,5.3
Duje Dukan,SAC,1,0,1,24.2,4,1,25,9,44.4,1,50,7.3
Dwight Howard,HOU,71,34,37,32.1,11.8,5.4,46.2,20.7,56.8,1,59.7,4.1
Dwight Powell,DAL,69,35,34,14.4,4,1.5,37.4,7.4,53.4,0.3,56.1,5.2
Dwyane Wade,MIA,74,43,31,30.5,4.1,1.3,31.8,8.6,47.7,0.5,50.8,8.1
E'Twaun Moore,CHI,59,29,30,21.4,2.3,0.6,26.3,4.9,46.3,0.5,51.6,9.9
Ed Davis,POR,81,43,38,20.8,7.4,3.6,48.9,14.5,51.1,1,55,4.9
Edy Tavares,ATL,11,7,4,6.6,1.9,0.8,42.9,3.8,50,0.5,56.8,4.1
Elfrid Payton,ORL,72,32,40,29.5,3.6,0.9,23.8,8.2,43.9,0.7,47.9,9.3
Elijah Millsap,UTA,20,9,11,8.6,1.8,0.7,40,3.8,46.7,0.2,49.3,7.9
Elliot Williams,CHA,5,4,1,9,0.8,0.2,25,1,80,0,80,8.3
Elton Brand,PHI,17,2,15,13.2,3.7,1.4,36.5,6.2,60,0.2,61.8,6.5
Emmanuel Mudiay,DEN,68,29,39,30.4,3.4,0.6,17.2,8.5,40,0.6,43,9
Enes Kanter,OKC,82,55,27,21,8.1,4.3,53.2,15.2,53.1,0.9,56.5,4
Eric Bledsoe,PHX,31,12,19,34.2,4,0.9,21.6,9.5,42.2,0.8,46,9.3
Eric Gordon,NOP,45,14,31,32.9,2.2,0.3,12.1,5.2,41.9,0.2,44,9.7
Eric Moreland,SAC,7,1,6,6.2,1.3,1,77.8,4.3,30,0.4,33.3,5.2
Erick Green,DEN,9,6,3,4.7,0.7,0,0,1.2,54.5,0.1,60,13.7
Ersan Ilyasova,ORL,74,35,39,25.4,5.4,2.5,46.2,10.4,52.5,0.9,57.2,5.7
Evan Fournier,ORL,78,33,45,32.5,2.8,0.6,21.2,7.3,38.9,0.4,41,9.2
Evan Turner,BOS,80,46,34,28,5,1,21,9,55.3,0.5,58.5,7.2
Festus Ezeli,GSW,46,42,4,16.7,5.6,3.2,56.8,11.8,47.2,0.9,51,4.1
Frank Kaminsky,CHA,81,47,34,21.1,4.1,1.6,38.2,8.8,46.9,0.6,50.3,5.9
Garrett Temple,WAS,80,40,40,24.4,2.7,0.8,29.7,6,44.3,0.5,48.1,8.8
Gary Harris,DEN,76,31,45,32.1,2.9,0.6,19.1,6.2,46.5,0.5,50.2,10.8
Gary Neal,WAS,40,18,22,20.2,2.1,0.3,13.3,4.7,44.4,0.4,48,8.2
George Hill,IND,74,41,33,34.1,4,0.9,22.5,8.6,46.8,0.5,49.8,8.7
Gerald Green,MIA,69,40,29,22.6,2.4,0.5,19.6,5.2,45.7,0.3,48.4,8.5
Gerald Henderson,POR,72,39,33,19.9,2.9,0.5,18,5.4,53.8,0.4,58.1,8.1
Giannis Antetokounmpo,MIL,80,32,48,35.3,7.7,2.9,37.4,14.5,52.8,0.8,55.7,6.1
Glenn Robinson III,IND,45,24,21,11.3,1.5,0.4,23.5,3.8,40.2,0.3,44.2,8.3
Goran Dragic,MIA,72,44,28,32.8,3.8,0.7,18.1,8.7,44.5,0.6,47.6,10.1
Gordon Hayward,UTA,80,38,42,36.2,5,1,20.9,9.7,51.2,0.7,55.1,8.9
Gorgui Dieng,MIN,82,29,53,27.1,7.1,2.9,41,13.3,53.5,0.8,57,5.8
Greg Monroe,MIL,79,32,47,29.3,8.8,4.4,50,15.8,55.7,0.9,59.2,4.7
Greg Smith,MIN,18,8,10,10.7,2.3,0.8,33.3,4.6,50.6,0.2,53.2,5.1
Greivis Vasquez,MIL,23,9,14,20,2,0.4,19.1,5.3,38.5,0.4,42,9.7
Harrison Barnes,GSW,66,59,7,30.9,4.9,1.6,32.3,10.5,46.8,1,51.8,7.3
Hassan Whiteside,MIA,73,42,31,29.1,11.8,6,50.8,20.3,58.2,0.8,60.7,4.1
Henry Sims,BKN,14,2,12,18.8,5.1,2.5,48.6,11,46.8,0.4,48.3,5
Hollis Thompson,PHI,77,10,67,28,3.5,1,27.2,7.1,49.7,0.5,53.3,7.4
Ian Clark,GSW,66,59,7,8.8,1,0.3,26.5,2.4,43.3,0.2,47.6,10
Ian Mahinmi,IND,71,41,30,25.6,7.1,3.2,45,13,55.1,1.1,60.1,5.8
Iman Shumpert,CLE,54,39,15,24.4,3.8,0.9,23.2,6.8,55.6,0.4,59,7.4
Isaiah Canaan,PHI,77,10,67,25.5,2.3,0.3,14.4,5.3,42.6,0.4,45.8,9.7
Isaiah Thomas,BOS,81,47,34,32.2,2.9,0.5,16,8.1,36.2,0.5,38.7,11.2
Ish Smith,PHI,77,16,61,29.1,4,0.5,13.1,9.2,42.9,0.7,46.6,8.9
J.J. Barea,DAL,74,38,36,22.5,2.1,0.3,14.5,5.1,39.9,0.3,42.1,10.5
JJ Hickson,WAS,35,17,18,12.5,3.8,1.7,44.7,6.9,54.5,0.5,58.7,4.8
JJ O'Brien,UTA,2,2,0,3.1,0.5,0,0,0.5,100,0,100,4.6
JJ Redick,LAC,75,50,25,28,1.9,0.2,9.4,4.8,38.6,0.4,42,10.4
JR Smith,CLE,77,53,24,30.7,2.8,0.4,15.7,5.3,53.2,0.5,58.3,9.9
JaKarr Sampson,DEN,73,18,55,15.9,2.6,0.9,35.3,5.6,46.6,0.4,49.9,6.2
JaMychal Green,MEM,78,39,39,18.5,4.8,2.4,49.9,8.6,55.3,0.6,59.1,5.1
JaVale McGee,DAL,34,15,19,10.9,3.9,1.9,49.6,7,55.9,0.3,58.6,4.5
Jabari Parker,MIL,76,32,44,31.7,5.2,1.7,32.9,11.4,45.6,0.6,47.9,6.9
Jae Crowder,BOS,72,42,30,31.6,5.1,1.2,24.1,9.1,56.2,0.6,60.3,8
Jahlil Okafor,PHI,53,6,47,30,7,3.5,49.3,14.8,47.6,1.1,51.2,5.1
Jamal Crawford,LAC,79,51,28,26.9,1.8,0.3,13.8,4.6,40.1,0.3,43.2,10.3
Jameer Nelson,DEN,39,12,27,26.6,2.9,0.4,14.8,6.5,45.1,0.5,48.7,10.2
James Anderson,SAC,50,19,31,14.3,1.7,0.5,29.4,3.4,50,0.2,52.5,7.8
James Ennis III,NOP,22,11,11,14.9,1.9,0.8,42.9,4,47.2,0.2,50,7.3
James Harden,HOU,82,41,41,38.1,6.1,1.6,26.3,11.2,54.6,0.6,57.9,7.9
James Johnson,TOR,56,34,22,16.2,2.3,0.5,23,5.2,43.6,0.4,47,6.6
James Jones,CLE,48,33,15,9.7,1,0.2,20,2.3,46.3,0.2,51,9.3
James Michael McAdoo,GSW,41,37,4,6.4,1.4,0.7,50,3.7,38.7,0.3,41.7,6.7
James Young,BOS,28,11,17,7,0.9,0.3,30.8,1.6,56.5,0.1,59.1,7.6
Jared Cunningham,CLE,44,31,13,9.3,0.9,0.2,23.7,2.2,39.2,0.1,41.8,11.8
Jared Dudley,WAS,81,40,41,25.9,3.5,1.1,32.5,9.6,37,1,41.2,8.2
Jared Sullinger,BOS,80,46,34,23.8,8.4,4.3,51.2,14.4,58,0.6,60.7,4.9
Jarell Eddie,WAS,26,13,13,5.6,0.9,0.1,13,1.3,67.6,0.1,71.9,10.1
Jarell Martin,MEM,27,10,17,14.1,3.2,1.3,41.9,7.3,43.4,0.5,46.5,5.9
Jarnell Stokes,MEM,7,1,6,2.7,0.6,0.4,75,1.4,40,0,40,2.6
Jarrett Jack,BKN,32,10,22,32.1,4.3,0.5,12.5,8.2,51.9,0.9,58.1,9.3
Jason Smith,ORL,75,33,42,15.3,2.9,1.3,45.8,6.1,47,0.4,50.7,5.7
Jason Terry,HOU,72,37,35,17.5,1.1,0.1,12.7,2.8,38.7,0.2,40.9,11.6
Jason Thompson,TOR,47,38,9,10,2.9,0.9,31.3,5.3,53.6,0.4,57.5,5.2
Jeff Ayres,LAC,17,11,6,6.3,1.3,0.5,40.9,2.9,44.9,0.1,46.8,4.2
Jeff Green,LAC,80,48,32,28.2,4.2,1.5,34.9,8.6,48.2,0.6,51.6,7
Jeff Teague,ATL,79,47,32,28.5,2.7,0.4,14,6.7,40.2,0.5,43.3,10.8
Jeff Withey,UTA,51,25,26,12.9,3.4,1.6,46.8,7.5,45.2,0.6,49.4,5
Jerami Grant,PHI,77,9,68,26.8,4.7,1.8,39.3,10.3,45.5,0.7,48.8,5.8
Jeremy Evans,DAL,30,16,14,8.4,1.8,0.7,38.9,3.1,58.1,0.2,62.8,6.4
Jeremy Lamb,CHA,66,40,26,18.6,3.8,0.9,22.6,7.1,53.8,0.5,58.3,6.1
Jeremy Lin,CHA,78,47,31,26.3,3.2,0.7,22.5,7.9,41,0.6,44.5,9.3
Jerian Grant,NYK,76,29,47,16.6,1.9,0.4,18.9,4.8,38.9,0.5,43.2,8.8
Jerryd Bayless,MIL,52,21,31,28.9,2.7,0.4,14.9,5.9,45.9,0.5,49.8,10.3
Jimmer Fredette,SAS,6,1,5,2.9,0,0,0,0.3,0,0.2,0,0
Jimmy Butler,CHI,67,37,30,36.9,5.3,1.5,27.7,11.9,44.8,0.8,48,8.4
Joakim Noah,CHI,29,15,14,21.9,8.8,4.9,56.1,16.1,54.6,0.8,57.3,4.2
Jodie Meeks,DET,3,3,0,14.5,1.7,0,0,3.3,50,1,71.4,10.8
Joe Harris,CLE,5,5,0,3,0.6,0,0,1,60,0,60,4.1
Joe Ingles,UTA,81,40,41,15.3,1.9,0.4,22.5,3.5,53,0.3,57.2,9.1
Joe Johnson,MIA,81,31,50,33.4,3.6,0.8,20.9,7.3,49.2,0.6,53.4,8.4
Joe Young,IND,41,19,22,9.4,1.2,0.1,10,2.5,48.5,0.1,50.5,10.2
Joel Anthony,DET,19,12,7,5,1.1,0.5,42.9,2.8,38.9,0.4,44.7,5.9
Joffrey Lauvergne,DEN,59,24,35,17.6,4.9,1.9,39,9.3,52.8,0.4,55.4,4.9
John Henson,MIL,57,22,35,16.8,3.9,2.2,57.5,8.1,48,0.5,51.3,4.7
John Jenkins,PHX,43,18,25,11.2,1.3,0.3,19.3,2.7,48.3,0.3,54.3,9.1
John Wall,WAS,77,37,40,36.2,4.9,0.7,13.5,9.9,49.7,0.6,52.9,9.5
Johnny O'Bryant III,MIL,66,27,39,13,2.7,1.3,50,5.5,48.1,0.3,51.2,5.9
Jon Leuer,PHX,67,22,45,18.7,5.6,2.1,37.8,9.8,56.9,0.7,60.9,4.4
Jonas Jerebko,BOS,77,46,31,15.1,3.7,1.3,35.8,7,52.2,0.4,55.4,6.2
Jonas Valanciunas,TOR,59,39,20,25.9,9.1,5.1,55.4,16.5,55.3,0.8,58.3,3.8
Jonathon Simmons,SAS,55,47,8,14.8,1.7,0.4,20.8,3.7,47.1,0.5,53.6,9
Jordan Adams,MEM,2,0,2,7.3,1,0,0,1.5,66.7,0.5,100,11
Jordan Clarkson,LAL,79,17,62,32.3,4,0.9,23.6,9.8,40.3,0.6,42.8,9.1
Jordan Farmar,MEM,12,2,10,24.3,2.1,0.7,32,5.4,38.5,0.4,41.7,10.5
Jordan Hamilton,NOP,11,4,7,27.6,5.6,1.5,25.8,11.3,50,1,54.9,6.4
Jordan Hill,IND,73,40,33,20.7,6.2,2.8,45.2,11.5,53.9,0.7,57.6,5.1
Jordan McRae,CLE,22,10,12,8.9,0.9,0.1,10,2,46.5,0.2,51.3,8.9
Jordan Mickey,BOS,16,9,7,3.6,0.8,0.4,46.2,2.8,29.5,0.3,32.5,3
Jorge Gutierrez,CHA,12,9,3,5.3,0.6,0.1,14.3,0.8,70,0,70,7.4
Jose Calderon,NYK,72,29,43,28.1,3.2,0.4,13.1,6.4,49.9,0.5,54,9.5
Josh Huestis,OKC,5,2,3,11,2,1,50,4.2,47.6,0.8,58.8,6
Josh McRoberts,MIA,42,27,15,14.2,2.5,1,40,5.1,48.6,0.3,51.2,6.3
Josh Richardson,MIA,52,29,23,21.3,2.1,0.5,22.4,5.4,37.9,0.5,42.1,10
Josh Smith,HOU,55,31,24,16,3.5,1.8,51,7.6,46.2,0.7,51.2,5.6
Jrue Holiday,NOP,65,27,38,28.2,3,0.8,25.1,7,43,0.6,47.1,8
Julius Randle,LAL,81,17,64,28.2,10.2,4.2,40.9,18.2,56.1,1.1,59.6,4.6
Justin Anderson,DAL,55,28,27,11.8,2.4,0.5,22.7,4.1,58.1,0.3,62.3,5.7
Justin Harper,BKN,5,4,1,7,0.2,0.2,100,0.6,33.3,0.2,50,4.9
Justin Holiday,CHI,53,28,25,14.6,1.7,0.4,22.2,4,42.5,0.5,47.9,8.4
Justise Winslow,MIA,78,46,32,28.6,5.2,1.8,35.2,11.2,46.2,1,50.6,6.2
Jusuf Nurkic,DEN,32,14,18,17.1,5.5,2.8,50.3,11.4,47.8,0.8,51.5,4.5
KJ McDaniels,HOU,37,17,20,6.4,1.1,0.5,42.9,2.4,46.7,0.1,48.3,6.1
Karl-Anthony Towns,MIN,82,29,53,32,10.5,5.3,51,18.1,57.8,1,61,4.6
Kawhi Leonard,SAS,72,60,12,33,6.8,2.1,30.6,10.4,66.1,0.7,70.8,7.2
Keith Appling,ORL,5,0,5,5.4,0.2,0,0,1,20,0,20,7.9
Kelly Olynyk,BOS,68,39,29,20.2,4.1,1.5,36.5,8.8,46.6,0.7,50.4,5.7
Kelly Oubre Jr.,WAS,63,31,32,10.7,2.1,0.7,32.3,4.2,49.8,0.3,53.2,6.3
Kemba Walker,CHA,81,47,34,35.6,4.4,0.6,14.3,9.5,46.2,0.9,51.1,9.4
Kendall Marshall,PHI,30,3,27,13.3,0.9,0.2,21.4,2.2,43.1,0,43.8,11.2
Kendrick Perkins,NOP,37,13,24,14.6,3.5,1,28.1,6.8,51,0.5,54.7,4.7
Kenneth Faried,DEN,67,26,41,25.3,8.7,4.5,52.3,15.3,56.8,0.7,59.4,4.9
Kent Bazemore,ATL,75,44,31,27.8,5.1,0.9,17.4,9.4,54,0.5,57.3,6.5
Kentavious Caldwell-Pope,DET,76,41,35,36.7,3.7,0.9,25.2,7.2,51.8,0.4,54.8,9.5
Kevin Durant,OKC,72,52,20,35.8,8.2,1.8,21.9,12,68.2,0.4,70.8,6.9
