Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Kenyon Martin,NYK,32,13,19,19.8,4.2,1.9,45.5,7.8,53.8,0.6,58.5,6
Kevin Durant,OKC,81,58,23,38.5,7.4,1.9,25.9,11.4,65,0.5,68,7.6
Kevin Garnett,BKN,53,26,27,20.6,6.7,2.5,36.9,10.5,63.7,0.6,67.6,5.1
Kevin Love,MIN,77,39,38,36.3,12.5,6.5,52.1,21.3,58.6,1.1,61.8,4.1
Kevin Martin,MIN,68,32,36,32,3,0.5,17.7,7,42.7,0.5,46.3,9.2
Kevin Seraphin,WAS,53,25,28,10.9,2.4,1.3,52.3,5.9,41.2,0.5,45.1,5.8
Khris Middleton,MIL,81,15,66,30.1,3.8,1.1,29.8,8,47.6,0.5,50.6,8.2
Kirk Hinrich,CHI,73,45,28,29,2.6,0.4,15.6,6.6,39.6,0.6,43.6,11.3
Klay Thompson,GSW,80,50,30,35.3,3.1,0.7,21.5,7.9,39.3,0.8,43.8,8.9
Kobe Bryant,LAL,6,2,4,29.5,4.3,0.8,19.2,9.7,44.8,0.7,48.1,5.8
Kosta Koufos,MEM,80,48,32,16.9,5.2,2.6,50.2,10.3,50.9,0.8,54.9,4.7
Kris Humphries,BOS,69,22,47,19.9,5.9,2.9,48.4,12.4,47.9,0.6,50.4,5.4
Kyle Korver,ATL,70,37,33,34,4,1.1,26.2,9.3,43.1,0.8,47.2,7.5
Kyle Lowry,TOR,78,44,34,36.3,4.7,1.2,26.4,11.9,39.2,0.8,42.2,9.1
Kyle O'Quinn,ORL,69,20,49,17.2,5.3,2.4,45.1,9.7,54.5,0.6,58,4.9
Kyle Singler,DET,82,29,53,28.5,3.7,1.6,42.2,10.6,35,0.9,38.2,7.9
Kyrie Irving,CLE,71,28,43,35.2,3.6,0.8,20.8,9.5,38.4,0.6,41,11.3
LaMarcus Aldridge,POR,69,46,23,36.2,11.1,4.5,40.9,19.7,56.3,1.3,60.2,5.4
Lance Stephenson,IND,78,53,25,35.3,7.2,1.8,25.4,13.2,54.2,0.7,57.3,6.7
Lance Thomas,NOP,5,3,2,8.4,1.4,0.8,57.1,4.2,33.3,0.2,35,4.8
Landry Fields,TOR,29,13,16,10.1,1.9,0.5,27.8,3.7,50.5,0.3,55.1,7.2
Larry Sanders,MIL,22,3,19,25.6,7.3,4,55.3,15,48.6,1,52.3,5
Lavoy Allen,IND,65,18,47,16.5,4.8,2.4,49.8,9.9,48.2,0.8,52.5,5.2
LeBron James,MIA,77,52,25,37.7,6.9,2,28.9,11.3,61.1,0.4,63.5,7.3
Leandro Barbosa,PHX,20,12,8,18.4,1.9,0.4,21.6,3.5,52.9,0.3,57.8,10.5
Lorenzo Brown,PHI,26,2,24,8.6,1.1,0.2,17.9,2.3,46.7,0.1,48.3,9.6
Lou Amundson,CHI,19,11,8,9.7,2.9,1.5,52.7,6.3,45.8,0.4,49.1,7.1
Lou Williams,ATL,59,26,33,24.1,2,0.3,14.2,4.9,41.2,0.4,45.1,9.4
Luc Mbah a Moute,MIN,64,31,33,15.7,2.3,1.3,56.2,5.2,44.1,0.4,47.7,6
Luis Scola,IND,82,56,26,17.1,4.8,1.8,38.1,9.6,49.6,0.8,53.8,5
Luke Babbitt,NOP,27,9,18,17.5,3.3,1.2,37.5,7,46.8,0.8,52.7,5.4
Luke Ridnour,CHA,60,21,39,18.8,1.6,0.3,20.6,3.4,48.3,0.2,51.1,10.8
Luol Deng,CLE,63,29,34,35.1,5.7,2,34.3,11.8,48.5,0.6,51.1,8.1
Maalik Wayns,LAC,2,2,0,4.7,1,0,0,2.5,40,0,40,13
Malcolm Thomas,UTA,8,2,6,7.8,2.6,0.6,23.8,4.4,60,0.1,61.8,5.9
Manny Harris,LAL,9,2,7,20,3.8,1.1,29.4,8.7,43.6,0.6,46.6,7.8
Manu Ginobili,SAS,68,52,16,22.8,3,0.9,28.7,6.7,44.3,0.5,47.6,7.2
MarShon Brooks,LAL,35,13,22,9,1.5,0.5,31.5,3.1,49.5,0.2,52.4,7.4
Marc Gasol,MEM,59,40,19,33.4,7.2,3.4,47.2,13.6,53,1.1,57.5,5.5
Marcin Gortat,WAS,80,44,36,32.8,9.5,4,42,19.6,48.4,1.6,52.8,4.8
Marco Belinelli,SAS,80,61,19,25.2,2.8,0.5,16.4,6.5,43.5,0.5,47.3,7.5
Marcus Morris Sr.,PHX,82,48,34,22,3.9,1.5,38.2,7.8,49.8,0.6,54.3,6
Marcus Thornton,BKN,71,33,38,24.1,2.8,0.6,22.7,6.5,43.1,0.6,47.7,9.3
Mario Chalmers,MIA,73,49,24,29.8,2.9,0.5,17.3,7.6,38.8,0.7,42.5,10.5
Markieff Morris,PHX,81,47,34,26.6,6,2.6,42.9,11.4,52.4,0.8,56.3,5.8
Marquis Teague,BKN,40,20,20,11.1,1,0.1,10,2.9,34.2,0.2,36,10.7
Marreese Speights,GSW,78,47,31,12.4,3.7,1.8,48.4,7.3,50.7,0.5,54.6,4.7
Martell Webster,WAS,77,42,35,27.6,2.8,0.9,30.3,6,47.4,0.5,52,7.8
Marvin Williams,UTA,66,24,42,25.4,5.1,1.8,36.5,9.3,54.3,0.6,58.2,6.3
Mason Plumlee,BKN,69,36,33,18.4,4.5,2,44.5,9.4,47.3,0.6,50.3,4.9
Matt Barnes,LAC,63,45,18,27.5,4.6,1.4,29.8,9.5,48.7,0.7,52.7,7.1
Matt Bonner,SAS,61,43,18,11.3,2.1,0.8,36.2,4.5,47.4,0.4,51.8,6.4
Matthew Dellavedova,CLE,72,29,43,17.7,1.7,0.3,16.3,4.7,36.4,0.4,40.1,11.1
Maurice Harkless,ORL,80,22,58,24.4,3.3,1,31.4,6.8,48.6,0.6,53.2,7.5
Melvin Ely,NOP,2,2,0,13.6,0.5,0,0,2,25,0,25,12.8
Metta World Peace,NYK,29,10,19,13.4,2,0.9,45.8,4.6,44.4,0.3,47.2,5.9
Meyers Leonard,POR,40,20,20,8.9,2.8,1,36,5.5,50.2,0.4,53.9,5.1
Michael Beasley,MIA,55,36,19,15.1,3.1,1.1,34.9,6,51.8,0.4,55.3,5.6
Michael Carter-Williams,PHI,70,18,52,34.5,6.2,2.1,33.4,14.2,44.1,0.8,46.8,6.7
Michael Kidd-Gilchrist,CHA,61,34,27,24.1,5.1,2.3,44.2,11.1,45.9,0.7,49.2,6.6
Mike Conley,MEM,73,46,27,33.5,2.9,0.6,19.7,7.2,40.3,0.7,44.7,10.2
Mike Dunleavy,CHI,82,48,34,31.5,4.2,1.3,31.6,10.3,40.8,0.9,44.7,6.9
Mike Harris,UTA,20,1,19,11.2,1.7,0.9,54.5,5.5,30.3,0.7,34.7,6.7
Mike James,CHI,11,3,8,7,0.6,0.1,14.3,1,63.6,0,63.6,8.6
Mike Miller,MEM,82,50,32,20.8,2.5,0.6,22.2,5.1,49.9,0.4,53.8,6.9
Mike Muscala,ATL,20,10,10,10.7,2.6,1.2,44.2,6.1,43,0.4,46,5
Mike Scott,ATL,79,36,43,18.4,3.5,1.4,40.7,7.4,47.9,0.4,50.8,6
Miles Plumlee,PHX,80,47,33,24.5,7.8,3.8,49,15.3,51.1,1,54.7,4.7
Miroslav Raduljica,MIL,48,7,41,9.7,2.3,1.3,58.3,5.2,43.5,0.4,47.4,5.7
Mirza Teletovic,BKN,71,40,31,19.3,3.7,1.4,39.1,7.2,51,0.4,54.3,6.6
Mo Williams,POR,74,49,25,24.8,2.1,0.3,15.7,5.6,36.7,0.5,40.2,11.2
Monta Ellis,DAL,82,49,33,36.9,3.6,0.8,22.4,8.1,44.6,0.7,48.6,10.1
Mustafa Shakur,OKC,3,2,1,3.8,0,0,0,0,0,0,0,0
Nando De Colo,TOR,47,36,11,10.5,1.6,0.4,24.7,3.5,44,0.3,47.4,7.4
Nate Robinson,DEN,44,22,22,19.7,1.8,0.2,12.3,4.7,39.5,0.3,42.2,10.2
Nate Wolters,MIL,57,10,47,22.3,2.5,0.6,22.8,6.4,39.8,0.5,43.3,9
Nazr Mohammed,CHI,80,47,33,7,2.2,1.1,48.6,4,54.5,0.2,57.6,5.5
Nemanja Nedovic,GSW,23,16,7,5.8,0.6,0,7.1,1.4,42.4,0.1,46.7,13.8
Nene,WAS,53,30,23,29.4,5.5,2.3,40.8,13.2,42.1,1,45.7,6.5
Nick Calathes,MEM,71,42,29,16.5,1.9,0.5,25.5,4.9,39.4,0.4,42.4,10.5
Nick Collison,OKC,81,58,23,16.7,3.6,2,54.3,8.1,44.7,0.7,49.2,5.6
Nick Young,LAL,64,21,43,28.3,2.6,0.5,18.1,6.4,40.8,0.3,43,9.6
Nicolas Batum,POR,82,54,28,36,7.5,2.2,30,14.5,51.3,0.9,54.7,6.5
Nikola Pekovic,MIN,54,27,27,30.8,8.7,4.7,54.5,17.8,48.6,0.9,51.3,4.9
Nikola Vucevic,ORL,57,19,38,31.8,11,5,45.8,19.3,56.9,1,60.1,4.5
Norris Cole,MIA,82,54,28,24.6,2,0.3,15.6,5.2,37.6,0.5,41.1,10.3
O.J. Mayo,MIL,51,10,41,25.8,2.3,0.5,21.2,5.9,39.1,0.2,40.5,11
Ognjen Kuzmic,GSW,21,16,5,4.4,1,0.6,61.9,2.5,40.4,0.2,43.8,4
Omer Asik,HOU,48,32,16,20.2,7.9,4.5,57.4,14.1,56,0.8,59.3,4.1
Omri Casspi,HOU,71,46,25,18.1,3.7,1.2,32.7,8.1,45.5,0.5,48.8,6.2
Orlando Johnson,SAC,45,34,11,8.7,1.2,0.4,30.9,3.1,39.9,0.3,44.7,7.3
Othyus Jeffers,MIN,6,2,4,7.8,1.5,0.3,22.2,2.8,52.9,0.2,56.3,5.3
Otto Porter Jr.,WAS,37,20,17,8.6,1.5,0.5,31.6,3.2,47.9,0.4,53.8,7.3
P.J. Tucker,PHX,81,48,33,30.7,6.5,2.2,33.5,11.9,54.7,0.6,57.7,7.1
Pablo Prigioni,NYK,66,29,37,19.4,2,0.3,16.3,4.8,40.7,0.2,42.4,10.9
Patrick Beverley,HOU,56,39,17,31.3,3.5,0.9,25,8.3,42.3,0.7,46.3,10.5
Patrick Patterson,TOR,64,37,27,23.5,5.2,2.5,47.5,10.1,51.8,0.6,55.1,5.7
Patty Mills,SAS,81,62,19,18.9,2.1,0.3,16,4.6,45.2,0.3,48,11.3
Pau Gasol,LAL,60,21,39,31.4,9.7,4,41.4,17.1,56.5,0.9,59.7,5.2
Paul George,IND,80,54,26,36.2,6.8,1.5,22.7,13.2,51.3,0.8,54.5,6.9
Paul Millsap,ATL,73,36,37,33.6,8.5,3.8,45,17.5,48.9,1.2,52.6,5.5
Paul Pierce,BKN,74,41,33,28,4.7,1.6,34.8,9.3,49.9,0.8,54.4,6.9
Pero Antic,ATL,49,23,26,18.4,4.2,1.9,45.6,8.4,49.5,0.6,53.1,5.2
Perry Jones III,OKC,62,45,17,12.3,1.8,0.6,33.3,4,46.3,0.4,51.4,7.3
Peyton Siva,DET,24,9,15,9.3,0.6,0.1,14.3,2,28.6,0.2,31.1,9.4
Phil Pressey,BOS,75,23,52,15.1,1.4,0.2,11.4,3.8,36.8,0.3,39.6,10.7
Quincy Acy,SAC,63,22,41,13.5,3.4,1.4,42.1,7.3,46.7,0.6,50.7,5.7
Quincy Miller,DEN,52,21,31,15.2,2.8,0.9,33.3,6.4,43.9,0.5,47.9,6.8
Quincy Pondexter,MEM,15,7,8,18,1.7,0.5,30.8,4.3,40,0.4,44.1,9.9
Rajon Rondo,BOS,30,6,24,33.3,5.5,0.9,17.1,12.5,43.6,1,47.4,7.5
Ramon Sessions,MIL,83,30,53,26.7,2.4,0.3,13.3,5.7,43.3,0.3,46,11.2
Randy Foye,DEN,81,36,45,30.7,2.9,0.5,18.5,7,41.1,0.5,44.4,11.4
Rashard Lewis,MIA,60,41,19,16.2,1.8,0.6,34.5,4.4,41.4,0.4,44.9,6.6
Rasual Butler,IND,50,30,20,7.6,0.8,0.2,29.3,2,41.4,0.1,44.6,7
Ray Allen,MIA,73,47,26,26.5,2.8,0.7,23.4,6.1,46.2,0.3,48.8,8.3
Ray McCallum,SAC,45,16,29,19.9,1.8,0.3,19,4.6,38.2,0.4,41.6,11.6
Raymond Felton,NYK,65,31,34,31,3,0.8,26.4,8.1,37.5,0.7,40.9,10.7
Reggie Bullock,LAC,43,30,13,9.2,1.3,0.4,31.5,2.6,47.8,0.2,52.4,8.4
Reggie Evans,SAC,54,18,36,16.6,6.2,3,47.9,12.6,49.1,0.7,52.1,4.8
Reggie Jackson,OKC,80,57,23,28.5,3.9,0.9,22,8.4,46.7,0.7,51.1,8.4
Reggie Williams,OKC,3,3,0,5.6,0,0,0,0.3,0,0,0,0
Richard Jefferson,UTA,82,25,57,27,2.7,0.5,17.4,6.4,41.8,0.5,45.3,8.1
Ricky Ledo,DAL,11,5,6,3,0.2,0.2,100,0.6,28.6,0.1,33.3,1.2
Ricky Rubio,MIN,82,40,42,32.2,4.2,1,24,10,41.6,0.6,44.2,9.9
Robbie Hummel,MIN,53,26,27,12.4,2.5,0.8,32.6,4.9,50.4,0.4,54.8,6.5
Robert Covington,HOU,7,4,3,4.8,0.7,0.3,40,2,35.7,0.3,41.7,4.2
Robert Sacre,LAL,65,20,45,16.8,3.9,1.7,43.3,9.1,43.1,0.6,46.4,5.1
Robin Lopez,POR,82,54,28,31.8,8.5,4.8,56.6,20.1,42.4,1.4,45.7,5.2
Rodney Stuckey,DET,73,27,46,26.7,2.3,0.6,27.8,5.8,40.1,0.4,42.8,9.9
Roger Mason Jr.,MIA,25,18,7,10.4,0.9,0.2,22.7,1.7,51.2,0.2,59.5,12.2
Ronnie Brewer,CHI,24,17,7,6.7,0.6,0.2,35.7,1.7,34.1,0.1,36.8,7.4
Ronnie Price,ORL,31,9,22,12.2,1.4,0.3,20.9,3.4,41.3,0.1,42.6,11
Ronny Turiaf,MIN,31,16,15,19.5,5.6,2.9,51.1,11,51.2,1.1,56.9,4.6
Roy Hibbert,IND,81,55,26,29.7,6.6,3.5,52.8,16.4,40.5,1.1,43.5,5.1
Royal Ivey,OKC,2,2,0,2.4,0.5,0,0,0.5,100,0,100,17.8
Royce White,SAC,3,1,2,3,0,0,0,0.3,0,0.3,0,0
Rudy Gay,SAC,72,26,46,34.7,5.9,2.1,35.1,12.6,46.4,0.9,49.8,6.9
Rudy Gobert,UTA,45,7,38,9.6,3.4,1.6,47.7,6.9,49.7,0.4,52.9,5.1
Russell Westbrook,OKC,46,34,12,30.7,5.7,1.5,25.9,11.5,49.9,0.6,52.5,8.6
Ryan Anderson,NOP,22,12,10,36.1,6.5,3.5,54.9,15.5,41.8,1.5,46.3,5.1
Ryan Gomes,OKC,5,3,2,6.8,0.8,0.2,25,1.6,50,0,50,6.8
Ryan Hollins,LAC,61,43,18,7.9,1.5,0.8,52.2,4.4,33.3,0.3,35.9,5.6
Ryan Kelly,LAL,59,15,44,22.2,3.7,1.4,36.5,7.3,51,0.5,55,6.6
Samuel Dalembert,DAL,80,48,32,20.2,6.8,3.5,51.6,13.5,50.2,1,54,4.6
Sasha Vujacic,LAC,2,1,1,5.2,1.5,0,0,2.5,60,0,60,7.2
Scotty Hopson,CLE,2,2,0,3.4,0,0,0,0.5,0,0,0,0
Serge Ibaka,OKC,81,59,22,32.9,8.8,4.4,50.8,17.6,49.8,1.5,54.5,4.7
Sergey Karasev,CLE,22,7,15,7.1,0.7,0,0,2.1,34,0.2,37.2,7.1
Seth Curry,CLE,2,1,1,6.5,0.5,0.5,100,1,50,0,50,2.2
Shabazz Muhammad,MIN,37,21,16,7.8,1.4,0.8,52.8,3.5,41.4,0.2,43.8,5.5
Shane Battier,MIA,73,49,24,20.1,1.9,0.8,41.3,6.3,29.9,0.7,33.6,7.2
Shane Edwards,CLE,2,0,2,5.9,1,1,100,2,50,0,50,3.4
Shane Larkin,DAL,48,26,22,10.2,0.9,0.2,19,2.2,39.6,0.1,42.4,11.2
Shannon Brown,NYK,29,19,10,8.7,1,0,3.6,2.2,44.4,0,45.2,10.8
Shaun Livingston,BKN,75,41,34,26,3.2,0.9,28.6,7.2,44.8,0.4,47.4,8.8
Shavlik Randolph,PHX,14,8,6,6.8,1.8,0.7,40,5.2,34.2,0.8,40.3,3.6
Shawn Marion,DAL,76,44,32,31.7,6.5,2.2,33.6,11.6,56.3,0.6,59.5,7.3
Shawne Williams,LAL,36,14,22,20.9,4.6,1.8,37.7,9.4,49.3,0.4,51.5,6
Shelvin Mack,ATL,72,33,39,20.4,2.2,0.5,24.1,5.4,40.5,0.4,44.1,8.3
Solomon Hill,IND,28,17,11,8.1,1.5,0.6,39,2.9,51.3,0.1,53.2,6.6
Solomon Jones,ORL,11,2,9,7.7,1.5,0.7,50,3.3,44.4,0.3,48.5,7.1
Spencer Hawes,CLE,80,26,54,30.9,8.3,3.6,43.6,16.8,49.1,1.3,53.1,4.9
Stephen Curry,GSW,77,49,28,36.4,4.3,0.9,20.2,9.7,44.6,0.6,47.6,10.4
Stephen Jackson,LAC,9,6,3,11.9,1.1,0.7,60,3.1,35.7,0.3,40,7.4
Steve Blake,GSW,55,31,24,27.2,2.9,0.5,17,6.5,44.7,0.6,49.1,11.2
Steve Nash,LAL,15,4,11,20.8,1.9,0.2,10.3,4.8,40.3,0.3,42.6,11.2
Steve Novak,TOR,54,28,26,10,1.1,0.4,39.7,2.4,44.3,0.1,45.3,7.9
Steven Adams,OKC,81,59,22,14.8,4.1,2.4,57.8,9.5,43.1,0.8,46.9,4.4
Taj Gibson,CHI,82,48,34,28.7,6.8,3.2,46.4,14.7,46.3,1.1,50.1,6.1
Tayshaun Prince,MEM,76,46,30,25.6,3.1,1,33.8,6.5,47.2,0.3,49.7,7.6
Terrence Jones,HOU,76,51,25,27.3,6.9,2.9,42.4,13.3,52.2,0.8,55.4,6
Terrence Ross,TOR,80,46,34,26.7,3.1,0.7,22.3,6.3,48.8,0.3,51.6,7.9
Thabo Sefolosha,OKC,61,44,17,26,3.6,1,27.7,7.4,48.5,0.6,53,9.4
Thaddeus Young,PHI,79,18,61,34.4,6,2.6,42.4,13.3,45.2,0.8,48,6.9
Thomas Robinson,POR,70,47,23,12.5,4.4,2.1,48.2,9,48.8,0.7,52.7,4.7
Tiago Splitter,SAS,59,46,13,21.5,6.2,3.1,49.6,12.8,47.9,1.2,52.8,5.1
Tim Duncan,SAS,74,56,18,29.2,9.7,4.6,47,17.1,57.1,0.9,60.3,4.8
Tim Hardaway Jr.,NYK,81,37,44,23.2,1.5,0.4,25.6,4.5,33.3,0.3,35.8,11.5
Timofey Mozgov,DEN,82,36,46,21.6,6.4,3,47.3,14.2,45.4,1.1,49.3,4.9
Tobias Harris,ORL,61,16,45,30.3,7,2.7,39.4,13.3,52.2,1,56.5,5.2
Toney Douglas,MIA,51,33,18,13.2,1.7,0.3,18.4,3.5,48.1,0.2,50.9,9.5
Tony Allen,MEM,55,31,24,23.2,3.8,1.3,34.6,7.7,49.2,0.6,53.1,8.7
Tony Mitchell,MIL,3,0,3,3.2,0.3,0,0,0.7,50,0.3,100,1.8
Tony Mitchell,DET,21,6,15,3.8,1.2,0.9,69.2,2.4,51,0.2,55.3,5.2
Tony Parker,SAS,68,51,17,29.4,2.3,0.2,8.4,6.2,36.8,0.3,38.8,12.2
Tony Snell,CHI,77,46,31,16,1.6,0.4,23.4,3.6,44.4,0.2,47.7,8.7
Tony Wroten,PHI,72,18,54,24.5,3.2,0.9,28.9,7.8,40.6,0.4,42.9,8.9
Tornike Shengelia,CHI,25,13,12,5.9,0.6,0.2,31.3,1.8,36.4,0.2,40,8
Toure' Murry,NYK,51,26,25,7.3,0.9,0.2,27.3,2.1,41.1,0.2,45.4,10.5
Travis Outlaw,SAC,63,22,41,16.9,2.7,0.8,29.8,5.4,49,0.4,52.7,7.8
Trevor Ariza,WAS,76,41,35,35.4,6.2,1.7,26.7,11.6,53.8,0.8,57.8,7.6
Trevor Booker,WAS,71,36,35,21.5,5.3,2.1,40.5,11.8,44.9,0.9,48.5,6.2
Trey Burke,UTA,70,24,46,32.3,3,0.3,11.1,6.5,45.4,0.3,47.9,11.5
Tristan Thompson,CLE,82,33,49,31.6,9.2,4.2,45.2,19.8,46.4,1.1,49.2,5.5
Troy Daniels,HOU,5,3,2,15,0.8,0.2,25,3,26.7,0.4,30.8,13.5
Ty Lawson,DEN,62,29,33,35.8,3.5,0.7,20.5,8.3,41.7,0.5,44.7,12
Tyler Hansbrough,TOR,63,37,26,15.3,4.5,2.6,59.1,9.9,45,0.6,47.7,4.5
Tyler Zeller,CLE,70,27,43,15,4,2.1,51.4,8.3,48.4,0.5,51.3,5.1
Tyreke Evans,NOP,72,32,40,28.2,4.7,1.6,33.7,10.6,44.7,0.6,47.5,8.1
Tyshawn Taylor,BKN,22,10,12,11.9,0.7,0.2,33.3,2.7,25,0.3,27.8,10.3
Tyson Chandler,NYK,55,24,31,30.2,9.6,4.1,42.5,18.1,53.2,1.3,57.4,5.1
Udonis Haslem,MIA,46,30,16,14.2,3.8,1.7,44,7.8,48.6,0.6,52.6,5.1
Vander Blue,BOS,3,1,2,4.9,1,0,0,1,100,0,100,13.6
Viacheslav Kravtsov,PHX,20,13,7,3,0.9,0.4,47.1,2.1,41.5,0.2,44.7,8.3
Victor Claver,POR,21,13,8,8.8,1.9,0.9,46.2,4,46.4,0.4,51.3,6.4
Victor Oladipo,ORL,80,23,57,31.1,4.1,1,24.9,9.8,42.1,0.8,45.7,9.1
Vince Carter,DAL,81,49,32,24.4,3.5,1.6,44.4,8.6,40.9,0.7,44.6,6.1
Vitor Faverani,BOS,37,13,24,13.2,3.5,1.7,50,7.8,44.6,0.5,47.4,5
Wayne Ellington,DAL,45,23,22,8.7,1,0.2,25.6,2.1,44.8,0.1,47.8,11.1
Wesley Johnson,LAL,79,27,52,28.4,4.4,1.3,29.9,9.5,46.5,0.6,49.9,7.6
Wesley Matthews,POR,82,54,28,33.9,3.5,0.8,21.5,8.5,41.5,0.7,45.4,8.7
Will Barton,POR,41,27,14,9.4,1.8,0.5,27,3.8,47.7,0.3,51.4,6.9
Will Bynum,DET,56,17,39,18.8,1.8,0.3,17.2,4.6,38.1,0.2,39.4,12
Willie Green,LAC,55,38,17,15.8,1.4,0.3,19.2,3.7,38.8,0.3,42.2,9.2
Wilson Chandler,DEN,62,27,35,31.1,4.7,1.8,37.8,10.1,46.8,0.9,51.1,6.4
Xavier Henry,LAL,43,16,27,21.1,2.7,0.7,28.1,7.4,35.7,0.4,38,9.2
Zach Randolph,MEM,79,49,30,34.2,10.1,4.8,47.5,20.5,49,1.5,52.8,4.7
Zaza Pachulia,MIL,52,10,42,25.2,6.3,3.4,53.9,13.4,47.2,1,51.1,4.8
