Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Andris Biedrins,UTA,6,0,6,7.4,2.8,0.8,29.4,5,56.7,0.2,58.6,4.1
Antawn Jamison,LAC,22,15,7,11.3,2.5,1.1,43.6,5.5,45.1,0.2,46.6,5.4
Anthony Bennett,CLE,52,20,32,12.7,3,1.3,45.2,6.5,46,0.3,48.1,6.4
Anthony Davis,NOP,67,29,38,35.2,10,4.9,48.4,16.5,60.8,0.8,64,5.4
Anthony Morrow,NOP,76,32,44,18.8,1.8,0.6,30,4.2,44,0.4,48.4,9.8
Anthony Randolph,DEN,43,15,28,12.3,2.8,1,34.4,5.4,52.6,0.3,56.2,5.6
Anthony Tolliver,CHA,63,32,31,20.3,2.7,0.8,29.3,5.6,47.7,0.5,52.4,8.4
Archie Goodwin,PHX,52,32,20,10.2,1.7,0.5,31,4,42.2,0.3,46.3,7.6
Arinze Onuaku,CLE,5,2,3,6,1.6,0.6,37.5,2.4,66.7,0.2,72.7,5.2
Arnett Moultrie,PHI,12,0,12,15.6,2.9,1.2,40,6.9,42.2,0.5,45.5,6.1
Aron Baynes,SAS,53,41,12,9.3,2.7,1.5,56.6,5.3,51.2,0.2,53.3,5.2
Arron Afflalo,ORL,73,21,52,35,3.6,0.5,14.9,8.6,41.6,0.6,44.6,9.3
Austin Daye,SAS,22,16,6,6.7,1.2,0.7,59.3,2.4,50.9,0.2,55.1,5.5
Austin Rivers,NOP,69,27,42,19.4,1.9,0.4,23.3,5.4,34.3,0.5,37.8,8.8
Avery Bradley,BOS,60,19,41,30.9,3.8,0.9,23.9,8.8,42.9,0.7,46.7,7.6
Ben Gordon,CHA,19,8,11,14.7,1.4,0.4,29.6,3.9,36.5,0.2,38.6,9.3
Ben McLemore,SAC,81,28,53,26.8,2.9,0.6,19.1,7.9,36.8,0.9,41.5,9.9
Beno Udrih,MEM,41,18,23,15.7,1.4,0.3,22,3.8,38.1,0.3,41.8,11.4
Bernard James,DAL,30,17,13,4.9,1.4,1,71.4,3.1,44.7,0.1,45.7,4.1
Bismack Biyombo,CHA,76,41,35,14,4.8,2.3,48.9,9.9,48.6,0.6,51.9,4.9
Blake Griffin,LAC,80,56,24,35.8,9.5,4.4,46.1,18.4,51.4,1.2,55,5.3
Boris Diaw,SAS,79,60,19,25,4.1,1.7,42.3,9.5,43.6,0.8,47.5,6.4
Bradley Beal,WAS,72,40,32,34.6,3.8,0.9,23.7,8.3,45.2,0.6,49,9.2
Brandan Wright,DAL,58,36,22,18.6,4.2,2.3,53.7,8.3,50.5,0.6,54.6,6
Brandon Bass,BOS,82,25,57,27.6,5.7,2.3,39.6,11.4,50.3,0.7,53.7,6.9
Brandon Davies,PHI,51,15,36,11.3,2.1,1,45,5.3,40.1,0.3,42.2,6.4
Brandon Jennings,DET,80,28,52,34.1,3.1,0.5,16,7.2,42.2,0.4,44.6,11.4
Brandon Knight,MIL,72,13,59,33.3,3.5,0.8,21.6,8.8,40.2,0.9,44.8,10
Brandon Rush,UTA,38,13,25,11,1.2,0.4,36.4,2.8,41.9,0.2,45.4,8
Brian Roberts,NOP,72,28,44,23.1,1.9,0.2,12.5,4.6,41.5,0.3,44.7,12
Brook Lopez,BKN,17,7,10,31.4,6,3.4,56.9,14,42.9,1.5,47.9,5.8
Byron Mullens,PHI,45,16,29,9.2,2,0.8,38,3.8,53.2,0.4,58.6,5.2
C.J. Watson,IND,63,48,15,18.9,1.6,0.3,16.8,3.8,42.3,0.3,45.7,10.7
CJ McCollum,POR,38,21,17,12.5,1.3,0.3,25,3.4,37.5,0.2,40,9.5
CJ Miles,CLE,51,21,30,19.3,2,0.5,26.2,4.5,44.4,0.3,47.5,10.1
Carl Landry,SAC,18,5,13,12.9,3.2,1,31.6,7.8,40.7,0.6,44.2,7.9
Carlos Boozer,CHI,76,43,33,28.2,8.3,3.3,39.4,14.4,57.9,0.9,61.6,5.5
Carmelo Anthony,NYK,77,35,42,38.7,8.1,3.2,39.5,14.2,56.9,0.6,59.6,5.6
Caron Butler,OKC,55,21,34,25.3,4.1,1.3,33.2,8.2,49.3,0.6,53.2,6.6
Carrick Felix,CLE,7,2,5,5.4,0.9,0.3,33.3,2,42.9,0.3,50,9
Cartier Martin,ATL,59,27,32,14.7,1.9,0.5,27.3,4.2,44.4,0.4,48.5,7.8
Casper Ware,PHI,9,3,6,12.9,1,0.1,11.1,3.4,29,0.3,32.1,10.4
Chandler Parsons,HOU,74,50,24,37.6,5.5,1.3,23,11.8,47,0.8,50.4,8.9
Channing Frye,PHX,82,48,34,28.2,5.1,2.3,44.7,10.6,47.9,0.8,51.8,5.4
Charlie Villanueva,DET,20,5,15,9,1.7,0.9,50,3.8,45.3,0.3,49.3,5.2
Chase Budinger,MIN,41,21,20,18.3,2.5,0.7,28.2,4.4,56.9,0.2,59.9,6.6
Chauncey Billups,DET,19,7,12,16.3,1.5,0.2,14.3,3.5,42.4,0.3,45.9,8.1
Chris Andersen,MIA,72,49,23,19.4,5.3,2.8,52.2,11.8,44.4,0.8,47.7,4.5
Chris Babb,BOS,14,3,11,9.5,1.2,0.5,41.2,2.7,44.7,0.2,48.6,7.2
Chris Bosh,MIA,79,53,26,32,6.6,2.9,43.7,13.1,50.6,0.8,53.8,5.7
Chris Copeland,IND,41,25,16,6.5,0.8,0.3,43.8,2.2,36,0.2,40,8.3
Chris Douglas-Roberts,CHA,48,26,22,20.7,2.4,0.7,30.2,5,48.3,0.4,53,8.7
Chris Johnson,BOS,40,11,29,19.7,2.4,0.8,32,6.3,38.6,0.5,41.6,7.2
Chris Kaman,LAL,39,13,26,18.9,5.9,2.7,45.4,11.5,51,1,55.7,4.7
Chris Paul,LAC,62,44,18,35,4.3,0.7,17.2,10.1,42.9,0.6,45.9,10.7
Chris Singleton,WAS,25,13,12,10,2.2,0.6,29.1,5,43.7,0.4,47.8,7.2
Chris Smith,NYK,2,0,2,1,0,0,0,0,0,0,0,0
Chris Wright,MIL,8,1,7,15.7,2.5,1.3,50,7.1,35.1,0.4,37,6.6
Chuck Hayes,TOR,60,33,27,12.2,3.4,1.7,49.3,7,48.8,0.6,53.5,5.3
Cody Zeller,CHA,81,42,39,17.3,4.3,1.8,42.5,9.4,45.3,0.6,48.5,5.4
Cole Aldrich,NYK,46,26,20,7.2,2.8,1.2,43.4,4.7,59.7,0.2,62.6,4.8
Corey Brewer,MIN,81,40,41,32.2,2.6,0.6,23.2,6.4,40,0.5,43.3,10.3
Cory Joseph,SAS,68,52,16,13.8,1.6,0.6,35.5,3.7,43,0.2,45.7,9.7
Courtney Lee,MEM,79,47,32,25,2.4,0.5,19.8,5.2,45.2,0.3,48.2,9.4
D.J. Augustin,CHI,70,43,27,27.5,1.8,0.3,15.5,5.5,33.4,0.4,35.9,12.9
DJ Stephens,MIL,3,0,3,4.9,1.7,0.3,20,3.3,50,0,50,8.9
DJ White,CHA,2,2,0,5.1,1,0,0,1.5,66.7,0,66.7,8.1
Damian Lillard,POR,82,54,28,35.8,3.5,0.7,19.4,10.1,34.6,1,38.2,9.2
Damion James,SAS,5,1,4,10.1,2.4,0.8,33.3,4,60,0.6,70.6,7
Daniel Orton,PHI,22,7,15,11.4,2.8,1.3,47.5,6,45.9,0.5,49.6,5.4
Danny Granger,LAC,41,31,10,20.7,3.2,1,32.3,7.9,41,0.6,44.5,6.7
Danny Green,SAS,68,54,14,24.3,3.4,0.9,27.5,7.6,44.4,0.7,49,6.9
Dante Cunningham,MIN,81,39,42,20.2,4.1,1.5,37.6,9,45.2,0.7,49.2,6.5
Darius Johnson-Odom,PHI,3,0,3,5.1,0.7,0,0,1.3,50,0,50,6.7
Darius Miller,NOP,45,14,31,16.1,1.2,0.4,30.8,3,39.1,0.2,42.6,11.1
Darius Morris,MEM,27,16,11,11.6,1,0.1,15.4,2.7,36.1,0.1,37.1,12.1
Darrell Arthur,DEN,68,33,35,17.1,3.1,1.2,40,7.4,41.9,0.6,45.8,6.6
Darren Collison,LAC,80,56,24,25.9,2.4,0.4,18.1,5.9,39.6,0.6,43.6,12.7
David Lee,GSW,68,41,27,33.1,9.4,3.8,40.1,18.2,51.5,1.4,56,5.4
David West,IND,80,54,26,30.9,6.8,2.8,40.6,13.3,50.9,0.9,54.8,5.7
DeAndre Jordan,LAC,82,57,25,35,13.6,6.3,46.5,22.2,61.3,1.1,64.6,5.1
DeAndre Liggins,MIA,1,1,0,1.4,1,0,0,1,100,0,100,1.4
DeJuan Blair,DAL,78,46,32,15.6,4.7,2.4,51.4,9.6,49.3,0.7,53.2,4.9
DeMar DeRozan,TOR,78,44,34,38.2,4.3,1,24,9.4,46.1,0.6,49.1,9.3
DeMarcus Cousins,SAC,70,28,42,32.5,11.8,5.1,43.3,20.4,57.7,1.2,61.4,4.7
DeMarre Carroll,ATL,73,37,36,32.1,5.5,1.7,30.8,11.4,48.4,0.7,51.7,7.3
Dennis Schroder,ATL,48,21,27,13,1.2,0.2,13.6,3.5,34.9,0.4,39.3,9
Derek Fisher,OKC,81,59,22,17.6,1.5,0.4,24.6,3.5,43.1,0.2,45.9,11.1
Deron Williams,BKN,64,37,27,32.2,2.6,0.4,16.7,7.3,36,0.4,37.9,10.8
Derrick Favors,UTA,73,25,48,30.2,8.7,4.4,49.9,16.8,51.8,1.1,55.5,5
Derrick Rose,CHI,10,5,5,31.1,3.2,0.7,21.9,9.8,32.7,0.6,34.8,10.3
Derrick Williams,SAC,77,29,48,23.4,4.1,1.2,30.1,8.1,51,0.5,54.7,6.5
Devin Harris,DAL,40,24,16,20.4,2.1,0.4,20,4.8,44.5,0.4,48.3,9.5
Dewayne Dedmon,ORL,31,7,24,12.6,4.1,1.8,43.3,7.2,57,0.3,59.6,4.8
Dexter Pittman,ATL,2,0,2,1.5,1.5,1,66.7,1.5,100,0,100,1.7
Diante Garrett,UTA,71,23,48,14.8,1.4,0.2,13.4,2.9,47.1,0.2,51.3,9
Dion Waiters,CLE,70,28,42,29.6,2.8,0.7,24.1,6.8,41.1,0.4,43.9,9.7
Dionte Christmas,PHX,31,15,16,6.4,1.2,0.4,34.2,2.5,50,0.3,55.9,8
Dirk Nowitzki,DAL,80,48,32,32.9,6.2,2.5,40,11,56.5,1,61.9,5.2
Donald Sloan,IND,48,31,17,8.2,0.9,0.1,9.1,1.7,53,0.1,56.4,9.5
Donatas Motiejunas,HOU,62,42,20,15.4,3.6,1.5,42.7,8,45.3,0.6,49.1,5.4
Dorell Wright,POR,68,48,20,14.5,2.8,0.9,30.4,5.5,50.8,0.5,55.5,7.3
Doron Lamb,ORL,53,13,40,13.1,0.9,0.2,24.5,2.4,38,0.1,39.8,11.6
Draymond Green,GSW,81,50,31,21.9,5,2.4,47.3,9.6,52.2,0.8,56.7,5.1
Drew Gooden,WAS,21,12,9,18,5,2,40.6,10,50.2,0.7,54.1,5.5
Dwight Buycks,TOR,14,5,9,10.4,1.6,0.2,13,4.1,40.4,0.1,41.8,8.9
Dwight Howard,HOU,71,48,23,33.8,12.2,5.9,48.7,21.9,55.7,1.3,59.1,4.4
Dwyane Wade,MIA,54,36,18,32.9,4.5,1.3,28.6,9.6,46.3,0.7,50.1,9.7
E'Twaun Moore,ORL,79,22,57,19.1,1.7,0.5,29.4,4.4,39,0.5,43.7,10.2
Earl Clark,NYK,54,22,32,14.2,2.6,0.9,33.6,5.6,47.4,0.4,50.7,6.3
Earl Watson,POR,24,17,7,6.7,0.6,0.1,13.3,1.7,37.5,0.1,39.5,12.4
Ed Davis,MEM,63,38,25,15.2,4.1,2.1,50,9.1,45.5,0.6,48.9,4.8
Ekpe Udoh,MIL,42,7,35,19.1,3.5,1.6,45.9,9.3,38,0.8,41.7,6.6
Elias Harris,LAL,2,1,1,5.7,0.5,0,0,0.5,100,0,100,26.5
Elliot Williams,PHI,67,13,54,17.3,1.9,0.4,20,4.3,45.6,0.3,48.7,8
Elton Brand,ATL,72,34,38,19.3,5,2.5,50.4,9.9,49.9,0.7,53.6,5.4
Enes Kanter,UTA,80,23,57,26.7,7.5,4.2,56,15.6,47.8,1.1,51.3,4.6
Eric Bledsoe,PHX,43,28,15,32.9,4.7,0.9,19.3,10.1,46.5,0.7,49.8,9.2
Eric Gordon,NOP,64,26,38,32.1,2.6,0.5,18.2,6.3,40.7,0.5,44.1,9.5
Eric Maynor,PHI,31,11,20,10.5,1.3,0.2,12.8,2.5,51.3,0.2,55.7,10.9
Erik Murphy,CHI,24,13,11,2.6,0.3,0.1,25,1.2,28.6,0,28.6,8.5
Ersan Ilyasova,MIL,54,10,44,26.9,6.3,3.1,50,12.2,51.2,0.7,54.2,5
Evan Fournier,DEN,76,35,41,19.8,2.7,0.7,26.7,6.2,42.7,0.4,45.7,8.6
Evan Turner,IND,81,29,52,30.3,5,1.3,25,10.5,47.9,0.7,51.6,7.4
Francisco Garcia,HOU,55,33,22,19.7,2.2,0.5,20.5,5.3,42.1,0.5,46.6,8.8
Gal Mekel,DAL,31,18,13,9.4,0.9,0.1,11.1,2.2,40.3,0.2,43.5,10.6
Garrett Temple,WAS,74,40,34,8.6,0.9,0.2,22.1,2.6,35.2,0.2,38.4,9.9
Gary Neal,CHA,51,19,32,21.3,1.7,0.4,22.4,4,41.3,0.4,45.2,9
George Hill,IND,76,50,26,32,3.7,0.8,21.9,8.4,44.1,0.6,47.6,9.2
Gerald Green,PHX,82,48,34,28.4,3.4,0.9,26.2,7.1,47.3,0.4,50.3,8.5
Gerald Henderson,CHA,76,39,37,32,4.1,0.8,20.7,8.2,49.8,0.4,52,7.9
Gerald Wallace,BOS,58,19,39,24.4,3.7,1.3,35.4,7.5,48.8,0.5,52.5,6.4
Giannis Antetokounmpo,MIL,76,14,62,24.7,4.4,1.5,33.2,9.8,45.4,0.6,48.6,6.3
Gigi Datome,DET,34,9,25,7,1.4,0.6,41.3,2.9,46,0.1,47.9,7.2
Glen Davis,LAC,68,30,38,24.4,5.2,2.5,49,10.9,47.6,1,52.2,5.7
Glen Rice,WAS,11,2,9,9.9,1.8,0.5,25,2.9,62.5,0.1,64.5,13
Goran Dragic,PHX,76,45,31,35.1,3.2,0.6,19.6,8.4,38.4,0.6,41.5,11.9
Gordon Hayward,UTA,77,23,54,36.4,5.1,1.3,25.8,10.2,49.9,0.7,53.6,8.9
Gorgui Dieng,MIN,60,32,28,13.6,5,2.5,50.3,9.2,54.3,0.4,56.9,4.8
Greg Monroe,DET,82,29,53,32.8,9.3,4.9,53.2,18.4,50.3,1.4,54.5,5.1
Greg Oden,MIA,23,16,7,9.2,2.3,1,42.6,5.5,42.9,0.3,45.8,7.5
Greg Smith,HOU,11,7,4,9.1,2.5,1.1,44.4,5.4,45.8,0.4,49.1,4.6
Greg Stiemsma,NOP,55,21,34,18.3,4.1,1.7,40.7,8.8,46.6,0.7,50.3,4.4
Greivis Vasquez,TOR,78,46,32,22.6,2.2,0.5,22.1,5.7,39,0.4,42,9.6
Gustavo Ayon,ATL,25,12,13,16.8,4.9,2.3,46.7,10.2,47.8,0.6,50.8,4.7
Hamady Ndiaye,SAC,14,5,9,5.3,1.3,0.5,38.9,2.9,45,0.3,50,5.4
Harrison Barnes,GSW,77,47,30,28.1,4,1.1,27.7,9,44.9,0.9,49.7,7.9
Hasheem Thabeet,OKC,23,18,5,8.4,1.7,0.7,42.5,3.5,49.4,0.3,54.1,5.3
Hedo Turkoglu,LAC,38,27,11,10.3,2.3,0.8,33.7,4.7,50.3,0.3,54.3,6.2
Henry Sims,PHI,46,11,35,19,5.2,2.6,51.1,12,42.9,0.9,46.2,4.9
Hilton Armstrong,GSW,15,12,3,6.4,3.1,2.2,70.2,5,62.7,0.3,66.2,4.4
Hollis Thompson,PHI,77,18,59,22.6,3.2,1.2,36,6.7,47.8,0.3,50.3,7.9
Ian Clark,UTA,23,3,20,7.5,0.8,0.3,31.6,2,40.4,0.1,43.2,10.9
Ian Mahinmi,IND,77,51,26,16.2,3.3,1.8,54.9,8.9,37.7,0.6,40.6,5.8
Iman Shumpert,NYK,74,36,38,26.5,4.2,1.3,30.2,8.9,46.6,0.6,50.1,7.7
Isaiah Canaan,HOU,22,14,8,11.5,1.1,0.2,20.8,2.9,38.1,0.3,42.9,11.4
Isaiah Thomas,SAC,71,26,45,34.7,2.9,0.5,16.1,8.4,34.6,0.6,37.2,12.3
Ish Smith,PHX,70,39,31,14.4,1.8,0.5,29.5,4.6,39.8,0.5,44.8,7.9
J.J. Barea,MIN,79,40,39,18.6,1.9,0.3,13.6,5.2,37.5,0.4,40.6,9.5
JJ Hickson,DEN,69,31,38,26.9,9.2,3.9,42.1,16.5,55.6,0.9,59,5.8
JJ Redick,LAC,35,24,11,28.2,2.1,0.4,18.9,6.2,34.1,0.2,35.2,10.1
JR Smith,NYK,74,34,40,32.7,4,0.8,19.3,7.7,51.9,0.4,55.1,8.5
JaVale McGee,DEN,5,1,4,15.9,3.4,1.2,35.3,9,37.8,1.6,45.9,5.9
Jae Crowder,DAL,78,47,31,16.1,2.5,0.8,33,5.3,46.5,0.5,51.2,7.1
Jamaal Franklin,MEM,21,11,10,7.7,1.1,0.2,21.7,1.9,59,0.2,67.6,6.2
Jamaal Tinsley,UTA,8,0,8,13.8,1.4,0.3,18.2,2.9,47.8,0.1,50,10.2
Jamal Crawford,LAC,69,47,22,30.4,2.3,0.3,13.3,5.1,44.5,0.3,46.9,12.8
Jameer Nelson,ORL,68,21,47,32,3.4,0.5,13.4,7.6,44.6,0.5,47.5,10.4
James Anderson,PHI,80,19,61,28.9,3.8,1,25.7,8.2,45.6,0.6,49.3,7.5
James Harden,HOU,73,48,25,38,4.7,1.2,25,10.4,45.2,0.7,48.4,9.4
James Johnson,MEM,52,33,19,18.4,3.2,1,30.7,7.2,44.5,0.4,47.4,7.4
James Jones,MIA,20,15,5,11.8,1.2,0.4,30.4,3.4,34.3,0.4,38.3,9.7
James Nunnally,PHI,12,3,9,13.1,1.6,0,0,3.9,40.4,0.1,41.3,8.8
James Southerland,NOP,4,2,2,7.5,2,0.3,12.5,4,50,0,50,6.1
Jan Vesely,DEN,54,22,32,14.4,3.5,1.7,47.1,7.8,45.2,0.6,48.8,6.1
Jannero Pargo,CHA,29,15,14,8.3,0.7,0.1,10,1.6,43.5,0.2,48.8,11.2
Jared Cunningham,SAC,13,5,8,6.2,0.5,0.3,66.7,1.8,26.1,0.3,31.6,3.9
Jared Dudley,LAC,74,51,23,23.4,2.2,0.5,23.1,6.3,34.4,0.5,37.5,8.8
Jared Sullinger,BOS,74,23,51,27.6,8.1,4.7,58.4,15.6,52.1,0.8,54.8,4.5
Jarrett Jack,CLE,80,32,48,28.2,2.8,0.4,13.5,6.7,41.8,0.5,45,10
Jarvis Varnado,PHI,24,5,19,14.1,2.6,1.4,54,7,37.3,0.7,41.2,5.4
Jason Collins,BKN,22,16,6,7.8,0.9,0.4,42.1,2.8,30.6,0.1,32.2,7.3
Jason Maxiell,ORL,34,7,27,14.4,2.5,1.2,48.8,7.3,34.7,0.5,37.4,5.8
Jason Smith,NOP,31,11,20,26.8,5.8,2.3,39.8,11,53.2,0.5,56,7.4
Jason Terry,BKN,34,16,18,16,1.1,0.1,8.3,2.9,37.1,0.2,39.6,10.8
Jason Thompson,SAC,81,28,53,24.4,6.4,2.7,41.5,13.8,46.4,1.3,51.1,5.5
Jeff Adrien,MIL,53,17,36,18.1,5.8,3,52.3,11.1,52.2,0.5,54.9,4.1
Jeff Ayres,SAS,73,55,18,13,3.5,1.6,46.5,7.4,47.5,0.6,51.9,4.6
Jeff Green,BOS,82,25,57,34.2,4.6,1.3,28.9,10,46.2,0.7,49.9,6.9
Jeff Teague,ATL,78,37,41,32.2,2.6,0.4,14.6,7.1,37.1,0.6,40.3,10.9
Jeff Withey,NOP,58,21,37,11.8,2.6,1.3,50,6.3,41.2,0.5,44.6,4.6
Jeffery Taylor,CHA,26,12,14,24.2,2.3,0.6,26.7,6.7,34.3,0.5,37,9.6
Jeremy Evans,UTA,66,23,43,18.3,4.7,2.1,44.5,9.7,48.2,0.9,53,5.7
Jeremy Lamb,OKC,78,57,21,19.7,2.4,0.7,27.5,5.7,42.3,0.4,45.8,6.2
Jeremy Lin,HOU,71,48,23,28.9,2.6,0.6,21.9,8.2,32.1,0.8,35.3,10.3
Jeremy Tyler,NYK,41,20,21,9.7,2.7,1.5,56.9,5.5,48.4,0.3,51.4,5.2
Jermaine O'Neal,GSW,43,26,17,20.1,5.6,2.6,46.4,12,46.2,0.6,48.8,5.2
Jerryd Bayless,BOS,72,24,48,23.4,2,0.4,19.3,4.9,41.2,0.4,44.9,10.5
Jimmer Fredette,CHI,49,20,29,10.6,1.1,0.1,9.6,2.2,47.7,0.2,52.5,11.5
Jimmy Butler,CHI,67,43,24,38.7,4.9,1.7,33.9,11.6,42.6,1,46.6,8.4
Joakim Noah,CHI,80,48,32,35.2,11.3,5.4,47.9,22.5,50.1,1.3,53.2,4.8
Jodie Meeks,LAL,77,25,52,33.2,2.5,0.4,17.5,6.1,41.4,0.3,43.7,11.4
Joe Johnson,BKN,78,42,36,32.6,3.4,1,30.1,6.9,49.6,0.3,52.3,8.6
Joel Anthony,BOS,33,16,17,5.6,1.2,0.4,36.8,2.8,40.9,0.3,45.8,4.9
Joel Freeland,POR,52,37,15,14,4,1.9,48.1,9,44.3,0.7,47.8,5.6
John Henson,MIL,69,12,57,26.5,7.2,3.6,50,13.4,53.5,0.5,55.7,5.4
John Jenkins,ATL,13,6,7,12.1,1.7,0.5,27.3,4.3,39.3,0.5,44.9,8
John Lucas III,UTA,42,10,32,14.1,0.9,0.1,10.3,2.1,44.3,0.1,47,14.3
John Salmons,TOR,77,46,31,22.1,2.1,0.5,25.9,5.1,41.4,0.3,44.1,8.1
John Wall,WAS,81,44,37,36.4,4.1,0.7,16,9.8,41.9,0.6,44.6,10.6
Jon Leuer,MEM,49,24,25,13.1,3.2,1.2,38.6,6.5,49.7,0.4,53,5.1
Jonas Jerebko,DET,64,23,41,11.6,2.7,1.3,48.6,5.5,49.4,0.5,54,6.4
Jonas Valanciunas,TOR,80,46,34,28.3,8.9,4.4,49.6,18.8,47.1,1.2,50.2,4
Jordan Crawford,GSW,81,39,42,23,2.3,0.3,13.7,5,45,0.4,48.4,10.4
Jordan Farmar,LAL,41,16,25,22.3,2.5,0.5,18.3,5.6,45.4,0.3,48.4,10.5
Jordan Hamilton,HOU,60,31,29,17,3.2,0.9,26.8,6.9,46.6,0.6,51.2,7.4
Jordan Hill,LAL,72,24,48,20.8,7.4,4.1,54.6,15.6,47.8,0.9,50.6,4.7
Jorge Gutierrez,BKN,15,8,7,16.3,1.5,0.2,13.6,3.9,37.9,0.4,42.3,7.9
Jose Calderon,DAL,81,49,32,30.5,2.4,0.4,15.6,5.9,39.9,0.4,42.8,13.1
Josh Childress,NOP,4,2,2,6,0.8,0.3,33.3,2.3,33.3,0,33.3,2.7
Josh Harrellson,DET,32,12,20,9.9,2.4,1.2,50,4.8,49.7,0.5,55.5,5.1
Josh McRoberts,CHA,77,38,39,30.2,4.8,1.9,39.9,11.4,41.8,0.9,45.6,6.4
Josh Powell,HOU,1,0,1,19.4,5,3,60,9,55.6,0,55.6,7.7
Josh Smith,DET,77,28,49,35.5,6.8,3,44,13.5,50,1.1,54.4,6.3
Jrue Holiday,NOP,34,15,19,33.6,4.2,1.1,25.4,9.3,44.9,0.9,49.8,9.5
Julyan Stone,TOR,21,9,12,5.7,1,0.1,15,1.8,52.6,0,54.1,6.2
Justin Hamilton,MIA,8,4,4,9,0.9,0.6,71.4,2.9,30.4,0.4,35,5.9
Kawhi Leonard,SAS,66,54,12,29.1,6.2,2.4,38.8,10.9,57.4,0.7,61.6,6.7
Keith Bogans,BOS,6,1,5,9.2,0.5,0.2,33.3,2,25,0,25,6.8
Kelly Olynyk,BOS,70,18,52,20,5.2,2.3,43.8,10.6,49.3,0.9,53.6,5.7
Kemba Walker,CHA,72,37,35,35.8,4.2,0.8,18.5,10.2,41.1,1,45.5,9.9
Kendall Marshall,LAL,54,14,40,29,2.9,0.4,12.9,6.4,44.7,0.3,46.7,11.8
Kendrick Perkins,OKC,62,48,14,19.5,4.9,1.9,39,10,49.2,0.7,52.8,4.7
Kenneth Faried,DEN,80,36,44,27.2,8.6,4.3,49.9,17.2,49.9,1,53.1,4.9
Kent Bazemore,LAL,67,35,32,13.6,1.7,0.4,22.2,4.1,42.1,0.3,45.9,7.4
Kentavious Caldwell-Pope,DET,80,28,52,19.8,2,0.5,23.7,4.5,43.7,0.4,47.6,8.8
