Player,Team,GP,W,L,MIN,REB,CON_REB,CON_REB_PCT,REB_CHANCES,REB_CHANCES_PCT,DEFER_REB,ADJ_REB_CHANCE_PCT,AVG_REB_DIST
Nate Robinson,DEN,42,22,20,14.1,1.2,0.2,14,2.9,40.7,0.1,41.7,15.5
Nate Wolters,MIL,21,14,7,11.7,1.6,0.5,29.4,3.2,50,0.2,53.1,9.8
Nazr Mohammed,CHI,23,13,10,5.6,1.7,0.9,55.3,2.5,65.5,0.1,69.1,4.9
Nene,WAS,67,37,30,25.3,5.1,2.4,47,10.3,49.9,0.7,53.7,6.2
Nerlens Noel,PHI,75,18,57,30.8,8.1,3.7,45.5,15.7,51.9,0.9,55.2,5.1
Nick Calathes,MEM,58,36,22,14.4,1.8,0.6,30.2,4.1,44.7,0.3,48.4,8.1
Nick Collison,OKC,66,38,28,16.7,3.8,2.1,54.4,7.8,48.4,0.5,51.9,5.6
Nick Johnson,HOU,27,17,10,9.6,1.4,0.6,41,3.4,42.9,0.2,45.3,7.6
Nick Young,LAL,42,12,30,23.8,2.3,0.4,18.8,4.7,49,0.4,53,11.4
Nicolas Batum,POR,71,43,28,33.5,5.9,1.3,22.6,11.1,52.6,0.8,56.5,6.4
Nik Stauskas,SAC,73,26,47,15.4,1.2,0.2,18.2,3,40.2,0.2,42.5,10.3
Nikola Mirotic,CHI,82,50,32,20.2,4.9,2,41.3,9.1,54.2,0.6,57.7,5.1
Nikola Pekovic,MIN,30,9,21,26.2,7.4,4.2,57,14.5,50.7,1,54.4,4.7
Nikola Vucevic,ORL,74,21,53,34.2,10.9,5.3,48.8,16.5,66.2,0.8,69.7,4.5
Noah Vonleh,CHA,25,8,17,10.3,3.4,1.5,43,6.4,54.1,0.4,57.7,4.1
Norris Cole,NOP,74,36,38,24.3,2.1,0.3,13.4,5.3,39.7,0.4,43.1,11.3
O.J. Mayo,MIL,70,38,32,23.9,2.7,0.7,24.7,6.1,43.4,0.5,47.1,9.6
Ognjen Kuzmic,GSW,16,13,3,4.5,1.1,0.8,70.6,2.6,41.5,0.3,47.2,5.4
Omer Asik,NOP,76,43,33,26.1,9.8,5.2,52.8,17.9,54.8,1.1,58.3,4.1
Omri Casspi,SAC,67,23,44,21.1,3.9,1,26.9,8.5,45.9,0.6,49.4,6.5
Otto Porter Jr.,WAS,74,41,33,19.4,3,0.9,29,6.2,48,0.4,51.6,7.5
P.J. Tucker,PHX,78,36,42,30.6,6.4,2.4,37.8,11.5,56.2,0.8,60.1,5.9
PJ Hairston,CHA,45,19,26,15.3,2,0.5,26.1,4.2,48.4,0.3,52.3,8.2
Pablo Prigioni,HOU,66,25,41,18.1,1.8,0.3,15.1,4.1,44.4,0.2,46.7,11.6
Patrick Beverley,HOU,56,35,21,30.8,4.2,1.3,30.4,9.6,44.1,0.7,47.6,9.5
Patrick Christopher,MEM,4,2,2,7.2,1.5,0.5,33.3,3,50,0.3,54.5,7.7
Patrick Patterson,TOR,81,49,32,26.6,5.3,2.3,43,9.8,54.5,0.6,58,6.1
Patty Mills,SAS,51,37,14,15.7,1.5,0.4,25.3,4,37.1,0.2,39.3,12
Pau Gasol,CHI,78,48,30,34.4,11.8,5.1,43.4,20.9,56.4,1.3,60.2,5
Paul George,IND,6,5,1,15.2,3.7,1,27.3,5.7,64.7,0.2,66.7,6.6
Paul Millsap,ATL,73,55,18,32.7,7.8,4,51.2,15.3,51,0.6,53,4.9
Paul Pierce,WAS,73,40,33,26.2,4,1,24.5,7.5,53.6,0.5,57.3,7.5
Pero Antic,ATL,63,46,17,16.5,3,1.5,51.3,6.9,43.8,0.4,46.3,5.6
Perry Jones III,OKC,43,23,20,14.7,1.8,0.4,25,3.6,49.7,0.2,53.1,7.4
Phil Pressey,BOS,50,22,28,12,1.6,0.3,16.3,3.8,42.3,0.2,44.4,10.7
Quincy Acy,NYK,67,12,55,19.1,4.5,1.6,36.5,8.8,50.8,0.6,54.2,5.7
Quincy Miller,DET,10,2,8,12,2,0.3,15,6.4,31.3,0.7,35.1,5.5
Quincy Pondexter,NOP,75,48,27,23.9,2.6,0.8,29.2,6,43.2,0.4,46.7,9.5
Rajon Rondo,DAL,68,34,34,29.7,5.5,1.1,20.9,10.6,51.7,0.6,54.9,7.7
Ramon Sessions,WAS,64,26,38,18.6,2.3,0.4,16,4.4,50.7,0.2,52.6,10.2
Randy Foye,DEN,50,15,35,21.7,1.7,0.2,9.4,4.4,39,0.3,42.3,11.9
Rasual Butler,WAS,75,39,36,20.1,2.6,0.7,25.4,4.8,54.7,0.3,59,8.6
Ray McCallum,SAC,68,22,46,21.1,2.6,0.7,26.1,5.6,47.6,0.3,49.9,10.2
Raymond Felton,DAL,29,14,15,9.7,0.9,0.1,11.5,2.1,41.9,0.1,44.1,12.5
Reggie Bullock,PHX,36,19,17,9.4,1.4,0.3,22,2.6,53.8,0.2,58.8,7.3
Reggie Evans,SAC,47,16,31,16.3,6.4,3,46.8,12.5,50.9,0.7,54,4.8
Reggie Jackson,DET,77,37,40,29.5,4.2,0.7,15.9,8.6,49.5,0.7,54,9.1
Reggie Williams,SAS,20,15,5,5.3,0.9,0.3,35.3,1.6,54.8,0.1,58.6,7.7
Richard Jefferson,DAL,74,46,28,16.8,2.5,0.7,28.4,5.3,47,0.4,50.6,7.4
Ricky Ledo,NYK,17,4,13,14.4,2.1,0.6,30.6,4.6,45.6,0.2,47.4,7.1
Ricky Rubio,MIN,22,7,15,31.5,5.7,1.2,21.6,10,56.6,0.7,61,8.1
Robbie Hummel,MIN,44,5,39,16.7,3,1.2,38.8,6.5,47.2,0.5,50.8,5.8
Robert Covington,PHI,70,18,52,27.9,4.5,1.8,38.9,9.8,45.9,0.7,49.7,6.5
Robert Sacre,LAL,67,19,48,16.9,3.5,1.5,43.8,7.8,44.6,0.6,48.4,6.2
Robin Lopez,POR,59,38,21,27.8,6.7,4.1,61.4,15.9,42,1.2,45.5,4.9
Rodney Hood,UTA,50,27,23,21.3,2.3,0.4,18.8,5.4,43.5,0.3,46.4,7.3
Rodney Stuckey,IND,71,34,37,26.4,3.5,0.6,16.9,6.8,51,0.4,54.3,9.2
Ronnie Price,LAL,43,13,30,22.8,1.6,0.3,20.3,4.5,35.8,0.3,38.1,12.6
Ronny Turiaf,MIN,1,0,1,9.7,0,0,0,1,0,0,0,0
Roy Hibbert,IND,76,34,42,25.3,7.1,3,42.8,13.8,51.6,0.9,55.2,5
Rudy Gay,SAC,68,25,43,35.4,5.9,2,33.3,11.7,50.1,0.5,52.4,7.1
Rudy Gobert,UTA,82,38,44,26.3,9.5,4.8,50.7,17,55.5,1.1,59.2,4.3
Russ Smith,MEM,12,7,5,5.4,0.5,0.2,33.3,1.1,46.2,0,46.2,8.4
Russell Westbrook,OKC,67,40,27,34.4,7.3,2.2,29.9,13.8,52.8,0.5,54.8,8.8
Ryan Anderson,NOP,61,33,28,27.5,4.8,2.9,59.3,9.5,50.7,0.7,54.5,5.5
Ryan Hollins,SAC,46,13,33,9.6,2.2,1,44.7,5.4,41.7,0.4,45,4.6
Ryan Kelly,LAL,52,11,41,23.7,2.8,0.7,23.3,5.8,48.8,0.4,52.3,7.3
Samuel Dalembert,NYK,32,5,27,17,5.3,2.9,54.8,10.1,52.2,0.6,55.4,4.4
Sean Kilpatrick,MIN,4,2,2,17.9,1.5,0.5,33.3,4,37.5,0,37.5,5.6
Sebastian Telfair,OKC,16,4,12,20.4,1.9,0.1,3.3,3.3,56.6,0,56.6,11.6
Serge Ibaka,OKC,64,35,29,33.1,7.8,3.4,44.1,16.1,48.3,1.3,52.7,4.7
Sergey Karasev,BKN,33,12,21,16.8,2,0.4,21.2,4.5,44,0.4,47.8,8.1
Seth Curry,PHX,2,2,0,3.9,1,0,0,2,50,0,50,6
Shabazz Muhammad,MIN,37,6,31,23,4.1,2,49,8.5,48.6,0.4,51,6.1
Shabazz Napier,MIA,51,24,27,19.8,2.2,0.4,16.8,5.3,41.7,0.5,46.1,10.1
Shane Larkin,NYK,75,16,59,24.6,2.3,0.4,17.7,5.5,42.4,0.6,47.6,10.2
Shannon Brown,MIA,5,3,2,17.8,0.2,0.2,100,3.6,5.6,0.4,6.3,8.3
Shaun Livingston,GSW,78,64,14,18.8,2.3,0.7,27.9,5.4,43.1,0.2,44.9,9.3
Shavlik Randolph,PHX,21,11,10,6,1.8,1.1,63.2,4.4,40.9,0.4,45.2,3.8
Shawn Marion,CLE,56,36,20,19.3,3.5,1.3,36.5,6.9,51.3,0.4,54.3,6.4
Shawne Williams,DET,62,25,37,17.1,2.6,0.9,33.5,5.7,45.4,0.4,48.6,6.3
Shayne Whittington,IND,20,9,11,5.4,1.5,0.6,41.4,3,48.3,0.1,50,4.4
Shelvin Mack,ATL,55,37,18,15.1,1.4,0.2,16.5,3.7,38.9,0.1,40.3,8.9
Sim Bhullar,SAC,3,1,2,0.9,0.3,0,0,0.7,50,0,50,5.6
Solomon Hill,IND,82,38,44,29,3.8,1.3,32.8,8.5,45.2,0.6,48.6,7.8
Spencer Dinwiddie,DET,34,12,22,13.4,1.4,0.3,18.8,2.9,48.5,0.1,50.5,10
Spencer Hawes,LAC,73,52,21,17.5,3.5,1.4,39.5,7.6,46.4,0.7,51.2,5
Stephen Curry,GSW,80,67,13,32.7,4.3,1,23.2,10.5,40.8,0.5,42.9,9.8
Steve Blake,POR,81,51,30,18.9,1.7,0.2,10.9,4.2,40.1,0.3,43.6,11.2
Steve Novak,OKC,35,12,23,5.6,0.6,0.1,22.7,1.5,43.1,0.1,46.8,7.5
Steven Adams,OKC,70,37,33,25.3,7.5,3.8,50.9,14.9,50,0.9,53.2,4.6
T.J. Warren,PHX,40,17,23,15.4,2.1,1,48.2,5,42.7,0.1,43.8,7
Taj Gibson,CHI,62,38,24,27.3,6.4,3.4,53,13.5,47.3,1,50.9,5.8
Tarik Black,LAL,62,24,38,19,5.8,2.8,48.6,11.2,51.9,0.7,55.3,5.1
Tayshaun Prince,DET,58,27,31,24.1,3.6,1.3,35.2,6.6,54.5,0.5,58.8,7.6
Terrence Jones,HOU,33,24,9,27,6.7,3.1,46.8,13.2,50.7,0.6,53.1,5.9
Terrence Ross,TOR,82,49,33,25.5,2.8,0.6,21.7,5.5,49.8,0.3,52.4,8.5
Thabo Sefolosha,ATL,52,43,9,18.8,4.3,1.1,24.7,7.3,58.5,0.5,63.2,7.6
Thaddeus Young,BKN,75,25,50,32.1,5.4,2.3,41.4,11.6,46.7,0.6,49.5,7.4
Thomas Robinson,PHI,54,26,28,14.8,5.6,3,53.8,10.6,53.2,0.6,56.5,5.1
Tiago Splitter,SAS,52,34,18,19.8,4.8,2.5,52.4,9.8,49.4,0.8,53.6,4.9
Tim Duncan,SAS,77,53,24,28.9,9.1,4.5,48.9,16.5,55.3,1.1,59.3,4.9
Tim Frazier,POR,11,3,8,21.8,2.5,0.6,25,7.6,33.3,1.2,39.4,8.3
Tim Hardaway Jr.,NYK,69,16,53,24,2.2,0.6,28.3,5.1,43.6,0.3,45.9,9.9
Timofey Mozgov,CLE,81,49,32,25.3,7.3,4,55,15,48.6,1,52.2,4.5
Tobias Harris,ORL,68,20,48,34.8,6.3,2,30.9,11.1,57,0.6,60.1,6.5
Toney Douglas,NOP,12,7,5,14.7,1.8,0.3,13.6,4,45.8,0.3,48.9,8.5
Tony Allen,MEM,63,46,17,26.2,4.4,1.8,40.4,9.4,47.1,0.4,49.2,6.5
Tony Parker,SAS,68,48,20,28.7,1.9,0.3,15.5,5.6,33.9,0.4,36.2,11.3
Tony Snell,CHI,72,43,29,19.6,2.4,0.6,25,5,48.5,0.3,52.1,8.9
Tony Wroten,PHI,30,4,26,29.8,2.9,0.9,32.6,8.1,35.2,0.5,37.4,8.3
Toure' Murry,UTA,5,3,2,3.6,0.2,0,0,1,20,0.2,25,9
Travis Wear,NYK,50,7,43,13,2,0.7,32.4,5.1,40,0.4,43.8,6.8
Trevor Ariza,HOU,81,55,26,35.8,5.6,1.5,27.5,11.4,49.3,0.8,53.3,6.8
Trevor Booker,UTA,79,37,42,19.8,5,2.1,42.1,9.2,54.4,0.6,58.1,5.8
Trey Burke,UTA,76,35,41,30.1,2.7,0.4,13.7,6.3,42.4,0.3,44.8,12
Tristan Thompson,CLE,81,53,28,26.8,8,4.2,52,16.5,48.4,0.9,51.3,4.9
Troy Daniels,CHA,46,14,32,8.5,0.7,0.2,24.2,1.9,37.1,0.2,42.3,7.3
Ty Lawson,DEN,75,29,46,35.5,3.1,0.4,13.2,7,44.6,0.4,47.6,12.7
Tyler Ennis,MIL,33,11,22,12.5,1.1,0.3,25.7,2.4,44.3,0.2,47.3,7.4
Tyler Hansbrough,TOR,74,45,29,14.3,3.6,1.9,53.6,7.2,49.9,0.3,52.3,5.6
Tyler Johnson,MIA,32,15,17,18.8,2.5,1,38.3,6,42.4,0.3,45,8.8
Tyler Zeller,BOS,82,40,42,21.1,5.7,3,53.5,12.1,46.7,0.8,50.2,5.3
Tyreke Evans,NOP,79,43,36,34,5.3,1.5,28.4,11.4,46.1,0.7,49.1,7.6
Tyrus Thomas,MEM,2,2,0,3.3,0,0,0,0,0,0,0,0
Tyson Chandler,DAL,75,47,28,30.5,11.5,5.7,49.4,20.1,57.4,1.1,60.6,4.6
Udonis Haslem,MIA,61,30,31,16.1,4.2,2,47.2,8.8,47.1,0.6,50.8,5
Vander Blue,LAL,2,0,2,36.9,4.5,0.5,11.1,10,45,0,45,7.9
Victor Claver,POR,10,6,4,7.6,2,1.6,80,3,66.7,0.2,71.4,5.2
Victor Oladipo,ORL,72,22,50,35.7,4.2,1.2,28.5,10.2,41,0.8,44.5,7.8
Vince Carter,MEM,66,45,21,16.5,2,0.7,33.8,4.7,42.8,0.4,47,7
Wayne Ellington,LAL,65,18,47,25.8,3.2,0.6,19.5,6.4,50.4,0.4,53.3,9.2
Wesley Johnson,LAL,76,20,56,29.5,4.2,1.1,26,8.3,50.6,0.5,54.2,7.5
Wesley Matthews,POR,60,41,19,33.7,3.7,0.9,23,8,46.1,0.7,50.5,8.6
Will Barton,DEN,58,30,28,17,2.8,0.6,22.2,5.7,48.8,0.4,52.1,7
Will Bynum,WAS,7,4,3,9.5,0.9,0,0,1.7,50,0.1,54.5,12.2
Will Cherry,TOR,8,6,2,8.7,0.6,0.3,40,2.3,27.8,0.1,29.4,9.4
Willie Green,ORL,52,15,37,18.3,1.5,0.4,25.3,3.7,41.6,0.4,46.2,9.7
Wilson Chandler,DEN,78,28,50,31.7,6.1,2.2,35.8,11.7,51.9,0.7,55.4,5.5
Xavier Henry,LAL,9,1,8,9.5,0.4,0,0,2,22.2,0.3,26.7,8.9
Zach LaVine,MIN,76,15,61,24.6,2.8,0.6,19.9,6.1,45.7,0.4,48.8,8.1
Zach Randolph,MEM,71,51,20,32.4,10.5,5.1,48.1,19.3,54.5,1,57.5,4.5
Zaza Pachulia,MIL,72,33,39,23.6,6.8,3.5,52.1,13.3,50.7,1.1,55.3,4.9
Zoran Dragic,MIA,16,6,10,4.7,0.5,0.2,37.5,1.4,34.8,0.2,40,11.4
